,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X600031.SH,X002304.SZ,X600809.SH,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X003816.SZ,X600703.SH,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002129.SZ,X000157.SZ,X002007.SZ,X601877.SH,X002049.SZ,X002236.SZ,X002179.SZ,X600584.SH,X002414.SZ,X300142.SZ,X000799.SZ,X601799.SH,X600183.SH,X002074.SZ,X300003.SZ,X002008.SZ,X000066.SZ,X600089.SH,X000800.SZ,X600779.SH,X000977.SZ,X000050.SZ,X600118.SH,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0928196566774039,0,0,0,0,0,0,0,0.138193899688362,0,0,0,0,0.0797435117503128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015382108551974,0,0,0.0293539148864242,0,0,0,0,0,0,0,0,0.055508600347983,0,0,0,0,0,0,0.00471856367549081,0,0,0,-0.0143033682674031,0,0
X000858.SZ,0,0,0,0,0.192376967593371,0,0,0,0.079881652871836,0.133870453319788,0,0,0,0.0709593721777205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309966920899987,0,0.00978851990164845,0,0,0,0.0260216443263511,0,0.132139108474903,0,0,0.00295924874836621,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292356698565112,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0257377164716771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687859451511327,0,0.0203468939640405,0,0,0.003693347840023,0.147038353816727,0.0451062699927263,0,0,0,0,0.0826771200686908,0,0,0,0,0,0,0,0,0.00322526684586849,-1.35525271560688e-20,0,0,0,0,0,0
X600276.SH,0,0,0.0961780622978241,0,0,0.105080325534319,0,0,0,0,0,-0.0810220721155828,0,0,0.112408429702965,0.0240041631735181,0,0,0,0.0162118610171517,0,0,0,-0.122674276966784,0.0271137692120068,0,0.102531840627606,0,0,0,0.0476304228429457,0,0.0594565725562243,0,0,0,0,0,0,0,0,0.114606005594924,0,0,0,0,0,0,0,0,0,-0.00859963725346648,0,0,0,0,-0.00890989240773364,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.12480395927665,0.373697736540985,0,0,0,0,0,0,0,0,0,0,-0.0879398163565182,-0.0323348002040794,0,-0.0743799111739906,-0.00026320466453308,0,0,0,0,0,0,0,0,0,0,0,0.0650710850426113,0,0,0,0,0,0,0,0,0.168161729365054,0,0,0,0,0,0,-0.0125059219336058,0,0,0,-0.0114147428140589,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0989192753434402,-0.0385809744979059,0,0,0,0,-0.056420385664855,0,0,0,0,0,0.0529196381434194,0,0.456721409534269,0,0,0,0,0,0,0,0,-0.0292778605812255,0,0,0,0,0,0,0.0391256403512353,0.100452198455695,0,0,0,0,-0.0441769215424295,0,0,0,0,0.0683272213268138,0,0,-0.0230039389663496,0,0,0,0,0.0241573064061206,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.173909456463172,0.0185658606400708,0,-0.0546497945261024,0,0,0,0,0.0261993034102659,0.0273835122421368,0,-0.00866445116326986,0,0.0669895334287083,-0.0157014132754196,0,0,0.187172103156574,0,0,0,0,0,0.102091755610519,0,0.043069157147081,0,0,0,0.163521441321177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241306614133448,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0436341833567244,0.0805151818635612,0,0,0,0,0,0,0,0,0,0.0340416331043438,0.0154930512129514,0,0,0,0.0334881423958907,0,0,0.206268620558429,0,0,0,0,0,0,0,-0.0120016405123809,-8.67361737988404e-19,0.0290774382588192,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396424846946928,0,0,0,0,0.0325944935277482,0,0
X002304.SZ,0,0,0,0,0.0949336952661736,0,0,0,0,0.31262007135331,0,0,0,0,0,0.0312722460963112,0,0,0,0,0,0,0,0,-0.0784990149675392,0,0,0,0,0,0,0,0,-0.0227311637775149,0,0,0.0138451680299031,0.243851394212217,0,0,0.150301828814349,0,0,0,0,0.116300889794621,0,0,0,0,0,-0.0394727308683942,0,0,0,0,0.0241181143324108,0,0
X600809.SH,0,0.331846684629314,0,0,0.0985250580445791,0,0,0,0,0,0.308793529072847,0,0,0,0,0,0,0.136079608847767,0,0,0,0,0.051502947405683,-0.0929590258041156,0,0,0,0,0,0,0,0,0,0,0,0,0.0359469770447425,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00549476432328574,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.00239159519564189,0.0616250329625887,-0.0240872247711886,0.350547226099024,0,0.15088257770534,0,0,0,0,0,0,0,0,0,0,0,0,0.0155015919178327,0,0,0,0,0,0,0,0,0,0,-0.090572641918224,0.0144805312247912,0,0,0,0,0,0,0,0,0,0,0,0.165474440638903,0,0,0,0.0441551029683369,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.142882566255541,0,0,0,0,0,0,0,-0.00827504347983198,0,0.0582917487530864,0,0,0,0,0,0,0,0,0.196345755044259,0.147990421522715,0,0,0,0,0,0,-0.0450744027713838,0,0,0,-0.0561129114655828,0,0.0606601237925223,0.177760900193544,0,0.0248208287247693,0,0,0.22163180388619,-0.0284330417196541,0,0,0,0,0,0,0,0,0,0,-0.00438343522562586,0,0
X000725.SZ,0,0,0,0,0,0.104064175631922,0,0,0,0.0487629234271426,0,0,0,0,0,0,0,0,0,0,0.293274201413563,0,0,0.143211602090598,0.110872468707192,0,0,0,0,0,0,0,0,0.00688145661088336,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347085999123178,0,0,0,0.00809026717824233,0,0
X300014.SZ,0,0,0,0,-0.188563953672831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0856490820565763,0,0,0,0,0,0,-0.119633853306976,0,0,0,0,0.357218508418147,-0.155839204184613,0.0106459300542208,0.0481939839310743,0,0,0,0.238986315658608,0,0,0,0.165575054707689,0,0,0,0,0,0.327486234581665,0,0.0138004815506218,0,0,0,0,0.000897341014599497,0,0
X000661.SZ,0,0,0,0.0529384354412459,0,0,0,0,0,0.0509702816540224,0,0,0,0,0,0,0,0,0,0,0.120031736961653,0,0,-0.109218919103399,0.047618127556479,0,0,0,0,0,0,0,0,-0.0642361137003737,0,0,0,0,0,0.20090169871937,0.09648045122758,0,0.0556848291007067,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0295291828726725,-0.00325429107856148,0,0,0,0.0253961044184637,0,0
