,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600031.SH,X000559.SZ,X600118.SH,X000100.SZ,X600372.SH,X600066.SH,X000157.SZ,X002236.SZ,X002475.SZ,X002292.SZ,X002241.SZ,X600741.SH,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X000568.SZ,X600177.SH,X600839.SH,X300003.SZ,X002294.SZ,X002074.SZ,X600867.SH,X000977.SZ,X002129.SZ,X000869.SZ,X000800.SZ,X600582.SH,X600498.SH,X002085.SZ,X600525.SH,X002276.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.246807373146081,0,0,0,0,0.0985472453262637,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.168392543540117,0,0,0,0.0625861889834509,0,0,0.136652430919085,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.00482862326948731,0.0981504589033278,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.539469871040782,0,0,0,0,0,0,0,-0.0550733400665856,0,0,0.0796237357714207,0,0,0,0,0.147050388920877,0,0.0287535799534916,0,0,0,0,0,0,0,0,-0.0598295693968636,0.158646061925136,0,0,0,0,0,0,0.0917938339016598,-0.0537784806654341,0,0,0,0,0.11359649378524,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154526487718234,0,0,0,0,0,0,0.0848851135404499,0.0191650742026345,0.021737554265623,0,0,0,0.0233077568500238,0.132467242718117,0,0,0,0,0,0.0559598340244028,0,0,0,0,0,0,0,-0.126309862542902,0,0,0,0,0,-0.0218898934301089,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.274184096730076,0.129167798579013,0,0.0626272727509507,0,0.033570703987876,0,0,0,0.0319466435429575,0,0,0,0,0,0,0.069508069840703,0,0,0,0,0,0.125827129296917,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0304639322935119,0,0,-0.000136346769505361,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123898966177254,0,0.333502484288309,0,0,0,0,0.00660607493503669,0.012909650610189,0,0,0,0,0,0,0.263837450234898,0.0232993358528543,0.0305302676457143,0,0,0,0,0,0,0,0,0,0,0.0843018161246027,0,0,0,0,-0.034357567170855,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.18454765050358,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.114244544149507,0,0,0,0.390356069726981,0,0,0.00732116558367561,0,0,0,0,0,0,-0.169544387202197,0,0,0,0.0558209778961574,0.0444501017469157,0,0,0,0,0,0,0,-0.0492501401113482,-1.73472347597681e-18,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.16344812977651,0,0,0,0.0425862555982795,0,0,0,0,0,0.09604196182176,0.0798369050005945,0,0,0.00388694465882222,0,0,0,0,0,0.271656644338146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177561209517112,0,0,0,0,0,0
X002304.SZ,0,0.414136804819074,0,0,0,0,0.0566067930661285,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.2611794175099,0,0,0,0,0,0,0,0,0.201220547915322,-0.0384927654225108,0,-0.0580088578277397,0,0,0,0,0,0,0,0.0851596208023159,0,0,-0.0490420589502365,0.109201978168236,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0540551299618132,0,0,0,0,0,0.164028774720796,0.0771649962061798,0,0.063130480468566,0,0,0,0,0.133847910470697,0,0.174662208078361,0,0,0.106907596351755,0.00016052508482026,0,0,0,0,0,0,0,0,0,0,0,-0.0190266297992195,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0.0866839237483153,0,0,0,0,0,0,0,0,0,0,0,0,0.240688522906248,0.0685673004182997,0,0,0.00606215194009987,0,0,0,0.0542675161341784,0.0219292548215913,0,0.278988295472867,0,0,0.00135065214410706,0,0,0,0,0,0.0508750412425104,0,0,0.0572218442307783,0,0,0,0,0,0,0,0,0,-0.032387655289913,-0.0208309885782799,0,0,0,0,0,0
