,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X002371.SZ,X002241.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X300014.SZ,X002007.SZ,X000977.SZ,X601877.SH,X600183.SH,X300124.SZ,X000157.SZ,X002129.SZ,X600118.SH,X300142.SZ,X000625.SZ,X002456.SZ,X600584.SH,X600271.SH,X002008.SZ,X000066.SZ,X002179.SZ,X300136.SZ,X002414.SZ,X002180.SZ,X002463.SZ,X600177.SH,X002049.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0265117961566013,0,0,0,0,0,0,0,0,0,0,0.0371359354556178,-0.0543136486741605,0,0,0,0,0.100445011994443,0,0,0.203755172650691,0.201578900745859,0,0,0,0,0,0,0,0,0,0,0.0553344787007762,0,0,0,0,0,0,0,0,0,0,-0.0862036824526868,0,0,0.114138205500259,-0.0787351120873987,0,0,-0.0870460226387544,0,0,0,-0.0883597581890578,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.546320405972607,0,0.00626927988850686,0,0,0,0,0.0131602391251013,0.0101659312796366,0,0,0,0,0,0,0,0,0,0,0,0,0.0190011639669671,0.0273912638186946,0,0,0,-4.33680868994202e-19,0.0882323209617121,0,0,0,0,0,0,0,0.0392872492149467,0,0,0,-0.00932548448574175,0,0,0,0,0,0
X600276.SH,0.188622203628754,0,0,0.0693865867350064,0,0,0.00722995657951726,0,0,-0.0346371130930653,0,0,0.109916963035664,0,0,0.137866053134028,0,0,0,0.10529445218917,0,0,0.0690589602892317,-3.46944695195361e-18,0,0,0.173935269517779,-0.106347163172142,0,0,0,0,0,0,0,0.0602636080675816,-0.0097287434037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214941781379967,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0305051546821281,0,0,0,0.139762087581712,0,0,0,0.117573460815885,0,0,0,0,0,0,0,0,0.0371727871923531,0,0.0946392266437291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101401896884087,0,0.114847597851574,0,0,0,0.016499979271553,0,0,0,0.0266950959420869,0,0,0,0,0,0
X002415.SZ,0,0.096060905497896,-0.0441803015432899,0,0,0,0.201947043317271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056874611566365,0,0,0.31105035814953,0,0,0,0,0,0.129581496808123,0,0,0,0,0.146834429351494,0,-0.0964824769854789,0,0.00871996249202329,0,0,0,0,0,0,0,0,0.0485766731761722,0,0,0,0.0321052517699884,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.259920623006055,0,0,0,0,0,6.93889390390723e-18,0,0,0.195348902816583,0,0,0,0,0,0,0,0,0,0,0.0629833600500647,0.103301175631877,0,0,0,0.0907647158835721,0,0,0,0,0,0,0,-0.00460443118669899,0,0.0287973233639138,0,0,0.0147932598732128,0,0,0,0.000831755502308954,0,0,0,0.011161658849097,0,0
X002475.SZ,0,0,0,0,0.0480364040110205,0,0,0,0,0.0499825751579174,0,0.0195586024543673,0,0,0,0.207913638672484,0,0,0,0,0,0.194408046525676,0,0,0,0.090659925938712,0,0,0,0,0,0,0,0,0.0377579634635488,0,-3.46944695195361e-18,0,0,0.0976846111009507,0,0,0.0439898690055672,0,0.00440746113135289,0,0,0,0,0,0,0,-0.0212972412110363,0,0,0,0.0104596161780459,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162805103125665,0.00290559736741379,0,0,0,0,0.218197398447037,0,0,0,0,0,0,0,0,0,0,0.0731091229765066,0,0,-1.73472347597681e-18,0,0.109238972846551,0,0,0,0,0.179750603941357,0,0,0,0,0,0.16003413736481,0,0,-0.0437030894713647,0.0324469245807543,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.237963172736973,0,0,0,0,0,0,0,0,0,0,0.0731548358905532,0,0,0,0,0,0,0,0,0,0,0,0,0.130217435150797,0,0,0,0.0997806925005796,0,0.0241895516100417,0,0,0.0351200531627877,0,0,0.0301841497252076,0.219947931754101,0,0.0286254283777968,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639207739377372,0,0.25496477170045,0,0.0282074639413548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446006366627793,0,0,0,0.0397123439821625,0,0.0138189156471663,0,0.0415039751315758,0.0996856744865228,0,0,0,0,0,0,0,0,0,0,0.052388803544271,0,0
