,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X003816.SZ,X300014.SZ,X002129.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X000100.SZ,X600089.SH,X600741.SH,X300142.SZ,X000661.SZ,X002180.SZ,X002074.SZ,X600702.SH,X000157.SZ,X600522.SH,X600884.SH,X000733.SZ,X002236.SZ,X000799.SZ,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X600563.SH,X000977.SZ,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.53770358687724,0,0,0.0189990768337791,0,0,0.118163523556195,0,0,0,0,0,0,0,0,0.00146751200089196,0,0,0,0,0,0,0.0746873948961742,0,0,0,0,0,0,0,0.00750695782504026,0,0,0,0.0789896828956518,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.0361497521950238,0,0,0,0,-0.00503254239414324,-0.0111586347544398,0,0,0,0,0,0
X000858.SZ,0.12844370367999,0,0,0,0.14151114939459,0.0585597252201702,0,0.0687844425837933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926678871898684,0,0,0,0,0,0,0,0,0,0,0,0,0.0607045192063915,0,0,0,0,0.00553961275482545,0.130093181767793,0,0,0,0,0,0,0,0,0,0.0101474106014599,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.124705269872642,0,0,0,0,0,0,0,0,0,0,0,0.0295705544587904,0,0,0,0,0,0,0,0,0,0,0,-0.155657650298422,0,-0.00638969710776541,0,0.0824432576853836,0,0,0,0,0,0,0,0,0,0,0,0.0615415424965595,0,0.139070820081411,0,0,0,0.0128001133816057,0,0,0,0,-0.0178382835254282,0,0
X600809.SH,0,0,0,0,0.147669721973081,0,0,0.0332316382711818,0,0,0,0,0,0,0,0,0,0,0,0,-0.279193315004718,0.115058051991426,0,0,0,-0.149137416666935,0,0,0,0,0,-0.124874833979713,0,0,0,0,0,0,0,0,0,0.22582146948901,0,0,0,0.0852140310398599,0,0,0,0,0.058850359533147,0.00665194375434261,0,0,0,0,0,0,0
X000568.SZ,0.482511978890904,0,0,0.00435219628097957,0,0.00393519007676007,0,0,0,0,0,0,0,0,0,0.064000488878103,0,0,0,0,0,0,0,0.0768186178892548,0,0,0,0,0,-0.0732764752007717,0,0,0,0,0.0467985878026485,0,0,0,0,0,0,0.183281730175274,0,0,0,0.0752787257354963,0.0142960725383724,0,0,0,0,0,0.0305839388784218,0,0,0,1.73472347597681e-18,0,0
X002475.SZ,0,0.0315752352945726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267441827130798,0.271904578764047,0,0,0,0.0584775113694771,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.236472131712452,0.0474177793353472,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079901000530925,0.0380539714210465,0,0,0,0,0,0
X600276.SH,0.124537629481387,0,0.0248575990487221,0,0,0,0,0,0.231104191008627,0,0,0.140459250173908,0,0,0,-0.113233019849808,0,-0.0213985877604066,0,0.273392899140606,0,0,0,0,0,0,0,0,0,-0.0415082304823204,-0.0592807546348226,0.0127590826235578,0,0.0672382669081094,3.46944695195361e-18,0,0,0.0525887885824823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364242095645278,0,0,0,-0.0543093613872249,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400464972682776,0,0.0236124298093302,0,0.0268714632901366,0,0,0,0,0,0.220479585717807,0,0,0,0,0,0,0,0,0,0,0,0.0159342672530331,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.217864629154926,0,0.0894149994313912,0,0,0,-0.0272696839008334,0.0451760326744294,0,0,0,0.0162093803496955,0,0
X600690.SH,0,0.0628138472320789,0,0,0,0,0.197244232516253,0,0,0,0,0,0.112248207718915,0,0,0,0,0,0,0,0.0705945942483868,0,0,0.094546012269168,0,0,0,0,0,0,0,0,0,-0.0517959073383181,0,0,0,0.133793565056954,0,0,0,0,0,0,0,0.214526927097801,0,0,0,0,0,0,-0.0195075804022076,0,0,0,-0.0493369654479061,0,0
X600104.SH,0,0,0,0,0,0.0565562645473749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056664299224336,0,0,0,0,0,0.0388657951963673,0,0.176977580738321,0,0,0,0,0,0,0,0.0452556768444222,0,0,0,0,0,0,0,0,0,0.00572182439296195,0,0,0,0,0,0.00741553748331933,0,0,0,0,0,0
