,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X002371.SZ,X000651.SZ,X000568.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X600418.SH,X000100.SZ,X002179.SZ,X002241.SZ,X600584.SH,X000977.SZ,X002463.SZ,X600703.SH,X600089.SH,X000066.SZ,X600372.SH,X002049.SZ,X000157.SZ,X002456.SZ,X600839.SH,X002028.SZ,X002236.SZ,X600522.SH,X002156.SZ,X600460.SH,X600183.SH,X600741.SH,X600066.SH,X601877.SH,X002129.SZ,X002085.SZ,X000661.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.474141240866001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930223570161395,0,0,0,0,0,0,0,0,0,0,0,0,0.0281883890490346,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249816001927307,0,0,0,-0.00228643790353042,0,0,0,0,-0.124771140968589,-0.0730863984145443,0,0,-0.0679731028384983,0,0
X000858.SZ,0.29192982106002,0,0,0,0,0,0.48708770900974,0,0,0,0,0,0,0,0,0,0,0.101068190612586,0.0666199614110438,0,0,-0.0169223732569647,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0237191639058777,0.0159153330809936,0.158402143625849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00315577974154484,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0339578141213895,0,0,0,0,-0.0600626783837115,0,0,0,0,-3.46944695195361e-18,0.267532858858217,0,0,0.0798429948874883,0,-0.0192467808463552,0,0,0,0,0,0,0,0,0,-0.0625583980973101,0,0,0.204868730915172,0,0,0,0,0,0,0,0.0839199276999655,0,0,0,0,0,-0.151979473397415,0,0,0,-0.0520346747996235,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0374385025641493,0,0,0,0,0,0,0.0423941506222558,0,0,0,0.58436351533147,0,0,0.148354152258741,0,0,0,0,0,0,0.0269113111038877,0.0271123383133561,0,0,0,-0.0608283930788244,-0.0864291981402158,0.016805140219541,0,0,0,0,0,0,0,0,0,0,-0.0215783383852196,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680576028426965,0,0,0,0.28542298842338,0,0,0,0,0,0,0,0,0,0,0.0231447931750126,0,0,0,0.0750241925887807,0,0,0,0,0,0,0,0,0,0,0,0,0.0570894983910275,0,0,0,0,0,0.00779681826510547,0,0,-0.00949100231159487,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.286990527409917,0,0,0,0,0,0,0,0,0,0,0,0.108156477323079,0,0,0,0.0935415067290884,0,0,0,0,0.112266654804389,-0.0311521791889741,0,0,0,0.0773019251973538,0.0318914068022441,0.025140122203137,0,0,0,0,0,0,0,0,-0.0729067109099659,0,0,0,0,0,0,0.0220859557586183,0,0,0,0.028943170376177,0,0
X600809.SH,0,0.145716873112805,0,0,0,0,0,0,0,0.58675759429374,0,0,0,0,0,0,0,0,0,0.0328687685317693,0.207057361345247,0.0529970131056566,0,0,-0.0186054579096017,0,0,0.0980423630229975,0,0,0,0,0,0,-0.041661005528895,0,0,0,0,0,0,0,0,0,0,0,0.00766021950813581,0,-0.0653501340590181,0,0,0,0,0,-0.0674782173309939,0,-0.0197125566865942,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479863461693206,0,0,0,0,0,0,0,0,0,0,0,0.0601085508081595,0,0.0797583700511197,0,0,0,0,0.0443996034215742,0,0,0,0,0,0,0.0352412939760037,0,0,0,0,0,0,0.0476701500519246,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.162005550852938,0.41951137105353,0,0,0,0,0.104131254666627,0.109307184551381,0,0,0,0,0,0.061862734811454,0,0,0,0,0,-8.67361737988404e-19,0.019261417394546,0,0,0,0,0,0.014665715181565,-4.33680868994202e-19,-0.033424798561649,0,0,-0.0148660840747368,0,0,-0.00241237737762664,0,-0.0515790663690492,0,0.0376867180402008,0.107811358050635,-0.184924284164599,0,0,0,0,0,0,0,-0.0222296260966651,0,0,0,0.0224495102301031,0,0
X000568.SZ,0,0.150592732319937,0,0,0,0,0.448075343200981,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.18583057032665,0,0,0.0890529013142373,0,0,0,0,0,0,0,0,0,0,0,-0.0190133171234293,0,0,0,0,0,0,0,0,0,0,0.0605057477346305,-0.0133541902989086,0,0,0,0,0,0,0,0,-0.0491933935604259,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957137010341892,0,0,0,0,0.331404836717162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150524607580362,0,-0.116691707567882,0,-0.110310277634488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339552503648554,0,0,-0.0851274432874711,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0565039343906067,0.0983112663639101,0.0486183881203266,0,0,0,0,0,0,0.0103538125800149,0,0.0888712420665237,0,-0.007312722489151,0,0,0,0,0,0,0,0.242921643258293,0,0,0,0,0,0,0,0,0.135302580926469,0,-0.0636912418104732,0,0,0.100775010429586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965656790573066,0,0,0,0,0,0,0.00959133884443697,0,0.453264928861267,0,0,0,0.0156788570503683,0,0.0463460351214886,0,0,0,0,0,0.0113331258105224,0.0927824976468768,0,0,0,-0.009560977897234,0,0,0,0,0,0.017008464994483,0,0,0,0,0,0,0,0,0,0,0.0540268032025911,0,0
X300124.SZ,0,0,0.134789879166618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466990995276072,0,-0.0637072304877331,0.026302593393644,0,-0.0559455732442757,0,0,0,0,0,0.0430787705996068,0,0,0,0.0420566683570106,0,0,0,0,0,0,0.0182577969670734,0,0,0,0,0.0738043395186504,0,0.0418927946457681,0,0,-0.0997283106456592,0.0125515211855163,0,0,0,-0.0332492087104592,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176846080455554,0,0.0125214789777763,0,0,0,0,0,0,0,0,0,0.0722248410227695,0.207775076334863,0,0,0,0.0887061884434404,0,0.3798436384031,0,0.0196532895441416,0,0,0,0,0,-0.155591432854961,0,0,0,0,0,0,0,0,0,0,0,0.0943866787968156,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0780406228334076,0,0,0,0.27551159971245,0.155833031774705,0,0,0,0,0,0,0,0,0,0.0138398082844288,0,0,0,0,0,0,0,0.057163369733262,0,0,0,0,0,0.177694329179802,0.0193520659171199,0,0.065653230101988,0,0,0,-0.0265145317705886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.197002290913394,0,0,0,0,0,0.0186505959454791,0,0.0719867364202438,0,0,0,0,0,0,0,0,0,0.131680813722912,0,0,0,0.229749895322317,0.0153885669007834,0,0,0,0,0,0,0,0.0250160289475798,0,0,0,0.127642414924713,0,0,0,0,-0.00438796711491721,0,0.125358332272396,0,0,0,0,0
X002304.SZ,0,0.505797325121521,0,0,0,0,0,0,0,0.0529229173907211,0,0.13032613505835,0,0.0766762839390516,0,0,0.0877206120229963,0,0,0,0,-0.113417431989025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176979114377264,0,0,0,0,0,0,-0.0836610463210549,0,0,0,0,0.0080660676128268,0,0
X000338.SZ,0,0.163656973567173,0,0,0,0,0,0,0,0.272852387491081,0.0533360607325613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24250784515367,0.00964582552523139,0,0,0,0,0,0,0,0,0.0635666343618159,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357565160417561,0,0
X300014.SZ,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0,0,0.219996683695395,0,0,0,0,0,0,0.266861126461627,0,0,0,0,0,0,0,0.0413505315479867,0.1304118176581,0.152083838044452,0,0,0.261022348440583,0.0997234378013442,0,0.330998960504568,0,0,0,0,0,-0.118612331890886,0,0,0.0426404430380051,0,0,0,0,0,0,0.281361808782039,0.0739127082915804,0,0,0,0,0.182493864679821,0.00501800309630591,0,0,0,-0.00864729053323995,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0.603066989012494,0,0,0,0,0.164724799605681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990485868292396,0,0,0,-0.0612921934696965,0,0,0,0,0.102476298380396,0,0,0,0,0,0.029202405817691,0,0,0,0,0,0,0,0,0.0181420671732307,0,0
X600418.SH,0,0,0,0,-0.151089252317571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.258448643467387,0,0,0,0.00960823000559796,0,-0.0605897471775064,0,0.548694463956319,0,0,0.122778620687328,0.162088063219516,0,0,0,0,0.239775974805455,0,0,0.0494629406573067,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,1.73472347597681e-18,0,0
X000100.SZ,0,0.0884880884199624,0,0,0,0,0,0,0,0,0,0,0.109388663711023,-8.67361737988404e-19,0,0,0,0,0,0.180153640336438,0,0,0,0,0,0,0,0,0,0.0815226088106824,0,0,0,0,0,0.0937291077009298,0,0,0,0,-0.0410249557285619,0.131487140268436,0,0,0,0,0.0714516642916882,0,0,0,0,0,0,0,0,0,0.00401029851889869,0,0
X002179.SZ,0,0,0,0,0.00415373240028242,0,0,0,0.0786482103496476,0,0,0,0,0.0902880830534115,0,0,0,0,0,0.0646892154377885,0,0,0,0,0,0,0,0,0,0,0.132224707980552,0.231070518613373,0,0,0.0636658561982907,-0.0134351387190394,0.0718116265969494,0,0,0,0,0,0,0,0,0,0,0,0.156381323415428,0,0,0,-0.0400125862697751,0,0,0,0,0,0
X002241.SZ,0,0,0,0.277044174017473,0,0,0,0,0,0,0,0,0,0,0,0,0.173161236708198,0.0963284585441346,0,3.46944695195361e-18,0,0,0,0,0,0.131091185890813,0,0,0,0,0,0.224097268369594,0,0,0.0225754580603387,0.0968602961518822,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.00106047641331853,0,0,0,0,0,0,-0.0616622066035821,0,0,0,0,0
