,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X600104.SH,X003816.SZ,X002371.SZ,X300124.SZ,X000063.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X002236.SZ,X600372.SH,X000661.SZ,X000100.SZ,X002241.SZ,X601877.SH,X000977.SZ,X000157.SZ,X600741.SH,X002180.SZ,X600522.SH,X600584.SH,X600702.SH,X002074.SZ,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X000800.SZ,X002294.SZ,X300146.SZ,X600487.SH,X002463.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.174628644807991,0,0,0,0.204218695108251,0,0,0,0.0187919624106234,0,0,0.0783644616689357,0,-0.0383106006896733,0,0,0.0381526901194847,0,0,0.0196279168566183,0,0,0,0,0,0,0,0,0,-0.0753617112161172,0,0,0,0,0,0.0544966410306243,0,0.0438068585293379,0,0,0,0,0,0,0,0.0352894339824818,0.0710554294047618,0,0,0,-0.0783758103455265,0.0492828292738859,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.12371852279957,0.062019727050463,0,0,0,0,0,0,0,0,0,0,0.0943573438994077,0,0.0733511207388839,0,0,0.0248603044575852,0,0.0012053852300332,0,0.0122536095854026,0,0,0,0,-0.00617452277720929,0,-0.0158495857632054,0,0,0,0,0,0.0127549104245662,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357194259416246,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0659602908884303,0,0,0,0,-0.123775651158051,0,0.0694458839170122,0,0,0.253821041326539,0,0,0,0,0,0,0.0195869150082589,0,0.11415522491367,0,0,0,0.0669502503552503,0,0,0,0,0,0,0.119125771998977,0,0.0546981862436074,0,0,0,0,0,0.0622011255363654,0,0,0.108950858430444,-0.0565851615258996,0,0,-0.0252973490004784,0,0,0,0,0,0
X600276.SH,0,0,0.0474941000637452,0,0,0.0822971200557251,0,0.110889788209732,0,0,0,0,0.0234522544885862,0,-0.038317880083417,0,0,0,0.190081838187224,0,0,0,0,0,0,0,0.0155273034794338,0,0,0,0,0,0,0,0,0,0,0,0,0.008077679494261,0,0,0,0,0.500841218891113,0,0,0,0,0,0,0,-0.00411875392256222,0,0,0,0,0,0
X000568.SZ,0,0.510392839919408,0,0,0,0,0,0,0,0,0.0767522914586643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918208010243801,0,0,0,0,0,-0.0110245122663188,0.0116249617294918,0,0,0,0,0.170963632454301,0,0,0,0,0,0,0,0,0,-0.0342498281511512,0,0,0,-0.0234480186596494,0,0,0,0,0,0
X600809.SH,0,0.29971281790338,0,0,0,0,0.16195708591743,0,0,0.165066185138584,0,0,0.00241147436183489,0,0,0,0,0,0,0,0,0,-0.0515079991107956,0,0,0,0,0,0.0610294241760548,0,0,0,0,0,0,0.0733552794799512,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249588927099443,0,0,-0.04473878915601,-0.0146861676437403,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.246177322224057,0,0.105129035860489,0,0,0,0,0,0,-0.037997373943768,0,0,0,0,0,0,-0.000552994073740435,0,0,0,0,-0.0450168244481584,0,0,0,0,-0.0551482210058536,0,0,0,0,0,0,0.156829743556566,0,0,0,0,0,0,0,0,0,0,0,0,-0.00917228522158203,0.0116459875665494,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321308191096463,-0.0048464582828103,0,-0.535533333675684,0,0.188873657972551,0.120616633974303,0,0,0,0,0,0,-0.103499399376758,0.0284674692275419,0,0,0.0277607882604323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225215627793027,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215632260952406,0,0,0,0,0,0,0,0,0,0,0.116109681333365,0,0.111237168853869,0,0,0,0,0.0946723098712352,0,0,0,0.0446853806844433,0,0,0,0,0,-0.157609797742439,3.46944695195361e-18,0,0,0,0.0381469101971163,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.00627787675469195,0,0.376651868790533,0,0,0,0.0997449750640924,0,-0.0158838999202771,0,0,0,0,-0.595385438836324,0,0,0,0,0,0.0929528554167104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122308385127326,0,0,-0.0374518587034019,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.101019975278456,0,0,0,0,0,0,0,0,0,0,0.344140159717968,0,0,0.0781558644495901,0,0.0268256326308881,0,0,-0.0316556953614085,0,0.00636889449459888,0,0.0376767601431562,0,0.180511327006288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637719854711875,0,0.000703108768384996,0,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0328749615539413,0,0,0,0,-0.0463414980577623,0,0,0,0,0,0.045587043514984,0,0,0,0,0,0,0.0576384332470269,0,0,0,0,0,0,0,0,0,0,0.0345984393202055,0,0.0449367888063759,0,0,0,0.120898952839551,0,0,0,0,0,0,0,0,0,0,-0.00929271686530517,0,0.0395707357710969,0,0,0,0,0,0,0
