,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X000625.SZ,X002304.SZ,X002371.SZ,X000725.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X600703.SH,X000157.SZ,X002236.SZ,X002241.SZ,X002049.SZ,X000977.SZ,X600372.SH,X002463.SZ,X002129.SZ,X600741.SH,X000661.SZ,X600522.SH,X600584.SH,X601877.SH,X002028.SZ,X600183.SH,X601799.SH,X600066.SH,X000800.SZ,X000921.SZ,X002156.SZ,X002007.SZ,X600418.SH,X002180.SZ,X002074.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.111308592730009,0.0491613243667899,0.0558391241577428,0,0,0.155630973608899,0,0,0,0,0.392081991524609,0,0,0,0,0,0,0,0.00828310200394822,0,0,0,0,0,0,0,-0.0684520916824805,0,0,0,0,0,0,0,0,0,0,0.0734696402781025,0,0,0,0,0,0,0,0,0,0,-0.0135121310786228,0.0190485884772174,0,0,0,0,0,0
X000858.SZ,0,0,0,0.149951429000095,0,0.405705218811029,0,0,0,0,0,0,0,0,0.0196589544188471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999068699591028,0,0,0,0,0,0,0,0,-0.0364774255319752,0,0,0.068276480381119,0,0,0,0,0,0,-0.0108840133267379,0.0114436703511671,0,0,0,0,0,0
X002415.SZ,0,0.048854542439096,0,0,0,0.0825047673110658,0,0,0,0,0.168965444983529,0,0.0793642113691082,0,0,0,0,0,0,0,0,0,-0.0751159321928742,0.123485008163155,0,0,0.0613927421675564,0,0,0,0,0,0,0,0,0,0.0572757565466974,0,0,0,0,0,0,0,0,0,0,0.0790889893080459,0,0,0,-0.0149162444604961,0,0,0,0,0,0,0
X600809.SH,0,0,-0.107994953107904,0,0,0.540186403796121,0,0,0,0.166989824455892,0.0566656867036113,0,0,0.175779605600723,0,0,0,0,0.299327488927602,0,0,0.0138496759397705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110374275795268,0.0100951686785795,0,0,0,-0.134807420874326,0,0,0,0,0,0,-0.0173424665008064,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0909730527116791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348810630829802,0,0.0947721094946583,0,0,0.0601761262145108,0,0,0,0,-0.0458417711309904,0,0,0.459546064176503,0.0472292964230101,0.151894466837434,0,0,0,0.0599177322515804,0,0,0,0,0.0712310726569559,0,0,0,0,-0.0520987423337996,0,0,0.0106735534464127,0,0,0,0,0
X000568.SZ,0,0.725603264489593,0,0.0248434242597469,0,0,0,0,0,-0.0881342653243591,0,0,0,0.192921537835314,0,0,0,0,0,0,0.118251462755605,0,0,-0.11183903114802,0,0,0,0,0,0,0,0,0.0270704173779731,0,0,0,0,0,0,0,0,0,0,-0.0139770618925152,0,0,0,-0.00498486376221022,0,0,0,0,0.0158935801975099,0,0,0,0,0,0
X600690.SH,0,0,0,0.104675019000577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000330781397275842,0,0,0,0,0,0,0,0,0,0,0.0253879616340058,0,0,0,0,0,0,-0.0909956464337742,0.128383709602548,0,0,0.06754319244957,0.0141884435148662,0,0,0,0,0,0,0.0126163075336736,0.0109230746046595,-0.0257945121799617,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0503337375967071,0,0,0,0,0,0,0.0310814580825101,0,0,0,0,0,0,0,0,0,0,-0.0975552575579577,0.0530411576113358,0,0,0,0,0,0,0,0,0,0.077699503716576,0.188018189767262,0,0,0.232245966066357,-0.101130551727323,0,0,0,0,0,0,0.000151721129740975,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.263190377357231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603122961841189,0,-0.118121699636317,0,-0.131759334768886,0,0,0,0,0.0820343430596607,0,0,0,0,0,0,0,0.0945052931027767,0,0,0,0,0,0,-0.0404368598324554,0,-0.149252394695717,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10095956315493,0.107602919648531,0,0.218616186941292,0,0,0,-0.224888839944004,0,0,0,0,0.0305757426340913,-0.0270430573805964,0,0,0,0,0,0,0,0,0.233001084644059,0.0307422317931334,0.247458194179259,0,0,-0.155062347346707,0.0425071806406856,0.0405191796372677,0,0.0322358105322253,-0.0480993202820313,0,0,0,0,0,0,0
