,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X000625.SZ,X002241.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X600809.SH,X601877.SH,X000100.SZ,X002008.SZ,X002085.SZ,X600487.SH,X300136.SZ,X002508.SZ,X300003.SZ,X600089.SH,X600522.SH,X600271.SH,X600177.SH,X000157.SZ,X600118.SH,X600699.SH,X600867.SH,X000559.SZ,X002294.SZ,X300115.SZ,X000050.SZ,X002074.SZ,X000981.SZ,X600372.SH,X600498.SH,X600566.SH,X000596.SZ,X000980.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.044110711070458,0,0,0,0,0,0.000378506587433577,0,0,0.255032489560464,0,0,0,0,0,0,0,0,0,0.0412609716461333,0,0,0,0,0,0,0,0.0500936912667573,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603018879913353,0,0,0,0,0.0557879761415895,0,0,0.0105444922287779,-0.0157698651521778,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.00139590933317079,0,0,0.0175668499151727,0,0,0.346378173352521,0.074569803359164,0,0,0,0,0.0241434774783496,0,0,0,0,0,0,0,0,0,-0.00821765290001289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758887296298096,0.0774692593776979,0,-0.0266077629886599,0.0301764183041829,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0477133340472167,0,0.128813215536734,0,0.190904711938133,0,0,0.0208836064502442,0,0,0,0,0,0,0.0957746296830728,0,0,0,0.00822549291413381,0,0,0.0384297803023977,0.117746493091176,0,0.00364299300526966,0,0,0,0,0,0,0,0,0.0546061584420824,-8.67361737988404e-19,0.00888198012651253,0,0,0,0.0169305225908865,0,-1.0842021724855e-19,0,0.0293161771937927,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0551914825020495,0,0.0886900282631274,0,0,0,0.219880602788698,0,0.0554958502514275,0,0,0,0,0,0.07698464987361,0,0,0,0,0,0,-0.0287681567409042,-0.0141919318254023,0,0,0.205550807057604,0,0,0,-0.00815847304948667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131271787798038,0.00410443723119953,0,0,0,0,0,0
X000858.SZ,0,0,0,0.187928471188944,0,0,0,0,0,0,0,0.355972115661349,0.0269271259744387,0,0,0,0,0,0,0,0,0,0.169106885785218,0,0,-0.0449086490953154,0.017712479880274,0,-0.0115722904361213,0.0400948885323548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0055186682591607,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0888279546535297,0,-0.0327690878377085,0,0,0.187123105657933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533010562802483,0,0,0.0856421966675032,0.0120660821534926,0.0152349720454959,0,0,0,0.217306543167808,0,0,8.67361737988404e-19,0,0,-3.59207904939303e-05,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0325085065463966,0.300595566672592,0,0,0,0,0,0,0,0,0,0,0.210670539698251,0,0,0.163249389105266,-0.0729849432060408,0,0,0,0,0,-0.114392734707444,0,0,0,0,-0.0218166445078148,0,0,0,0,0,0,0,0,0,0,0.0681903815951233,0,0,0,0,0,0,0.070800953153865,0,0,-0.0183729790046053,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0710111049374857,0,0,0,0,0,0,0,0,0.0282693848411626,0,0,0,0.0601481075713078,0,0.0664787224096369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238326455861029,0,0,0.00929363881928876,0.0283432187204294,0,0,0.180106184116753,-0.00312266713330226,0,0,0,-0.0113363734974906,0.00901055002150169,-0.111638603039067,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0113743676560021,0,0,0.109838953113183,0,0.0687521387929174,0.130415226387336,0,0,0,0,0.109393861999811,0,0,0,0,0,0.0819873244151927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.131323411093982,0.0261003736844142,0,0.0548851061458823,0.00265135220699137,0,0,0,0,0,0
X600703.SH,0.505894690166486,0,0,0,0,0,0,0,0,0,0,0,0.0619277508965543,0,0,0.160070467128846,0,0,0,0,0,0,0.0917664910168278,0,0,0,0.21011250533467,-0.208275340502274,0,0,-0.200152521123038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313370280277542,0,0,-0.114772856089934,0,0.064007285047213,-0.00443362292277837,0,0,0,0,0,0
X600690.SH,0,0,0.155834305558113,0.225421521640439,0,0,0,0,0,0,0,0,0.18173494177477,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.038623503829763,0,0.139207840144043,0,0,0,0.0433648538441275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00392944585314694,-0.0134793095847151,0,-0.00825223727251396,-0.00627286165579567,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.452915532768959,0,0,0,0,8.67361737988404e-19,0.0295259968111365,0,0,0,-3.46944695195361e-18,0,0,0,0.0412959790521683,0,0,0,0.157904123872314,0,0,-0.0178752347966787,0,0,0.15694393186398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100362870627904,0,-0.00473494606075989,-0.0480525860102664,-0.02512453296276,0,0,0,0,0
X002236.SZ,0,0,0.189359920544555,0,0,0,0,0,0.0675366838422309,0,1.38777878078145e-17,0,0,0,0,0,0.0906422716719173,0,0,0,0,0,-0.113642846885209,0,0,0.0597349073601694,0,0,0,0,0,0,0,0,0,0,0,0,-0.304784304279278,0,0,0.510028617338926,0.0698246921364342,0,0,0,0,0,0,0,0,-0.00502986798384969,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0117866720582499,0,0.0858392518217123,0,0,0,0,0,0,0,0,0.0318116289968582,0.128582157093062,0,0,0,0,0,0,-0.0360641339442691,0,0,0,0,0,0,0,0,0.136884047920361,0,0,0,0,0,0,0.0830152493267991,0.102105639516248,0,0,0.0590417618360342,0,0,0,0,0,-0.00632298269890169,0.0118903775135422,0,0,0,0,0,0
