,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X000338.SZ,X002475.SZ,X600031.SH,X300003.SZ,X002236.SZ,X600809.SH,X002008.SZ,X300124.SZ,X000063.SZ,X600867.SH,X601877.SH,X600271.SH,X000596.SZ,X000625.SZ,X002456.SZ,X600487.SH,X600066.SH,X600566.SH,X000661.SZ,X002294.SZ,X000100.SZ,X002241.SZ,X000157.SZ,X000977.SZ,X002179.SZ,X000981.SZ,X300142.SZ,X002007.SZ,X002180.SZ,X300136.SZ,X000050.SZ,X002508.SZ,X600498.SH,X000869.SZ,X600177.SH,X600779.SH,X002049.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.266056298217012,0,0.145463783132369,0,0.00138170743790326,0,0,0,0,0.0287624991970918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440060416529677,0,0,0,0,0,0,0,0,0,0,0.0481358307314347,0,0,0.0169513886479941,0.017912514597982,0,0.0593455468637324,0.0758556614665763,0,0,0,0,0,0,0.0130689885647571,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.148053661410179,0,0,0.426969167315187,0,0,0.0133983371617646,0.0637101136004721,0,0,0.0539018212875368,0.139363953073788,0.0495868287319821,-0.15907683318039,-0.111924127784906,0,0.0150674815437271,0,0,0,0,0,0.128417436412044,0,0,0,0,0,0,-0.0817245057437663,0,0,-0.0920977141341182,0,0,0,-0.0233024651861653,0,0,0,0,0,0,0,-0.00621660854084194,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.133966676929118,0,0,0,0,0,0,0,0,0,0.294270555197882,0,0,0.0487203609598408,0,0,0,0,0,0,0,0.00937669590779986,0,0.221690096261203,0,0,0,0.0966798206850135,0,0,0,0,0,0,0,0,0,0.217862883141506,0,0,0,0,0,0,0,-0.0108484805902315,-0.0258363789713767,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0414169079780225,0.235743276917618,0,0.185678663454129,0,0,0,0,0,0,0,0.242658958161752,0,0,0,0,0,0,0,0.0217960167558123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528302664289441,0,0,0,0.00595966169278068,0.0137833169383909,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.238755302433111,0,0,-0.105582118678388,0,0.139840144076677,0.201430725438921,0,0,0,0,-0.151730659366666,0,-0.0346989937144913,-0.0316659986214212,0,0,0,0,0,0.020491743270473,0.215089296862244,0.117242999809469,0,0,0,-0.0303439684868501,0,0.0690632865737596,0,0,0,0,0,0,0,0,0,0.186645616770719,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.161488606057519,0,0,0,0,0,0,0,0,0,0,0,0,0.0840840964369733,0,0,0,0,0,0,0,0,0,0.151870656692219,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0581277558843551,0,0,0,0,0,0,0.0390217345678711,0,0.228717857426819,0,-0.0679493076770913,0.0843183649448575,0,0,0,0,0,0
X002304.SZ,0,0,0.0424330150678282,0,5.42101086242752e-20,0,0,0,0.34061643998167,0,0,0,0,0,0,0.0342570261126591,0,0.223218337479985,0,0.0694599505157986,0,0,0.064385982273021,0.0524486628293952,0,0,0,0,0,0,0,0.0501371367734295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026999984712693,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015081201180857,0,0,0,0,0,0,0.0887768874513611,0,-0.0774451290849042,-0.197221887483493,0,0,0.124430943827004,0,0,0,0,0,0,-0.0614753038765283,0.0829025472663233,0.257011746719838,0,0.2057870054334,0,0,0.0554941475434018,0,0.0329077883667791,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.388153377907964,0,0,0.147654619399322,0,0,0,0,0,0,0.0399952957118328,0,0,0.0164856603364267,0.085913214844857,0,0,0,0,0,0,0.0227487166440028,0,0,0,0,0,0,0,0,0,0,-0.036455903361826,0,0,0.0612494190431573,0,0,0,0,0,0,0,0,0,0,0,0,0.00655626236121804,0.0207744557862581,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.117946384604819,0,0.107377806455288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00753355449508428,0,0,0,0.251009821356834,0,0,0.019312828623526,0,0,0,0,0,0,0,-0.0208415591859647,0,0,0,0,0,0,0,0,0.0251867426402264,0,0,0.103806555950215,-0.0986422597969192,0,0,0,0.0596949611128942,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,-0.0319080685794932,0,0,0,-0.209956460109635,0,0,0.100235052846164,0,0,0,-0.0979109183683318,0,0.0224211373268434,0,-0.107012022961981,0,0.497820043160012,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.145667939168128,0,0,0,0,0,0,0,0,0,0,0.347416742573355,0,0,0,0.0426145367043362,-0.0417306318650067,0,0,0,0.110097992465243,0,0
X600741.SH,0,0.300851778201552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742607333084881,0.0682518270604019,0.14497132777518,0,0,0,0,-1.73472347597681e-18,0,0.00430907355173971,0,0.0563722818415442,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764755539297046,0,0,0,0,0,0,0,0.0639441437691507,0,0,0.0277073338558485,0,0,0,0,0,0,0
X000338.SZ,0.0194767927888749,0,0,0,0,0,0,0,0,0.0797741198177261,0,-0.0234359538026111,0,0,0.183396708417214,0,0,0,0,0,0.0803311934451236,0,0,0,0,0.172510649400923,0,0,0,0,0,0,0,0,0,-0.0844945698087226,0,0.158763113883953,0,0,0,0,0.120040130913645,0,0.0320733170611779,0,0.0972262892019843,0,0,0.055748701401449,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0.0648128457726056,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534116845318733,0,0,0,0,0,0,0,0,0,0,0.569548797902645,0,0,0,0,0,0,0,0,0,0,0,0,0.0710251706820696,0,0.192756432193073,-0.0439229035831595,0,0,0,0,0,0,0,0,0,0.00614792319448099,0,0,0,0,0,0
X600031.SH,0,0.0702265550794125,0,0,0,0,0,0,0,0.040571536592286,0,0,0.11127365431731,0,0,0,0,0,0,0,0,0,0,-0.0351133480232125,0,0,0,0.0122311164096287,0,0,0,0,0,0.0787683714788772,0,0,0,0.134151160677042,0,0,0,0.105700515950653,0.00559729400840795,0,0,-0.156461830461307,0,0,0,0,0.0244174511928987,0,0.0182786238852065,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271898479126319,0,0,0,0,0,0,0,0,0,0,0,-0.10938241527784,0,0,0,0.0568441655091506,0.185303212271682,0,0,0,0.181101947322614,0,0,0,0,0.101890641354937,0,0,0,0,-0.0526284351434156,0,0,0,0,0,0
X002236.SZ,0,0,0.33678272873512,0.0897777361129355,-4.33680868994202e-19,0.206335290173177,0.0487543001134689,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.15064891154233,0,-0.0826599621490243,0.162361105844588,0.154227570692858,0,0,0,0,0,0,0,0,0,0,-0.0457446825531939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102906988184829,-0.083607245993434,0,0,0,0,0,0
