,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600276.SH,X600104.SH,X300124.SZ,X000725.SZ,X003816.SZ,X300014.SZ,X600031.SH,X002129.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X000625.SZ,X002179.SZ,X600703.SH,X300142.SZ,X601877.SH,X600089.SH,X000661.SZ,X600741.SH,X002180.SZ,X600460.SH,X000100.SZ,X000733.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600183.SH,X002414.SZ,X601799.SH,X000977.SZ,X000800.SZ,X600563.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.268714272825203,0,0,0,0.15247030723758,0.0353979810827623,0,0,0,0,0.0366038094133106,0,0.00234546274372375,0,0,0,0,0,0,0,0.19808099046957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018281193964107,0,0,0,0,-4.33680868994202e-19,-0.025883309846782,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.48497749877113,0,0,0,0,0,0,0,0,0,0,0.098393588981437,0,0,0,0,0.0100875776685454,0.0292409928418055,0.138161479894794,0,0,0,0,0,0,0,0,0,-0.0327203165650663,0.0124323695301045,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345916761689971,0.0146590400517559,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0482280061789889,0,0,0,0,0,0,0,0.105799697364875,0,0,0,0,0,0,0.180393148557131,0,0.120628399765935,0,0,-0.471438620301028,0,0,0.00122055329935025,0,0,0.081499623049855,0,0,0,0,0,0.0888011930307072,0,0,0.131809211286828,0.251022429762701,0.182381611811622,0,0,0,0,-0.125070979085354,0.0334269517994915,0,0,0,0.23707786966588,-0.112519663681029,0.0798201612180677,0,0,0,0,0,0
X600809.SH,0,0.191306491662094,0.0446015251269815,0,0.369515860377335,0,0,0,0,0,0,0,0,0,0,0,0,0.066336214631143,0,0.0146227241383149,0,0.0647079180459848,0,0,0,0.20856220885836,0,0,0,0,0,0,0,0,0,0.0503864695434104,0,0,0,0.0542626743601489,0,0,0,0,0,0.014525612439533,0.0383675213281274,0,0,0,0.0145993370802831,0.0411321956399121,-0.00718796856791845,0,0,0,0,0,0
X000568.SZ,0,0.357224558846392,0,0.108246239431119,0,0,0.040615196706919,0,0,0,0,0,0,0,0,0,0,0.0367662078404887,0,0,0.0905227985651998,0.165862541153314,0,0,0,0,0.00874843077577812,0,0,-0.0276706814128468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396816579475688,0,0,0,0,0,0
X600690.SH,0,0.370125208735299,0,0,0,0,0,0,0,0,0,0,0,0,0.0411902736639722,0.0216520055422922,0,0,0,0,0.0320976217744221,0,0,-0.00604543379539214,0,0,0,0,0,0,0,0.0159387040412399,0,0,0,0,0,0,0,0,0,0,0,0,0.137736040886558,0,0,0,0,0,0.104668808877562,-0.0480293779542618,0.00403619881542947,0,0,0,0,0,0
X002304.SZ,0.127920308265186,0,0,0.226264725155539,0.0121609298371843,0,0,0,0,0,0,0.0480849436579296,0,0.324475368047101,0,0,0,-0.0386845267755174,0,0,0,0.143669628813489,0,0,0,0,0,0,0,0,0.0398323479658072,0,0,0,0,0,0,0,0,0.190376864826683,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130109769680647,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.280736670267044,0,0,0,0.214858124930844,0.301218535978576,-0.0316564563993501,0,0.128115351556744,0,0,0,0,0,0,-0.07667010904727,-0.0253057833567285,0,0,0,0,0,0.0290607612654925,0,-0.0562817568721937,0,0,0.261713708408058,0,0,0,0,0,0.137994450655591,0,0,0,0,0,-0.0549444660573634,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.221335082580527,0,0,0,0,0,0,0.127261834222844,0,0.112479762523201,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864112549436555,0,0,0,0.0551117316382126,0,0,0,0,-0.021153739911523,-0.00579716050880417,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.146414807409961,0,0.0594650572798323,0,0,0,0,0,0,0,0,-0.00606938341347508,0,0,0,0,0,0,0.177722631460297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116022768204595,0.153794257212723,0,0,0,0,-0.0159923954200084,0,0.124044889555136,0,0,0.20361992750558,0,-0.0969354765609597,0.0513866337653097,0.207249999589694,0,0,0,0,0
