,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X600487.SH,X002456.SZ,X002007.SZ,X002236.SZ,X002008.SZ,X000100.SZ,X000596.SZ,X600566.SH,X002179.SZ,X600809.SH,X600867.SH,X600498.SH,X000625.SZ,X000661.SZ,X300146.SZ,X600066.SH,X000157.SZ,X600177.SH,X002294.SZ,X002506.SZ,X600089.SH,X300136.SZ,X000977.SZ,X600372.SH,X002180.SZ,X300142.SZ,X002241.SZ,X000981.SZ,X000050.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.191441247342061,0,0,8.67361737988404e-19,0,0,0,0.18721439626306,0,0,0.0961916757726048,0,0,0.0932362710943612,0,0,0,0.0130345119560622,0.00413840498545961,0,0.147458686080482,0,0,0.0611099154274408,0,0,0,0,0,0,0,0,0,0,0,0,0.0500663916220957,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.211396382579724,0.305581038845314,-3.46944695195361e-18,0,0,0.277987113078246,0,0,0,0,0,0.0609569430655673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768045442106353,0,0,0,0,0,0.152643413591958,0,0,0.0173705012575661,0.0248923039017891,0,0,0,0,0,0
X000651.SZ,0.272048243084855,0,0,0,0,0,0,0,0,0,0,0,0,0.216072212797727,0,0,0,0,0,0.0893884967585231,0,0,0,0,0.0650007880719186,0,0,0,0,0.0181702279956008,0.0405467273184505,0,0,0,0,0,0,0,0,0,0,0,0,0.032115024889646,0,0.0679320004687168,0,0,0,0,0,0.0141041800938126,0.0132146859023826,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00857354480790336,0.630807465196578,0,0,0,0,0,0,0,0.0916257111682749,0,0,0,0,0,0,0,0,0,0,0,-0.00653555401070261,0.0737433657743585,0,0,0,0,0,0.19837086443826,0.0298409020464334,0.0797219937125265,0,0,0,0,0,0
X000858.SZ,0.0157965711707146,0.114885427490433,0,0,0,0,0.116555385765174,0.0361748644658182,0,0,0,0,0,0.315432015644542,0,0,0,0,0,0,0,0,0,0.0127662337182147,0,0,0.115637878748672,0,0,0.123854132352991,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13710638659217e-05,0,0,0,0,0,0,0,0.00509189018830387,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0352357804106161,0,0,0,0,0,0,0.305001380696271,0,0,0,0,0,0.0939253084652373,0.183199167055711,0,0,0,0,0,0,0.053500092385796,0,0,0,0.265908276621062,0,0,0,0.0706656910538755,0,0,0,0,0,0,0,0,0,0,0,0,0.0369287742633682,0.0234938829660003,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.338770462192523,0,0,0,0,0.122417803293551,0,0,0,0.51753628173574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109270911184767,0,0,0,-0.0140360470562935,0,0,0,0,0,0,0,0,0,-0.0366506533690439,-0.0597165921811881,0,0,0,0,0,0,0.0243825446305901,0.0122384800670658,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0444040346341688,0,0,0,0,0.0730368387586664,0,0,0,0.160593987269302,0,0,0,0,0.422946267827874,0,0,0,0,0,0.0644798313237322,0,0.0723425682189145,0,0,0,0,0,0.0872559057009412,0,0,0.0227878908740152,0.197785302276658,0.0872576510439262,0,0,0,0,0,0,0,0.0300190725934101,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166398638326723,0,0,0,0,0.305890611304981,0,0,0,0,0,0,0,0,0,0,0,-0.0704157429224272,0.238030469207157,0,-0.00617592186915089,0,0,0,0,0,0,0,0.175073454978605,0,0,0,0,0,0,0,-0.0396836921353958,0.00773308695921661,-0.025297249163253,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.223146261412156,0,0,0,0,0,0,0,0,0,0.260868846920737,0.213756897698055,0,0,0,0,0,0,0,0,0,0,0,0,-0.00405184712128946,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.246189696422845,0,0,0,0,0.176769059872412,0,0.0512870580583927,-0.0155431966709243,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0689569384413291,0,0,0,0,0,0,0.159102116485356,0,0,0,0,0.451369254634202,0,0,0,0,0,0,0,0,0,0,0,0.248097851562729,0,0,0,0,0,0,0,0.143235545858816,0.106363904472378,0.0420087456366425,0,0,0,0,0,0,0,0.00964175096121216,0.0764324927577439,0,0,0,0,0,0
