,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000625.SZ,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002508.SZ,X002456.SZ,X300124.SZ,X600271.SH,X600118.SH,X002085.SZ,X600089.SH,X600522.SH,X600177.SH,X000157.SZ,X002007.SZ,X600372.SH,X300003.SZ,X300136.SZ,X002294.SZ,X000981.SZ,X600867.SH,X600487.SH,X600699.SH,X002008.SZ,X600566.SH,X600809.SH,X002074.SZ,X000066.SZ,X300115.SZ,X000596.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.120215042057304,0,0,0,0,0,0,0.234055677800005,0,0,-0.0346140075692909,0,0,0,0,0,0,0,0.0473940426927454,0,0,0,0,0.0642348096016018,0,0,0,0,0.0194919801588423,0,0,0,0,0,0.145257972492297,0,0,0,0,0,0,0.0158901636802812,0.155655331642735,0,0,-0.00329138431600419,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0433399083573032,0,0,0,0,0,0,0,0.0320464769186386,0,0.196553043606385,0,0,0,0,0,0,0,0,0.106296137479992,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253741057967346,0,0,0.0703086349992801,0,0,0,0,0,0,0,-0.00659889490477599,-0.0192659863061683,0,0,0,0,0,0
X002415.SZ,0,0,0,0.148429777360929,0,0,0,0,0,0,0,0,-0.142904238449878,0,0,0,0,0.188690418500017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728546105660124,0,-0.0429816447713557,0,0,0.134725017391822,0,0.120909234727144,0.0869552222567688,0,-0.35210114099533,0,-0.00198000013324859,-0.0158707268406054,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0949023551009086,0,0,0,0,0.0866057615559783,0.193281567930584,0.0353987968299977,0,0,0,0,0.0250116333294036,0.0924590050335985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845397355086314,0,0,0,0,-0.089349020829204,0,0,0,0,0.112608701316794,0,-0.0190017728779408,0,0.0376588344679552,0,0,0.0168855684020064,-0.010805967888357,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0612637211480433,0,0,0,0.135125034472834,0,0,0,0,0.289322694939742,0,0.0405156900218038,0,0,0.113390410876736,0,0.139900975883139,0,0.050526786321262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755508395030909,0,0,0,-0.0600334623661066,-0.0337799263104668,0,0,0,-0.000863755325268557,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.140218027404637,0,0,0,0,0,0.0161338439437474,0,0.117123436887947,0.0354477581825643,0,-0.141174651197335,0.148701519675954,0,0,0,0,0,0,0,0.00116369562440395,0,0,0,0,0,0,0,0,0,0,0.472873356614386,0,0,0,0.183799952334116,0,0,0,0,0,0,0,0.0848812238798392,0,0,0.13086312245536,-0.0583019603852468,0.0419555990329764,0,0,0,0,0,0
X600276.SH,0,0,0,0.135005111949103,0,0,0,0,0,0,0,0.218946442327121,0,0,0,0,0,-0.104169321097658,0,0,0,0,0,0.100337306036002,0,0,0,0,0,0,0,-0.10339491860826,0,3.46944695195361e-18,0,0,0,0,0,0.0406727734951565,0,0,0,0.0613861519736726,0,0,0,0.0156534991864486,0.0429981521313788,-0.0419576447468053,0,0.0127975240154049,-0.0496725300764593,0,0,0,0,0
X002304.SZ,0,0,0,0,0.241381941744203,0,0,0,0,0,0,0,0.294928010069075,0,0,0.149217536324389,0,0,0,0,0,0.00650194513864383,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.182655117899215,0,0,0.0930402668150646,0,0,0,0.0478497057443707,0,0.0666815823623729,-0.0423508141392941,0,0,0,0.0139447930582253,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.171893949169625,0,0,0,0,0,0.0604734072169026,0,0,0,0,0,0.00784254596426203,0,0,0,0,0,0,0,-0.0794389737384935,0,0,0,0,0,0,-0.0279829533789931,0,0,0,-0.0264666867092496,0,0.0262973290940537,0,0,0.13755095244581,0,-0.0905770893274863,0.023261791221485,0,0,0,-0.00141269845026674,-0.00181746616728042,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155530661453486,0,0.0867310521954049,0,6.93889390390723e-18,0,0,0.0923992417791339,0,0,0,0.0142570433493431,0,0,0.25674477817469,0,0,0.212678928085376,0,0,0,0,0.0306744796432839,0,0,0,0,0,0,0,-0.201703063898909,0,0,-0.00479721255928395,-0.0159228130281375,0,0,0,0,0,0
