,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000559.SZ,X600118.SH,X600271.SH,X000100.SZ,X600066.SH,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X002292.SZ,X002475.SZ,X002236.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X600839.SH,X600177.SH,X000568.SZ,X002074.SZ,X300003.SZ,X002129.SZ,X002294.SZ,X002276.SZ,X000977.SZ,X600867.SH,X000800.SZ,X600498.SH,X600582.SH,X002506.SZ,X000869.SZ,X002008.SZ,X002085.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.133554698716023,0,0,0,0,0,0,0,0,0,0,0.260130315073929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238233374587245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426525824384843,0.0138783719131662,0.0667610619931749,0,0,0,0,0
X600104.SH,0,0,0,0.0740675414745124,0,0,0,0.021316773570469,0.269163084454662,0,0,0,0,0,0,0,0,0.122878379787612,0,0,0,0,0,0.23133361438839,0,0,0,0,0,0,0,0.0207153578398721,0,0,0.113975160209801,0,0,0,0,0,0,0,0,0,0,0,-0.0915091926254031,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.017610441656031,0,0,0,0,0,-0.146825913502274,0.0293458775491547,0,0,0,0,0,0,0.161263830757036,0,0.186466898590993,0,0,0,0,0.0984318677175512,0,0,0,0,0,0,0,0,0,0,0,0,0.0302363847910488,0,0.0635510214466676,0,0,-0.142013110612549,0,0,0.0526062755481067,0.00383418388108151,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0148661132413384,0,0,3.44919282270831e-05,0.130699182400924,0,0,0.240188358416826,0,0,0.0153937640405056,0.0185857572498408,0,0,0.0804132586225559,0,0,0,0,0,0,0,0,0,0,0,0.151425351145151,0,0,0,0.0604141990615026,0,0,0,0,0,0.0315012490389114,0,0,-0.0321600453833288,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0133069925048709,0,0,0,0.0309608797117515,0,0,0,0,0,0,0,0.0564175315979932,0,0.00806286015061975,0,0,0,0.0609729736632401,0,0,0,0.249486664633802,0,0,0,0,0,0.0751149451309368,0,0,0,0.0577217221853701,0,0,0,0.131544975696147,0,0,-0.0371796592194259,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.111176993202996,0.0862632310279934,0,0,0,0,0,0.0834810334782467,0,0,0,0,0,0.06182359208701,0,0.163529173826447,0,0,0,0,0,0,0,0,0,0,-0.185344055560456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197291050925247,-0.0134203971003225,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131724548768169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398363720358087,0,0,0,0,0,0,0,0,0,0.0959984379366956,0,0,-0.00219819699504924,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0302442880006461,0,0,0.104471026077878,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.276811442965465,0,0,0,0,0,0,0,0,0,0.365013400252121,-0.0144111451048441,0,0,0,0.0762028540243498,0,0,-0.0111123700383312,0,0,0,0.12592236389966,0,-0.0559422324128777,0,0,0,0.0069367843882248,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0866105081531837,0,0,0.0128290895466975,0,0,0,0,0,0,0.0847767197568985,0.221388700674001,0,0,0,0,0.164366897764943,0,0,0,0,0.0945652948468536,0,0,0.0817200987893638,-1.38777878078145e-17,0,0,0,0,0,0,0.00261146989302261,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.181647223880956,0,6.93889390390723e-18,0.171563304658044,0.0119220296834636,0,0,0,0,0.0219567139824237,0.11219885787459,0,0,0,0.0796136329105537,0,0,0,0,0,0,0,0,0,0,0,0.0145699023699442,0,0,0.0919061856995868,0,0,0,0.200695805505817,0,0,0,-0.00187227876579726,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.202712334289658,0.0467443875441821,0,0,0,0.00445664089439912,0,0,0,0,0.00516659801238791,0,0,0.150879901385939,0,0,0,0.188933005536601,0,0,0,0,0,0,0,0.0348615624227803,0,0,0.0647702474752197,0,0,0,0,0,0,0,0,0,0,0,-0.0432640991592912,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.207043357516176,0,0,0,0,0,0,0,0,0.277424284235009,0,0,0,0.0153118573787544,0,0,0,0,0,0,0,0.0453896370936076,0,0,0,0,0,0.246652916069513,0,0,0,0,0,0,0,0,-0.0201706262718635,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151107136190748,0,0,0,0,0.36896004967033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911530417152134,0,0,0.00623926425148465,0,0.0357472481358602,0,0,0,0,0.237779669207187,0,0,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369061478486266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168318687772082,0,0,0,0,0.249517550047827,0,0,0.0196635388611336,0,0.114918513512941,0.0181835974207744,0,0.0758653470132506,0,0.0638193643264161,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.12403404052218,0,0,0,0,0,0.554682826508632,0,0,0,0,0,0,0,0,0,0.242833465045108,0.0364366700012827,0,0,0,0,0,0,0,0.0852116357237643,0,0.0223416022335201,0,0.256115801963113,0,0,-1.38777878078145e-17,0.067215250552932,0,0,0.0321332954341099,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100796117769567,0,0.315700481349218,0,0,0,0,0,0,0.0133704759604796,0.103766162967745,0,0,0,0,0,0,0,0.0197957004083995,0.0945748551138319,0,0.206994788347165,0,0,0,0,0.0221274573709256,0,0,0,0,0.00589991436217943,0,0,0,0,0,0
