,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X003816.SZ,X000338.SZ,X000661.SZ,X300124.SZ,X300014.SZ,X600703.SH,X000625.SZ,X002241.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X601877.SH,X600584.SH,X002129.SZ,X300142.SZ,X002179.SZ,X000157.SZ,X002236.SZ,X002049.SZ,X600183.SH,X000800.SZ,X002414.SZ,X601799.SH,X300003.SZ,X300136.SZ,X002185.SZ,X002008.SZ,X000066.SZ,X000977.SZ,X002456.SZ,X600118.SH,X300146.SZ,X002508.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.348468410012629,0,-0.101744468735209,0,0.0282685281943036,0,0,0,0,0.247812955165018,0,0,0,0,0,-0.0288760334461252,0,0,0,0,0,0,0,0.0626557413632564,0,0,0,0,-0.131393421495553,0.124115882414495,0,0,0,0.0179133278352323,0,0,0,0,0,0.0579519611899957,0,0,0,0,0,0,0,0,0,0,0.023250703404696,0,0,0,0,0.00988650284660559,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.147745262091832,0.0630211016701309,0.218241546166642,0,0,0,0,0,0,0.0170406533993108,0,-0.0884563709203451,0,0,0,0.0660865359561439,0.090633292040144,0,0,0,0,0,-0.01373678669335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161392759213487,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0207317408107273,0,0,0,0,0.175872910688538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595531347781391,0,0,0.0836441312574681,0,-0.0174109399710563,0,0.0340889369403042,0,0,0.107427507390001,0,0,0,0,0,0,0,-0.192070477429132,0,0,0,-0.0280368419109543,0,0,0,-0.00251015410465893,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0623487166604073,0,0,-0.015309587249498,0.0273511560908244,0,0,0,0,0,0,0,0.0170724728726189,0.024084244925498,0,0,0,0.068158706375654,0,0,-0.0702329069666008,0.337854383034943,0,0,0,0,0.17484249935416,0,0,0,0,0,0,0,0,0,0,0,0,0.00662236717629101,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0719117886417021,0,0,0,0,0,0.246858183763348,0,0,-6.93889390390723e-18,-0.0532942088250582,0,0.039079501387596,0,0,0,-0.0612351218289171,0,0,0,0,-0.0382922156127412,0,0,0.0645369915074918,0.168365542335352,0,0.0362521898936805,0,0,0,0,0,0.0233892132583606,-0.0665549065184798,0,0,0,0,0,0.000784998573970653,0,0,0,0,0,-0.0275680311670973,0,0,0,-0.00939453133832036,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0364460190278117,0,0,0,0,0,0,0,0,0,0,0.0217079143049344,0,-0.0181518158493703,0.256376408286891,0,0,0.091403943926915,0,0,0.0810452453808388,0,0,0,0,0,0.0130558784996177,0,0,0,0,0.0616113103468202,0,0.299454185569253,0,0.125398876305814,0,0,0,0.0817006100308188,0,0,0,0,0.0227380718499682,0,0,0,0,-0.00391770499415017,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0249309446874479,0,0,0,0,0.246367547299014,0,0,0,0,0.161652801201516,0,-0.0475481405297311,0.0861565203420586,0,0.192664305607007,0.0982712126459666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00504186998370032,-0.0212934577636692,0,0,0,-0.0403444483021878,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.376715184317138,0,0.0625008442055463,0,0,-0.0336742438239115,0,0,0,0,0.0525906107358429,0,-0.123803462572509,0.0665125239119778,0.207365410921738,0,0,0,0,0,0,0.0207011936208865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181945013236037,0,0,0,0,0.0611742370471587,0,0,0,0.011379503552403,0,0
X002304.SZ,0,0.0588663668676392,0,0,0,0,0,0.222561913936836,0,0,0.0179710355062587,0,0,0.0327056345338615,0,0,0,0,0.264416463640627,0,-0.106660311176244,0,0.0692112518581711,0,0,0,0,0,0,0,0,0.0342828605899076,0,0,0.012215227483924,0,0,0.0396563401022378,0.0808982428952936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366280933475289,0,0
X600031.SH,0,0,0,0,0,0,0.0709236690701709,0,0,0,0.21052576243742,0,0,0,0,0.243143871172807,0.251309896607575,0,0.0216439231601132,0,0,0,0,0.0754625290646725,0,0,0.0485899498878013,0,0,0.0634976334061906,4.33680868994202e-19,0,0.0668511514184166,0,0,0,0,0,0.0909908870785888,-0.210883048530053,0,0,0,0,0,0,-0.0137257496013064,0,0,0,0,0.0647280370994563,-0.001425038503696,0,0,0,0.0354279886827206,0,0
