,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X000661.SZ,X600584.SH,X000977.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X002463.SZ,X002028.SZ,X300142.SZ,X600183.SH,X002180.SZ,X600460.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.280860495906428,0,0,0,0,0.0315450022257532,0,0,0,0.207788849960054,0,0,0,0,0,0,0,0,0,0,0,-0.0846876704637168,0.00350201716221605,0,0,0,0,0,0,0,0,0.0411598548476573,0,0,0,0.0314550488689184,0,0,0,0,0,0,0,0,0.0105685093479882,0,0,-0.0320670590496021,0,-0.00196249036290064,0,0.0334274534156201,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27774650118446,0,0,0.157559479142475,0,0,0,0,0,0,0,0.00561264315874832,0,0,0,0,0,0,0,0.0311385315970491,0,0,0,0,0,-0.163000216149097,0,0,0,0,0,0.23460865247761,0,0,0,0,-0.0199211549822232,0,0.0121062018196726,0,0,0,0,0,0
X000568.SZ,0.345353217161217,0.186800623230407,0,0,0.0724914269761056,0.00932440503619148,0,0,0,0,0,0,0,0,0.296536120429138,0,0,0,0.0483940883505765,0,0,0,0,0,0,0,0,0,-0.0258275216713683,0,0,0,0,0,0,0,0,0.109777324596573,0,0,0,0,0,0.0386991950839987,-0.131988236841412,0,-0.0940871012245698,0,0,0,0,0.0121027933383092,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0891924715292551,0,0,0,0,0,0,0,0.0759818479524586,0,0,0,0.0658383932909993,0.132457411048474,0,0.0443970302282901,0,0,0,0,0,0,0,0.140101336274005,0,0,0,0,0.0233230689610258,0,0,0,0.186903890142775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066804441190035,0,0,0,0,0,0,0
X600809.SH,0,0,0.122233804138199,0.0537592267699003,0,0,0,0,0,0,0,0,0,-0.155714644279376,0,0,0,0.016543350632324,0,0,0.0744964614575707,0,0,0,0,0,0,0.0399310083379803,0.0298688188747923,0,0,0,0,0,0,0,0,0.471592478849709,0,0,0,0,0,0.0989664583459087,0,0,0,-0.0593954363841155,0,-0.165855715174908,0,-0.00116737852512884,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.309528290750428,-0.0549121407232067,0,0,0,0,0,0,0,0,0,-0.361742370270957,0,0,0.568659749628685,0,0,0,0,0,0,0,0.127570500287252,0,0,0,0.135485375886266,0.142890944089144,0,0.159600762794276,0,0,0,0,-0.045285687384279,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.00512163471573243,0,0,0,0,0,0,0.0412617867712762,0,0,0.0248686360655992,0,0,0,0,0.0541991406983863,0,0,0,0,0,0,0,0,0.0130488485337654,0,0,0,0.07393090623237,0,0,0,0,0.0853877416903051,0.0292316142904345,0,0.040003345191523,0,0,0,0,0,-0.00597778373308757,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.102040264972929,0,0,0,0,0,0,0,0,0.268952318211594,0,0,0,0.0626380886855448,0,0,-0.0245441079823343,0,0,0,0.110987871595003,0,0,0,0.0487687361497374,0,0.121738447004228,0,0,0,0,0,0,0,0,-0.0165714632657163,0,0,0,0.0895942612279709,0,0,0,0.0569678078489368,0,0,0,-0.0735472205932788,0.119215260950215,0,0,0,0,0,0
X000651.SZ,0,0,0,-0.0836526704709544,0,0.00539594847738474,0.248170721542854,0.0582820574935734,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.191720773866186,0,0,0,0,0,0,0,0,0.0818809004064154,0,-0.103420163305779,0,0,0,0,0,0,0,0,0,0,0.0174980098044356,0,0,0,4.33680868994202e-19,0,0,0,0.0387228241065291,0,0,0,-0.00943737655133575,0,0,0,0,0,0,0
X002304.SZ,0,0.413920882481362,0.0264992830901091,0,0.169981774038352,0,0,-0.00134918144155915,0,0,0,0,0,0,0,0,0,0.0223115511054673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205315867514186,3.46944695195361e-18,0,0,0,0.042153221079463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148335392419043,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.10125178228202,0,0.0444207273934219,0.145270869713545,0,0,0,0,0,0,0.0534460668030886,0,0,0,0,0.0579441388800304,0,0,0.112722477328753,0,0,0,0,0,0.0778622131656354,0,0,0.075645632916733,-0.130229034436294,0,0,0,0.00903226147402858,0.252293843714905,0,0,0,0,0,0,0,0,0.132283338134614,0,0,0,0,-0.0856953074314011,0,0,0,0,0,0
