,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600276.SH,X003816.SZ,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X000157.SZ,X600372.SH,X600584.SH,X600703.SH,X000977.SZ,X600522.SH,X600183.SH,X600741.SH,X002028.SZ,X002236.SZ,X600066.SH,X002049.SZ,X600418.SH,X601877.SH,X600487.SH,X002180.SZ,X002223.SZ,X000661.SZ,X000800.SZ,X000921.SZ,X601799.SH,X002074.SZ,X600460.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.122846148370211,0,0,0,0,0,0.158781036397115,0,0.171297903582174,0,0,0,0,0,0,0,0,0,0.0337507901157163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151771812289356,0,0,-0.0951727594094004,-0.0266118023318417,-0.00853436984015879,0,0,0,0,0,0,0,0,-0.00645513611266589,-0.0890277639608966,0,0,0,0.0040620715729158,0,0
X000858.SZ,0.189446709308886,0,0,0,0,0,0,0.0624240724569018,0,0.33505328285035,0,0,0,0,0,0,0,0,0,0.0109618853528552,0,0,0,0.0128395190779351,0,-0.0133102115049559,0,0,0,0,0,0,0,0.14740444437761,0,0,0,0,0,0,0,0,0.054549650875102,0,0,0,0,0.0737623451862981,0,0,0,-0.00894708376207775,0,0,0,0,0.0295667601461091,0,0
X002415.SZ,0,0,0,-0.0921259278136463,0.0810048690736344,0,0,0,0,0,0,0,-0.0963138525201031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704012276822381,0,0,0.194466121700241,0,0.113195428633573,0,0,0,0,0.0557994779833233,0,0,0,0,0,0,0.0858002476360767,0,0,0,-0.140687029806303,0,0,0.00402431177635667,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0972094701984777,0,0,0,0,0,0,0,-0.0172112070506233,0.162531166511003,0.475733496053498,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.00676893545204071,0,0.0286709384487597,0,0.0177889157863881,0,0,0,0,0,0,0,0,0,0,0,0,0.0121001008947762,0.0914661043696266,0,0,0,-0.0458483549529864,0,0
X600276.SH,0,0,0,0,0,0,0.0349378863518897,0,0,0,0,0,0,0,0,0,0,0,0,0.14702919872748,0,0.0894582246717038,0,0.0333710393933488,0,-0.109759580344392,0,0,0,0,0,0.00913753217631522,0.0284537161687774,0,0,0,0,0,0.0781296904919285,0,0,0,0,0,0,0.0706884426703903,0,0.0589358924832298,0.0795170364275202,0,0,-0.00153750989922987,0,-0.0566787658985726,0,0,0.0425413634954249,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.24873798703921,0,0,0,0,0,0,0,0,-0.0265860784183923,0,0,0,0,0,0,0,0,-0.149318291671545,0,0,0,0,0,0,0,0,0,0,0.105958547070599,0,-0.106766003012658,0,0,0,0,0,0,0,0.123347960247451,0,0,-0.0120359589637978,0,0.00217479858521512,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.287450306224168,0,0,0.0102816575639461,-0.0674384793962219,0.0629997089479882,0.0875294989574679,0,0,0,0,0,0,-0.032360483228893,0,0,0,0,0,0,0,0,0,0.0711787513159781,0,0,0.0463441235950398,0,0,0,-0.02481601243104,0,0,-0.0103372102122443,0,0,0,0.145037063084439,0,0,0,0.039243924042054,0,0,0,-0.191049783844019,0,0,0.00202883289112441,0,0
X600809.SH,0.391548605321629,0,0,0,0,0,0.0612335074260988,0,0,0,0.0118271964683211,0,0,0,0,0,0,0,0,0.37065299666374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543549834423641,0,0,0,0,0,0,0,0.179020991431114,0,0,0,0,0,0,0.0595403355499005,0,0,0,0.161014788018346,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.216202847069875,0.0644210183274864,0,0,0,0,0,0,0.175109638121475,0,0,0,0,0,-0.0152923985904019,0,0,0,0,0,0.107701288486844,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00370854078233678,0,0,0,0,0,0,0.0760766342056746,0,-0.00985605135631438,0,0,0,0,-0.0110947894434744,0,0,0,-0.0478903136189155,0,0
X000568.SZ,0.215735167530823,0.478871460124681,0,0,0,0,0,0,0,0,0.0376441136459812,0,0.00193558724588584,0,0,0,0,0,0,0.140058213326389,0,0,0,-0.00593092947158814,0,0,0,0,0,0,0,0,-0.00576019379310463,0,0,0,0,0,0,0,-0.00926150049274826,0,0,0,0,0,0,0,0,0,0,-0.0449094929265742,0,0,0,0,0.0126909922352923,0,0
