,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X002292.SZ,X002506.SZ,X002241.SZ,X600118.SH,X002236.SZ,X002049.SZ,X002465.SZ,X000157.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000338.SZ,X000568.SZ,X600089.SH,X600177.SH,X300124.SZ,X002074.SZ,X000869.SZ,X002294.SZ,X600867.SH,X300003.SZ,X601877.SH,X600498.SH,X002426.SZ,X002456.SZ,X300146.SZ,X002085.SZ,X600584.SH,X000977.SZ,X000623.SZ,X002008.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559696583979293,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.166530338185815,0,0,0,0,0.0730588878842747,0,0.0292763824202613,0.0252163237228756,0,0.00124148007613761,0.00209956403033386,0,0,0,0,0,0,0,0.00945150508021205,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.00540706063341925,0,0,0,0,0.288700409249023,0,0,0,0,0,0,0,0,0.0755827751178844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490251113190256,0,0,0,0,0.112252250046053,0,0,0,0,0,0,0,0,0.0426353460933676,0,0,-0.0311436975315621,-0.00394928376472231,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.00269262263193847,0,0,0,0,1.73472347597681e-18,0.0592749638086317,0,0,0,0,0,0,0,0,0,0,0,0.301107785053596,0.11591375127015,0.0733646603007772,0,0,0,0,0,0,0.0246349444667922,0,0.0925500528986582,0,0,0,0,0.140391670841388,0,0,0,-0.0316421954048032,-0.031106072078179,0,0,0,0,0,0
X000651.SZ,0,0,0.246574644413861,0,0,0.154290215798183,0,0,0,0.08638802132396,0,0,0.0641276565573783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196394114663635,0,0.0935398340586953,0,0,0,0,0.0967092033712111,0,0.00870330096659111,0,0,0,0,0,0,0,0.101617840614843,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.30809020645457,0,0,0,0,0,0,0,0,0,0.0543987329681116,0.0110743838464883,0,0,0,0,0,0.172518743692918,3.46944695195361e-18,0.0243287353196613,0,0,0,0,0,0.057626959810298,0,0,0.0259311694255066,0,0,0.0318478944691948,0,0,0.071756587052679,0,0,-0.00962321959223666,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.118423705492695,0,0,0,0,0,0,-0.00626371502026402,0.0464422529994718,0,0,0,0,0,0,0,0,0,0.136643661870307,0,0.261337531005921,0,0,0,0,0,0,0,0.0352914217534584,0,0,0.101846140308247,0,0,0,0,0,0,0,0,-0.0083797345312253,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391640321778276,0.132522583275565,0.000413523533317281,0,0,-0.0958864469172778,0,0,0,0,0,0.0394551833674736,0,0,0,0,0,0.0645553000104032,0.0647352998631469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137144466964003,-0.0225729651545257,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0856159749532856,0,0,0,0,0,0,0,-0.0351234275270667,0,0.0943158759818154,0,-0.0903665567859694,-0.0313420449301895,0,0.128202052336357,0,0,0,0,0,0,0,-0.0731473750187741,0,0,0,0,0,0.0425332807738076,0,0,0,0,0,0.0695629373521019,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.182028323617944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171700387124944,0,0,0,0,0,0,0,0.0736483959824224,0.0204873597385538,0,0.0109113496657238,0,0,0,0,0,0,0.0473925791803413,0,0,0.253947578690823,0,0,0,0,-0.0132068041535023,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0352677474824773,0,0,0,0,0.0297992199680893,0,0,0,0,0,0,0,0,0.04851903186715,0,0,0,0,0,0.137331631089567,0,0,0,0,0,0.150780741175215,0.160904212317705,0.0147714856928565,0,0,0,0,0,0,0.1355574472893,0,0,0,0,0.0107721616361791,0.0446899405301459,0,0,0,0,-0.0186379047677463,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0985729073460663,0.0814960531071369,0,0,0,0,0.161179796095959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570396408865346,0.0104180603989904,0.129676959260318,0.0867718404415698,0,0,0,0,0.0752302763666605,0,0,0,-0.025775694201612,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.124400398370817,0,0,0,0,0,0,0,0,0.0256888124241442,0.105187478530901,0,0,0,0,0.00361912207782571,0,0,0,0,0,0.0113588632395117,0,0.0461681708830001,0,0,0,0,0,0,0,0.149473009944068,0,0,0,0,0.0955334352057009,0.0057913895236138,0.0115090033147654,0,0,-0.0148416426166622,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0706631027303056,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123162274557592,0.016149641896912,0,0,0,0,0,0,0,0,0.216380826917716,0,0,0,0.107882025996566,0,0,0.081156407778827,0,0,-0.0651357790485703,0,0,0,0,0,0
X600031.SH,0,0,0,0.0927397242454745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387917413087212,0,0,0,0,0,0.139938617537769,0.0225647116592094,0,0.0347685468997047,0,0,0,0,0,0,0,0.0759374878621663,0,0,0,0,0.149152732188921,0,0,0,0.00246512547110038,0.000760534827847549,0,0,0,0,0,0
