,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X600584.SH,X000157.SZ,X002028.SZ,X000977.SZ,X600066.SH,X600522.SH,X600741.SH,X600183.SH,X002236.SZ,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X600177.SH,X600487.SH,X002180.SZ,X601799.SH,X600460.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.276891787473033,0,0,0,0,0,0.140154182052931,0,0,0,0,0,0,0,0,0,0,0.0272568730513236,0.101905409725907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00988812768934477,0,0,0,0,-0.0397582453139134,0,-0.0157704420954723,0,0,-0.025775059913598,0,0,-0.00798530012911155,-0.0854344331365797,0,0,0,0.0170982450684195,0,0
X000858.SZ,0.192687534095272,0,0,0,0,0,0,0.158918628488464,0,0.231394952766833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161827551978076,0,0,0,0,0,0,-0.0315719389286812,0,0.224013531936502,0,0,0,0,0,0.0177587746922136,0.0795990915033669,0,0.0292581503177439,0,0,0,0,0,0,0,-0.0306849647733792,0.0117797855636042,0,0,0,0.0190392367713334,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106814341522585,0,0,0,0,0.0083249437849037,0,0,0,0,0,-0.0465817405937095,0,0,0,0,0,-0.0171830795942476,-0.0580106658696142,0,0,0,0,0,0,0,0.115461972065911,0,0,0,0,0,0,0,0.215352224203805,0,0,-0.0267795067767023,0,0,0,0,-0.0127135067719404,0,0
X002475.SZ,0,0,-0.0211820739702746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143143306720546,0,0,-0.0768953939095016,0.0346793992307817,0.515775954603699,0,0,0.055777516840968,0,0,0.223541591628559,0,0.149149395863708,0.0750622786302064,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00091285384886597,0,0,0,-0.0342553988667337,0,0
X002415.SZ,0,0,0,-0.019352773672877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357051197847531,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0289181510821919,0.116187889213768,0.028212733393755,0.128975085434871,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.10913956460381,0,0,0,0,0,0,0.00811719292174264,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.418707632376939,0,0,0,0.0771803026858388,0.123980747546926,0,0,0,0,0.0601525903230206,0,0,-0.0620103276268443,0,0,0,0.033332479617829,-0.160831506307142,0,0,0,0,0,0,0,0,0.079272375528643,0,0,0,0,0.261096893560092,-0.107611467192299,0,0,0,0,0,0,0,0,0,0,0,-0.13992421804624,0,0,-0.00222895886392189,0,0
X003816.SZ,0,0,0,0,0,-0.0617667253853433,0,-0.046287346237272,0,0,0,0,0,0,0,0,0,-0.222580559571848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653262353370164,0,-0.30089090705965,0,-0.145111196980977,0,0,0,0,0,0,0,0,0,-0.135013907369193,0,0,0,0,0.0453217045324889,-0.0223410423211281,0,0,0,-0.039454915270641,0,0
X600809.SH,0.13857414292021,0,0,0,0,0.0190690612631838,0.0721436152614483,0,0,0,0.0781693643663862,0,0,0,0,0,0,0,0,0.48891140781034,0,0,0,0,0,0,0,0,0,0,0.0454722188760181,0,0,0,0,0,0,0,0,0,0,0,0,0.131250994165879,0,0,0,0,0,-0.00773605437291961,0,0.0668682619221687,0,0.101984163083167,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0196844998667155,0,0.0455770485051948,0,0,0,0,0,0,0,0,0,0,0.0509587212175105,0,-0.00258816684339749,0,0,0,0.0548553654891492,0,0,0,-0.0436042436769009,0,0,0,0.0217262844413857,0,0,0,0,0,0.0291654827486178,0,0.12356156558448,0,0,0,0,0,0,0,0,-0.0429459689952368,0,-0.00720254334178401,0,0,0,0,-0.0142853252519248,0,0
X000568.SZ,0.507928184070538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275535032284654,0,0,0,-0.0426759350117967,0,0,0,0,0.0458175878276305,0,0,0,0.0585871324395334,0,0,-0.0317901758241791,0,0,-0.00855589844761059,0,0,0.106900388720157,0,0,0,0,0,0,-0.0699712268734503,0,0,-0.0143776423053398,0,0,0,0,-0.00423159049958612,0,0
