,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X002179.SZ,X600089.SH,X300014.SZ,X600372.SH,X600741.SH,X600703.SH,X002236.SZ,X002463.SZ,X600066.SH,X000977.SZ,X002049.SZ,X002241.SZ,X002028.SZ,X000921.SZ,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X002129.SZ,X000800.SZ,X600566.SH,X601799.SH,X600183.SH,X002223.SZ,X600060.SH,X002007.SZ,X600177.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.265549464388396,0,0.142390039880049,0.139061430437926,0,0,0.134724590946249,0,0.0104162342183487,0,0,0,0.0127449265124971,0,0.012346055985561,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0749338561334731,0,0,0,0,0,0.0556672632711754,-0.029438167678809,0,0,0,0,0,0,0,0,0,0,0,0,-0.00651513513319051,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.517071874521447,0,0,0,0,0,0,0,0,0,0,0.0404474216698257,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.00866147560577087,0.0889873949465721,0,-0.026997269201732,0,0,0.00616248105546967,0,0,0,0,-0.0194976984266864,0,0,0,0,0,0,0,0,-0.0466407051376837,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.140914443874196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200013331644689,0,0.0778241318380615,-0.0787283392938657,0,0,0,0,0.0816020852520924,0,0,0,0.0125796387856676,0,0,0,0,0.056717992251904,0,0,0,0.088002423492751,0,0,0.0711457777730463,0,0.0151882716957134,0,0,0.0234019489422661,0,-0.0181280031486823,0,0,0,0,0,0,0
X600809.SH,0.439862788611584,0,0,0,0,0,0.0611975843907582,0,0,0,0,0,0.261259722774302,0,0,0.00922954830418374,0.0553727971385229,0.297747081439778,0,-0.111329930544099,0,-0.0776600406505626,0,0,0.0823236370671133,0.115227938657334,0,0,0,0,0.0788393970256948,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.233256950288676,0,0,0,0,0,0,-0.0192427980442918,0.00428238908176241,0.0740927415872876,0,0,0,0,0
X600690.SH,0,0,0.00426854585337038,0,0,0,0,0.179039240441711,0,0,0,0,0,0,0,0,0.0848617054330443,0,0,0,0,0,0.0652714188494217,0,0.0126923927556164,0,0,0,0,-0.141821391580489,-0.00767631619286858,-0.0152504895988638,0,-0.0727318393276504,0,0.237136155735889,0,0.0919594610688192,0,0,0,0,0,0,0.0771845234411854,0,0.0804485681048242,0,0,0,0,-0.0207365901269545,0,-0.0602627917228286,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.123034268613962,0,0,0,0,0,0,0,0,0.0772422862903694,0,0,0,0,0,0.0910541163518676,0.125618296364418,0,-4.33680868994202e-19,0,0,0.33896188009603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.892726539861068,0,0.0199911882464962,0,0,0,0,0,-0.00593340292085181,0,0.00653836834064802,0,0,0,0,0,0,0,0,0.117905029000394,0,0,0.069917506907771,0.1458761544143,0.0385195239388215,0,0,0,-0.161945399241306,0,0,0,0,0,-0.0487864558398047,0,0.041652419489222,0,0,0,0,0,0,-0.0444251728139068,0,0,0,0,0,0,0,0.0362447286910175,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.32148520140209,-0.116637871509936,0.00963277583656983,0,0,0,0,-0.0710227384750141,0.107465858546174,0,0,0,0,0.0708581636882288,0,0,0.101972372004519,0,0,0.26463267885122,0,0,0,0,0,0,0,0,0,0,0,0.0555902039576973,0,0,0,-0.206302159802834,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.013430272155017,0.00938452631618411,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0315012329136725,0,0,-0.162747139812017,0,0,0,0,0,0,0,0,0,0,0,0.201468728651912,0,-0.0458634064225806,0.121617922527414,0,0,0.0121007739847905,0,0,0,-0.106494885906085,0,0,0,0,0,0,0.135362567749623,0,0,0,0,-0.0295511334414942,0,0.363759248356279,0,0,0,0.0634914545219536,0,0,0,0,-0.019547084760269,-0.10561972987181,0,0,0,0,0,0
X002475.SZ,0.331388331528158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0763647529877355,0.125716268551717,0,0,0,0,0,0,0,-0.0823681059878511,-0.0415967157948109,0,0.403392659849341,0,0,0,0.0349301413411985,0,0,0,0,0,0.116340063625607,0.0822386350635666,0,0,0,0,0.0989223380363669,0,0,-0.0643290214608154,-0.268779850725154,0,0,0,0,0
