,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600089.SH,X000977.SZ,X600584.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X600522.SH,X002049.SZ,X000066.SZ,X002236.SZ,X600741.SH,X600839.SH,X600183.SH,X601877.SH,X600066.SH,X002456.SZ,X600460.SH,X002156.SZ,X000661.SZ,X600487.SH,X002129.SZ,X002074.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.366153984737107,0,0,0,0,0.0637441721791432,0,0,0,0,0,0,0,0,0,0,0.171182099348416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177277496942367,0,0,0,0,0,-0.034949926644761,-0.016347821981668,0,0,0,0,0,0,0,0,0,-0.101950191640354,0,0,0,-0.0680140998513275,0,0
X000858.SZ,0.378977059818114,0,0,0,0,0,0.410930416165461,0,0,0.0382644720385148,0,0,0,0,0,0,0,0.034074852237886,0.0862309855070671,0,0,0,0,0.0490139219245782,0,0,0,0,0,0,0,0,0.153562990951474,0,0,0,0,0,0.0102824967978787,0,0,0.0448404795793505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135595929157006,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.20660192463022,0,0,0,0,0,0,0,0,0.00181686011432737,0.0590060682006204,0,0,0.286301332184012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126740836319756,0,0,0.258159563472028,0,0,0,0,0,0,-0.124408454806477,0,0,0,-0.105645660755683,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547332271809328,0,0,0,0,0,0,0.0920900218005803,0,0.449704844558926,0,0,0.0563274582490566,0,0,0,0,0,0,0,0,0,0,0,0,0.0545357591115536,0.0555490606038244,0,0,0.0060587279575869,0,0,0,0,0,0,0,0,0,-0.0774999449417303,0,0,0,0.00506418427664842,0,0
X002415.SZ,0.125916198563536,0,0,0,0,0.0588603340192041,0.059760226239362,0,0.0756705226541937,0,0,0,0,0.00519202360674802,0,0.101007704615254,0,0,0,0,0.234619470445161,0,0,0,0,0.0229527134508585,0,0,0,0,0,0,0,0,0,0.0142131155155535,0,0,0,0,0,0,0,0.0465664556937775,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361233379866884,0,0
X600690.SH,0,0,0,0.133282336003812,0,0,0,0.203669239803991,0,0,0,0,0,0,0,0,0,0,0,0.136238493261152,8.67361737988404e-19,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0112179664887256,0,0,-0.00907263719284452,0,0,0.0356703740041979,0,0,0,0.0696711158061561,0,0,0,0,0,0,0,0,0,0.0531982911763453,0,0,0,0.0240596421878205,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.000191107830093327,0.69795362267477,0,0,0,0,0,0,0,0,0.199816708344144,0,0,0,0,0.0284957946714168,0.0481326822384502,0,-0.00395707987433911,0,0,0,0,0,0,0,-0.0146908108749479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134996623846623,0,0
X000651.SZ,0,0,0,0.015358264377176,0,0.340567673416286,0,0,0,0.00978701091449478,0,0.0402920894094814,0,0,0,0,0,0.186738695227253,0,0,0,0,0,0.0408814522805163,-0.0598955080106851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708236474793799,0.186936253406649,0,-0.0235982452180526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0621232256424179,0,0,0,0.362893248707064,0,0,0,0,0,0,0.0904546586808952,0,-0.00882630808360203,0,0,0.0434600856704224,0,0.128402937648292,0,0,0,0,0.0358336299401185,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.159208116846983,0,0,0,0,0,0,0,-0.0366262820042157,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.256000309595661,0,0,0,0,0.350489095719776,0,0,0,0,0.269719562987482,0,0,0,0,0,0,0,0.175756309610851,-0.23453328920831,0,0,0,0,0,0,0,0,-0.170029306079737,-0.204732798065083,0,0.238284729241723,0,0,0,0,0,-0.0553957361962902,0,0,0,0,0,0,0,0,0,0,0,0,0.13185968559993,0,0
