,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X002475.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X600177.SH,X000157.SZ,X300124.SZ,X600372.SH,X600522.SH,X002085.SZ,X002007.SZ,X600089.SH,X000981.SZ,X300003.SZ,X002294.SZ,X002508.SZ,X600867.SH,X600699.SH,X000559.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X600498.SH,X300136.SZ,X000623.SZ,X002426.SZ,X002074.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0677051346740467,0,0,0,0,0.0412555093710529,0,0,0,0,0,0.146624902375572,0,0,0,0,0,0.176885349317621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253594501335719,0,0,0,0.0352340611110153,0.0270403571407404,0,0,0,0,-0.00997171928842046,0.00626820063294133,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0846684898246841,-0.0174501562951289,0,0,0,0,0,0,0.81963724132922,0,0,0,0,0,0,0,0,0,0.122449886092337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590577249251925,0,0,-0.103884652487769,-0.0729475858623146,0,-0.125362276250082,-0.0158825283259047,0,-0.0339503198653976,0,-0.0551361381295682,-0.00131448859751612,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.132333247933367,0,0,0.0592205660007874,0,0,0,0,0,0.0161418341270824,0,0,0,0.0582504528344956,0,0,-0.0297025746160116,0.0614998228696332,0,0,0,0,0,0,0,0,0,0,0,0,-0.130008579669652,0,0,-0.0298776060361646,0,0,0,0.0768556458170365,0,0.212057298762333,0,0,0,0,-0.0307231506813425,0,-0.00274218773086561,-0.00655338356230112,0.00366793080486646,0,0,0,0,0,0
X000651.SZ,0,0.100268492009883,0,0,0,0,0,0,0,0.147987665394291,0.708890451934425,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.125088869203501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293924380371636,0,0,0.122557340418569,-0.0885702673070744,0.423520073251929,0,0,0,0,0.00662161821206129,0.0166057867343072,0,0,0,0,0,0
X000858.SZ,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0783116911441853,0.0450411530894623,0,0.266104226485787,0,0,0,0,0.0421724348834334,0,0,0,0,0.118093155296074,0,0,0,0,0,0,0,0,-0.0416521404742217,0,0,0,0,0,0,0,0,0,0,0.117358705092838,0,0,0,-0.0161356172482087,0,-0.00279697177823275,0.00863622649665913,0,0,0,0,0,0
X002304.SZ,0,0.0282142878476029,0,0.0130554761580206,0,0,0.00493619042609776,0,0,0.124806561505261,0,0,0,0.312454792065755,0.0858626286024146,0,0,0,0,0,0,0,0,0.0654831816270518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444329816480263,0,0,0,0,0,0,0,-0.107432900363417,0.00438432390711821,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0943005737615002,0,0,0,0,0,0,0,0,0,0,0.242250116927539,-0.279640815086179,0,0,0.319483151547721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0804797107122914,0,0,-0.046865604011244,0.00284903950761443,0,0,0.0433291874974956,0,0,0.155994476670432,0,0.00240773628099276,-0.0309643726869055,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0521827143276042,0,0.0741438894363995,0,0,0,0,0.185229321291548,-0.0706049601320118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373199456873607,0,-0.00627648682101307,0,0,0,0,0,-0.0844390844780056,0.0243280415865952,-0.00385872925617062,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0977467510024048,0,0,0,0,0,0,0,0,0.102581193563996,0.429684972099961,0,0,0,0,0,0,0,0.071841616292851,0,-0.0325314286156568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130671751192743,0,0,0,0,0,-0.00204275600795389,0,0,0,0,0,0
X000063.SZ,0.100930629271475,0,0,0.238625087953251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212998968806136,0,0,0,0,0,0,0,0,0,0,0,0.00671500691556959,0.0231066261218814,0,0,0,0,0.18885084974887,0,0,0,0,-0.0296956879891221,0,0,0.106587691719089,0,0,-0.0144865588717959,0.0151904005419367,0,0,0,0,0,0
