,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X000725.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002007.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X000596.SZ,X600183.SH,X300124.SZ,X600741.SH,X300003.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X600584.SH,X000800.SZ,X000157.SZ,X300136.SZ,X002456.SZ,X002414.SZ,X002049.SZ,X002463.SZ,X002179.SZ,X002008.SZ,X000066.SZ,X002185.SZ,X600118.SH,X002223.SZ,X002180.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.145308323609084,0.109661214757732,0,0,0,0,0,0,0,0,0.0276868393750529,0,0.0323668210823747,0,0.0913225086204181,0,0,0,0.014853648131673,0,0.0152174686980563,0,0,0,0,0,0,0,0,0.0198226977195692,0,0,0,0,0,0,0,0,0,0.0594870717665248,0,0,0,0,0,0,0,0,0,0,-0.00278225022470202,-4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0430554164382967,0,0.336453088509108,0.0663112941027293,0,0,0.0548319737318301,0,0,0.0633621609080978,0,0,0.154114862058979,0,0,0.0181827277693777,0,0,0.0735790658712786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362600450942938,0,0,0.0255497869981279,0,0,0,-0.00924339395126916,0.0132797594385104,0,0,0,0,0,0
X600276.SH,0,0.154986009115769,0,0,0,0,0,0,0.381731654335421,0,0,0,0,0,0.00985825050895172,0,0,0,0,0,0,0,0.0110345504660399,0.0348784200944805,0,0.214756603078034,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0150414405624347,0,0,0.0389551786041244,0.0212363433193371,0,-0.0732800245913419,0,-0.0107039517597477,0.0020847695907738,0,0,0,0,0,0
X000651.SZ,0,0.0188395364071785,0,0,0,0,0,0,0,0,0.135855801761476,0,0,0,0,0.208813167252145,0,0,0,0,0,0.027572650639659,0,0,0,0,0,0,0,-0.0693877402120588,0,0,0,0,0,0,0.0591584904180348,0,0,0,0.0636184275382636,0,0,0.0523502059072465,0.0495080075679116,-0.0353723025559745,0,0,0,0,0,0.00163160436508483,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500712486857795,0,0,0,0.00763314429857777,0.0919803317745612,0.00488243450276496,0,0,0,0.133593053798701,0,0,0,0.111355495075879,0,0,0,0,0,0,0,0,0.189525127842589,0,0.128073797075539,0,0,0,0,0,0,-0.0295756724592552,0,0,0,0.00118744470098068,-0.0251045607392056,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0627251928233978,0,0,0,0.0696956112421179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335714341705172,0,0.134927253995639,0,0,0,0,0,0,0,0.0717490353101902,0,0,0.0258480472545724,0,0,0,0.0275395644636502,0,0.0734677054529864,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0171151222036786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334268402330418,0.0859719918301584,0,0,0,-1.73472347597681e-18,0.423048381141415,0,0,0,0,0,0.0575788647945572,0,0,0,0,0.0802750830460852,-0.0138508334896552,0,0,0,0,-0.0516750242995053,0.00352319191751739,-0.00107591052075879,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107710816934805,0,0,0.0151811069551561,0,0,0,0,0.0582106913111072,0,0,0.0111907009911695,0,0,0,0,0,0,0,0.0334549214353624,0,0,0,0,0.202094674278218,0,0,0,0.139749132906828,0.22172250672445,0,-0.0202164049106889,0.037884404762883,-0.0313028948021082,0,0,0,0,0,0
X000661.SZ,0,0,0.238613580194005,0,0,0,0.0288756662679822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419540201139534,0.119647579913931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237021935141895,0,0,0,0,0,0,0,0,-0.141974820069666,0,0.00334755002707052,0.0021586910145326,-0.0174074554492347,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0287773020724133,0,0,0,0,0,-0.0935699395332479,0.0546283484792692,0,0,0,0,0.0845055429777339,0,-0.0761277194201632,0,0,0.370949567807704,0,0,0,0,0,0.172197122930364,0,-0.0368923453270981,0.0596084524613855,0,-0.0483197326178085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110984677515429,0,0,0.00792225789051654,0,0,0,0,0,0
