,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X000063.SZ,X002008.SZ,X600809.SH,X600867.SH,X300124.SZ,X600271.SH,X601877.SH,X002456.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X600066.SH,X600487.SH,X600566.SH,X000100.SZ,X002294.SZ,X002179.SZ,X002007.SZ,X000977.SZ,X002241.SZ,X300142.SZ,X000157.SZ,X300136.SZ,X002180.SZ,X000981.SZ,X000050.SZ,X600498.SH,X000869.SZ,X002049.SZ,X002508.SZ,X600779.SH,X600177.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.260664651452273,0.116511409526422,0,0,0,0,0,0,0,0,0.0210034448798152,0,0,0,0,0.00822976741264899,0.0147741346685263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537066655850899,0,0,0,0,0,0.0563475781496877,0.0958739938436991,0,0,0.00893843039778584,0,0,0,0.00742755617201179,0.00847331425821214,0,0,0,0,0,0
X600104.SH,0,0,0.0804782594562509,0,0,0,0,0,0.156277124469149,0.0476573620706104,0,0.343152872541133,0.0538024254907729,0,0,0,0,0,0.0636490972824642,0,-0.123160093569817,0.0321204302346276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113247006890025,0,0,-0.0800582014229815,0,-0.055842906004434,0,0,0,0,0,0.0223835728194262,-0.0154167584710034,0,0,0,0.08593649269106,0,0
X002415.SZ,0,0,0,0,0,0,0.0609012587856645,0,0,0,0,0,0,0,0,0,0.360468452466244,-0.0356918584385569,0.00344986950474971,0,0,0.0615490810442837,0,0,0,0,0,0,0,0,0.17508510152764,0,0.0165569511374017,0,0,0,0.107464863700199,0,0,0,0,0,0,0,0,0,0.118423065417537,0,0,0,0,0,-0.0264781419307117,0,0,0,0,0,0
X000858.SZ,0.0617332497779792,0,0,0,0.00320560793700186,0,0.262268990540895,0,0.105062396215833,0,0,0,0.0125502142703534,0,0,0,0.228165093046256,0,0,0,0,0,0,0.0186390505225079,0,0.00711766847411329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455007476362698,0.0572705605335887,0,0,0,0,0.0320772681990152,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0396860422912285,0,0,0,0,0.0532565515023165,0,0.227433928953439,0,0,0,0,0,0,0,0,0.237925971029875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00894857152585168,0,0,0,0.0291376940374998,-0.185439364267984,0,0.0226690923275808,0,0,0,0,0.105781197330643,0,0.13998019758401,0,-0.0630990609903298,0.158319567922581,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.153882345744752,0,-0.0444924883430287,0,-0.171885922546442,0.317440311955468,0,0,-0.0171039890182881,0,0,0,0,0,-0.0886497244885922,0,0,0,0.315278482109523,0,0,0.155542189061235,0,0.0526120318972743,0,0,-0.0936082529963613,0,0,0,0,0,0,0,0,0,-0.00272405949858644,0,0.24714505386074,0,0,0,0,0.0258305050497968,0,0,0,0,0,0
X002304.SZ,0,0,0.158113168795505,0,0,6.93889390390723e-18,0,0,0.324983726861393,0,0,0,0,0.000293459016007967,0,0,0,-0.0933100971877103,0,0.310479056389038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176139395720887,0,0,0,0,0,0.029268206910393,0,0,0,0,0,0,0.0441042363959855,0,0,0,0.0385787357117782,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753983214418206,0,0,0,0,0,0.0421973212648602,0,0,-0.211084063725937,0,0,0,0,0,0,0,0.0502993305226758,0,0,0,0.149365932353824,-0.132509650818312,0.055953211988748,0.198693782251221,0.207733975016658,0,0,0,0,0,0.125494015027278,-0.123951517294664,-0.00682801957450185,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.472685592175088,0,0,0.238325694665964,0,0,0,0,0,0,-0.0105673496650625,0,0,0,0,0,0.0308369629740882,0,0,0.0154553135230372,0,0.0572151387939104,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0794551620947034,0,0.0207232444071705,0,0,0,0,0,0,0.0181844991836889,0,0,0,0,0,0,0.00971823039276391,0,0,0,0,0,0,0
X000568.SZ,0,0,-5.42101086242752e-20,0,0,0.125667458884512,0,0,0.145130320860724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119496427919113,0,0,0,0.00461565206423697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0680132268210205,0,0.0722458802295349,0,0.0980485160709295,0,0.036746895874425,0.0114897628825701,0,0,0,0,0,0
