,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600809.SH,X600741.SH,X600183.SH,X000100.SZ,X300003.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002371.SZ,X002007.SZ,X000977.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002129.SZ,X002463.SZ,X600498.SH,X300124.SZ,X300142.SZ,X000157.SZ,X002456.SZ,X600118.SH,X300136.SZ,X600487.SH,X002179.SZ,X600271.SH,X000066.SZ,X002180.SZ,X600584.SH,X002414.SZ,X002008.SZ,X002185.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106328291006003,0,-0.201147365361084,0,0.0505601491560891,0.0683520374568267,0.270681151142597,0,0,0,0,0,0,0,0,0,0,0,0.164893880919771,0,0,0,0,0,0,0,0,0,0,-0.0632527583824523,0,0.179526288420014,0,0,0,-0.0364076406834329,0,0,0,-0.0265939129152224,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.04175945357623,0.373211115983536,0,0,0.0383545092594372,0,0,0,0,0.0502020506372338,0,0.0464231760603852,0,0,0,0,0,0,0.0241447123362313,0,0,0,0,0,0,0.104833908338491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019179099439085,0,0.337799553157558,0,0,-0.011286645381659,0,0,0,0.0928077080723355,0,0.0184121431675581,0,0,0,0,0,0,0,0,0,0,0,0.0330403668619681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241668017134988,0,0,0,-0.0857419193610142,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0355880401986447,0.0668009916370492,0.0272486130588764,0,0.249366225410365,0,0,0,0,0,0.00949048929576817,0,0,0,0,0,0,0,0,0.00864316442137666,0,0.0340706324581563,0,0.0117084622957461,0,0,0,0,0,0,0.00922473380322384,0,0,0,0.0116038608621191,0,0,0,0,0,0,0,0,0,0,0,0.0104988507921162,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005240177010149,0,0,0,0.0713675660638789,0,0,0,0,0.387181874426163,0.154836721549997,0,0,0,0,0,0,0,0.0313758743274801,0,0,0,0,0,0,0,0,0,0,0.0020529991733337,0,0,0,0.0103678927251414,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0872023162671387,0.0707261818415303,0,0.067024550402993,0,0,0,0,0,0,0.0780685674002245,0,0,0,0,0,0,0,0.0088374995260669,0,0,0,0,0,0,0.271116933203362,0,0,0,0,0,0,0.244996867989791,0,0,-0.0193459387693933,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0242453267068308,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134451456962171,0,0,0,0.0622063702412119,0,0,0,0,0,0,0.126150619759835,0,0.131490463818001,0,0.169013750795093,0,0.0441916774543222,0,0.0379588952185494,0.00135608628762008,0,0,0,0,0,0,0,0.0120701705712603,0,0,0,0,0,0.031295850962415,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0395785899768846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122974859681047,0,0,0,-2.16840434497101e-19,0,0.362367935673115,0,0,-0.016042119382695,0,0,0,0,0,0,0,0,0,0,0,0.166710513497496,0,0,0,0,0,0,0,0.18619464303395,0,0,0,0,0.0203103924132028,0,0,0,0.042715719372446,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464683683044093,0,0,0,0.0681519100627467,0.476849813785268,0,0.0424242587762282,0.0318830964971692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145953687837489,0.128355070133289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,8.67361737988404e-19,0.0373611229629266,0,0,0.0869782809507954,0,0,0,0.0370979389952362,0,0,0,0,0,0,0,0.102592068728208,0,0,0,0,0,0,0,0,0,0,0.131867739313828,0,0,0.04705432728041,0,0,0,0,0,0.19380342030594,0.149526298271695,0,0,0.0179437741362986,0,0,0.0534036675733326,0,0,0,0.0375014858704019,0,0.0387168318283268,0,0
