,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600690.SH,X600809.SH,X002475.SZ,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000100.SZ,X000063.SZ,X000157.SZ,X600703.SH,X000596.SZ,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X601877.SH,X002007.SZ,X002179.SZ,X002371.SZ,X300142.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X600584.SH,X601799.SH,X300003.SZ,X600183.SH,X002074.SZ,X000800.SZ,X000799.SZ,X300146.SZ,X000066.SZ,X002008.SZ,X600089.SH,X600707.SH,X000977.SZ,X600177.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.225743904943871,0,0,0,0.229984034557283,0,0.0483380528496542,0,0,0,0,0,0,0,0,0,0,0,0,0.0382210696603634,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0950464581425979,0,0,0,0,0,0.0345398667774684,0,0,0,0,0.0166768278149834,0,0,0,0,0,0,0,0,0,0,-0.0137198258554236,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.297884666250117,0,0.0146894874178974,0.136322454746555,0,0.129985407705816,0,0,0,0,0,0,0,0,0,0.00162574405465916,0,0,0,0,0,0,0,0,0.0156116048953066,0,0,0,0,0.0211819675452586,0,0,0,0,0.00442497680705548,0,0.119223863012076,0,0,0,0,0,0,0,0,0,0,-0.0248814711235294,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0699734527479385,0,0.004439921777475,0.0340787280744852,0,0,0,0,0.0195473377148526,0,0,0,0,0,0,0,0,0,0,0,0,0.22399299257069,0.10106423995107,0,0,0.557828722013901,0,0,0,0,0,0,0,-0.04972889752851,0,0.0197755366447413,0,0,0,0,-0.145952500821437,0,0,0,0.00374737576074038,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0205560655408523,0,0,0,0,0,0,0.0643171054280613,0,0,0,0.0474919740224619,0,0,0,0.00793643706969143,0,0,0,0,0.188041618241062,-0.0565806397183796,0,0,0,0,0,0.111948851439144,0,0,0,0,0,-0.168714956539528,0,0,0,0,0,0,0.143671078028354,0,4.33680868994202e-19,0.0104035312552205,0,0,0,-0.0230763129567534,0,0
X000651.SZ,0,0,0,0,0,0.0827228964948301,0,0.148429008724516,0.0518392588110219,0,0.0603241065647605,0,0,0,0,-0.0224713195166659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455464237779094,0,0,0.117472275269217,0,0,0,0,0,0,0.0030930929102591,0,0,-0.136407159888216,-0.0400802368287115,-0.00789815552214917,0,0,0,0,-0.0495607021225316,0,0
X000568.SZ,0.0597767146929209,0.585375258658164,0.0279844644595182,0,0,0,0,0,0,0,0.0749806413915208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303861215521883,-0.0179687967466947,-0.0404555441199073,0,0,0,-0.0396857809162644,0,0,0,0.0347901285868402,-0.066930601211712,0,0,0,0,0,0
X600031.SH,0,0,0.0947366402100097,0,0,0,0,0,0.234691164420503,0,0.064292354194782,0,0,0,0,0,0,0,0,0,0.109079761946042,0.157131131190565,0,0,0,0,0,0,0,0,0,0,0,0.13173150210213,0,0,0,0,0,0.0177090224378582,0,0,0,0,0,-0.0136871382761743,0,0,0,0,0,-0.00955133686678064,0,0,0,0,0,0,0
X600690.SH,0,0,0.188933753694253,0,0.110020117760871,0.00943044285833146,0,0,0.285437647881824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235369981426976,0.200751539174794,0,0,0,0.00721250688035615,0,0,0,-0.0340641012780773,0,0,0,0,0,0,0,0.0525518002627132,0,0,0,0,-0.0568129316994692,0,0,0.0837486906114524,0,-2.16840434497101e-19,0,0,0,0,-0.0526000567455298,0,0
X600809.SH,0,0,0,0,0,0,0.319405726733391,0.00332576544933424,0,0,0,0,0,0.0947349797601617,0,0,0.0549978793366173,0,0,0,0,-0.0240766276363134,0.245969016471929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514536584703237,0,0,0,0,0.166380020855497,-0.0238565055566534,0,0,0,0,0,0,0,0,0,-0.0604068532478316,0,0,0,0,0,0
X002475.SZ,0,0,0,0.231016338577225,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0773116868490369,0,0,0.415898525592872,0,0,0,0,0.0303072343345096,-0.0122305515771395,0,0,0,0,0,0,0.0269808726018322,0,0.116822429117631,0,0,0,0,0,0,0,0,0,0,0,0,0.00634387428247528,0,0,0,0,0,0,0
