,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000625.SZ,X600809.SH,X601877.SH,X002008.SZ,X002508.SZ,X600487.SH,X600066.SH,X002456.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X600089.SH,X000596.SZ,X000157.SZ,X300136.SZ,X600566.SH,X000981.SZ,X002085.SZ,X600177.SH,X600707.SH,X000661.SZ,X600498.SH,X002179.SZ,X600699.SH,X300142.SZ,X600118.SH,X002180.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.100997660074952,0,0,0.583441371862171,0.155321473623257,0,0.028328846214594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290209213540617,0,0,0,0,0,0,0.094398832296605,0,0,0,0,0.0170321692948575,0,0,0,0,0,0.00394621547785389,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0435744293306936,0.148247115980422,0,0.00359022672604247,0.186296441298838,0,0,0,0.0371456930607526,0,0,0,0,0,0,0,0.04638807935971,0.0488254502767974,0,0,0,0,0,0,0,0,0,0,0.0200036816505179,0,0,0,0,0,0,0,0,0,0.167462381005974,0,0,0,0,-0.0270563952641875,0.0485460070252978,0,0,0,0,0,0
X002415.SZ,0,0,0,0.020022512057651,0,0,0,0,0,0,0,0.033453299984123,0,0.162120790236577,0.0680600361346649,0.0867994902318297,0,0,0,0.0806772518056546,0.306463034887854,0.0980591793061639,0.152398894716892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570587723563634,0,0,0,0,0,0.0417859355631707,0,0,-0.0908797810145964,0,0,0,0,0,-0.0181019308339828,-0.00709592056046636,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.280579256812866,0,0,0.229987649646961,0.0523600323830145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369147597973635,0,0,0,0,0,0,0,0,0,0.160803766063462,0,0,0,0,0.0181415584374532,-0.012956031580131,0,0,0,0,0,0
X000858.SZ,0.27137637784845,0,0,0,0,0,0,0.0733011715672437,0,0.0169641419636329,0.252123211767398,0,0,0,0,0,0,0,0.0768287592821502,0,0.180428809829882,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00585424596337006,0,0,0,0,0,0,0
X600276.SH,0.113435204223131,0,0,0,0,0,0,0.175784302682947,0.191569860815788,0.156389258078465,0,0.0357802861895379,0,0.119497040648,0,0,0,0,0,0,0,0,0,0,-0.212090023300188,0,0.0418510144021529,0,0,0,0,0,0,0,0,0,0.121936477850858,0,0,0,0,0,0.0735789579947325,0,0,0,0,0,0,0,0,-0.0407982222071328,0.06980141346709,0,0,0,0,0,0
X000725.SZ,0.02304137336964,0,0,0,0,0,0,0,0.612402698032559,0.285915042787959,0,0,-0.0576412155925801,0,0,0,0,0,0,0,0,0,0,0,0,0.0937641154272933,0,0,0,0,0,0,0,0,0.0205889317767884,0,0.0413979264836238,0,0,0,0,-0.12658306833501,0,0,0,-0.0285203832524135,0,0,0,0,0,-0.0810367508401485,0.11340395414643,0,0,0,0,0,0
X002304.SZ,0.271958980160979,-0.0568867866840172,0,0,0.240313460064816,0,0,0,0,0,0.138381989738162,0,0.110026108979852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635007942572494,0,0,0,0.0028927859494398,0,0,0,0,0,0,0,0,0,0,0,0.196081318813045,0,0,0,0,0,0.01229450934632,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.282615559447472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135205935059771,0,0.098671907606504,0,0,0,0,0,0.134307385741117,0,0,0.0345879323806307,0.464831944024984,0,0,0,0,0,0,0,0,0,0,0.308473116207423,0,0,-0.0385532581721716,0,0,0,0,-0.0148641550478487,0.0262846133942271,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.432672807676069,0.0696578810573359,0,0,0,0,0,0,0,0,0,0.0208204468132989,0,0,0,0,0,0,0,0,0,0.0628139365578138,0,0,0,0,0.0649835792475801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359073397850266,0,0.117698763187666,0,0,0,0,0.0082782702497006,0,0,0,0,0,0,0
