,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600741.SH,X000338.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X600031.SH,X000100.SZ,X002008.SZ,X600066.SH,X601877.SH,X600487.SH,X600809.SH,X300136.SZ,X300124.SZ,X002508.SZ,X300003.SZ,X600522.SH,X002294.SZ,X600867.SH,X600699.SH,X600089.SH,X600498.SH,X002085.SZ,X000596.SZ,X600271.SH,X000157.SZ,X600177.SH,X600566.SH,X000050.SZ,X600118.SH,X600584.SH,X000559.SZ,X300142.SZ,X000661.SZ,X002180.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.325019719603531,0,0,0.242949787477896,0.160504027479755,-3.46944695195361e-18,0.026400647786604,0,0,-0.104455202092177,0,0,0,0,0,0,0,0,0,-0.0468436698094946,0,0,0,0,0,0,0,0.0328218446307142,0,0,0.0338113624175081,0,0,0,0,0.0528983480398358,0,0,0,0,0.000954762057770972,0,0.107020594259966,0,0,0,0,0,0.0142384285134005,0.0125335286887492,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.00291144041219718,0,0,0,0,0,0,0.120262028138448,0,0,0,0.0615994280228298,0,0,0,0,0.122261100903477,0,0,0,0,0.0867437946773753,0.0860970272540998,0.0347872355863561,0,0,0,0.0375175408507857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598615179331346,0,0,0,-0.00103795518189259,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.043607105022791,0,0,0,0,0,0,0,0.0850863850555622,0.312616450262286,-0.185935286330476,0,0,0,0,0,0,0,0,-0.00683554772001893,0,0,0,0,0,0,-0.116416902896965,0,0,0,0,0,0,0,0,0,0,0,0,-0.027855059054922,0,0,0,0.0406659648712179,0,0,-0.0497739060857238,0.0565783692941956,0,0,0,0,0,0
X000858.SZ,0.0452850273382635,-0.0446256112950539,0,0,0,0,0,0.118498588776685,0,0,0,0.317041874984253,0,0,0,0,0,0,0.0431471457327432,0,0,0.0620654378271552,0,0.0160432024966929,0,0.183999452004636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561704298761858,0.0856844332257876,0.0140030038966742,0,0,0,0,-0.0169072101435721,0,0,0,0,0,0,0
X000651.SZ,0,-0.112064550496719,0.0919485948674882,0.125195449247105,0,0,0,3.46944695195361e-18,0,0,0,0,0.08352211250429,0,0,-0.0486154555885021,0,0,0.00842814456859708,0.0623257324985552,0,0,0,0,0,0.00835008625550875,0,0,0.045237122645299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116781653212712,0.000323932036434926,-0.0463070719635154,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.104048143997297,0,0,0,0,0.212598390002289,0,0.139857868356465,0,0,0,0.0172436661838457,0,-0.0802057457311451,-0.0129718078942843,0.262564455843516,0,0,0.0677529457791273,0,0,0,0,0,0.310964595643284,0,0,0,-0.00499014377981653,0,0,0,0,0,0.251000352980265,0,0,0.115661355317856,0,0,-0.0792938023368891,0,0,0,0.0247770006585036,0,0,0,0,0,0
X600276.SH,0.0143315262526124,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0267433237757316,0,0,-0.0390751610389033,0,0.00720379948948546,0,0,0.0379254142917456,0,0,0,-0.047927143214231,0,0.142848964806617,0,0,0,0,0,0,0,0,-0.153602432248278,0,0,0,0,0,0,0.000115121944626023,0,0,0,0,0,0,0
X002304.SZ,0.177268489327207,-0.0287323731425133,0,0.281599261293467,0,0,0,0,0,0,0,0.0155464903334751,0,-0.0493300110622584,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445284036063596,0,0,0,0,0,0,0,0,0,0.0961548699275071,0,0,0,0,0,0,0,-0.0562582393122197,0,0,0,-0.0692600527924687,0,0,-0.0595555714192203,0.0470478101482922,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.314010178204004,-0.0874092656628317,-0.139549253444813,0,0,0,0,0.183816236729983,0,-0.0643753114718263,0.0570483674368416,-0.0737492062654281,0,0,0,0,0,0,0,0,0,0,0,0,-0.114535191150035,0,0,0,0,0,0,0,0,0,0,0,0,0.0978548809541323,0,0.280341355580275,0,0,0,0.0218691168284943,0,0,-0.0560578308103663,0.0639953398471562,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0427593588905689,0.229911260737374,-0.143802874348332,0,0,0.214386393393037,0,0,0,0,-0.0372915818412669,-0.0488359394812528,0,0,0,0,0,0,-0.392737494932485,0,0,0,0,0,0,0,0,0,0.168501883265125,0,0.0555545030724148,0,0,0,0,0,0,0,0,-0.00201405001884561,0,0,0,0,0,0,8.67361737988404e-19,-0.00708312684610939,0,0,0,0,0,0
