,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X002236.SZ,X000623.SZ,X000581.SZ,X600271.SH,X000568.SZ,X000550.SZ,X000559.SZ,X600118.SH,X002475.SZ,X000050.SZ,X600066.SH,X002456.SZ,X300124.SZ,X002294.SZ,X600839.SH,X600177.SH,X002129.SZ,X002007.SZ,X600867.SH,X000869.SZ,X000400.SZ,X000800.SZ,X300003.SZ,X002292.SZ,X000977.SZ,X002038.SZ,X000970.SZ,X600435.SH,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0.0357514675534127,0,0,0,0,0,0,0,0,0,0.0197429076302055,0,0.0317788984569717,0,0,0.508994842426935,0,0,0,0,0,0,0,-0.0383711955805647,0,0.113823195920065,0,0,0,0,0,0.106771324714649,0,0,0,0,0,0,0,0.146913314369141,0,0,0,0,0,0,0,0,0,0,-0.000678188934728007,0,0,0,0,-0.0299687807477504,0,0
X600519.SH,0,0,0,0.0538764077314363,0,0,0.237190242992039,0.235452741158188,0,0.0759243953447139,0,0.0563614585723492,0,0,0,0,0.160243442610335,0,0,-6.93889390390723e-18,0,0,0,0,0.0672228132168596,0,0.105352323358961,0,0,0,0,0,0,0,0,-0.0458267142410831,0,0,-0.00188414167780134,0,0,0,0,0,0,0,0,0,0,0,0,0.0158704691505364,-0.0520467032706021,0,0,0,-0.0333035372904192,0,0
X000651.SZ,0,0,0,6.93889390390723e-18,0,0,0,-0.138007222119429,0,0.156281620475717,0,0,0.176917027401453,0,0,0,0,0,0,0.0450970434297884,0.200682774578598,0,0,0,0,0,0.0360394942464888,0,0,0,0,0.0906125017426302,0,0,0,0,0,0,0,-0.0558993117369137,0,0,0,0,0,0.113485677412448,0.0538888371604766,0,0,0,0,0.00751879223583253,0,0,0,0,0,0,0
X000725.SZ,0,0.0496092464005683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386647023740909,0.391741403193344,0,0.141778125934533,0,0,0,0,0,0,0,0,-0.0322243115587183,0,0,0,0,0,0.116116107292365,0,0.0627150809367222,0.0119133345086116,0,0,0,-0.146966002854071,0,0,0,-0.0684894272958978,0,0,0,0.0152754956495553,-0.0329368197836039,0,0,0,0,0,0
X002415.SZ,0,0,0.127706028018454,0,0,0,0,0,0,0,0,0,0,0.146901502905938,0,0,0,0.0456607310109633,0,0,0,0.291057573491601,0,0,0,0,0,0,0,0,0.0169198029146161,0,0,0,0,0,0,0.174172205587095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00861007237807479,0.0275757843588377,0,0,0,0,0,0
X000625.SZ,0.141779743212998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373394379689439,0.0797294894661597,0,0,0,0.0687012640286223,0,0,0,0,0.0352706610832981,0,0.103077996075141,0,0,0,0,-4.33680868994202e-19,0,0,0,0.00474983031814077,0.0604929164646488,0,0,0,0,0,0.0991180153603487,0,0,0.0548738575727971,-0.0580040288805953,0,0,-0.00429638856903811,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0423688348621451,0,0,0,0.0839541242786259,0,0.0324647161773174,0,0,0,0,0,0.00189638075896116,0,0,0,0,0,0.337005864705384,0.0139462377125291,0,0,0,0.0667963663571038,0,0,0,0,0,0,0,0,0,0.0311184044677648,0,0,0,0,0,0,0.00849215427100007,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0507097756096171,0,0.499234827826925,0,-0.0371291656325947,0,0,0,0,0,0,0,0,0,-0.265484169449672,0,0,0,0,0,0,0,0,0,0,0,-0.11462422075815,0,0,0,0,0,0,0.0934027779008629,0,-0.0185189462228874,0.188071872684649,0,0,0,0,0,0.302262730089653,0.0503710278896403,0,0,0,0.00787508368354478,0.038630254251024,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.158013240326969,0,0,0,0,0,0,0,0,-0.0934152311365683,0,0,0,0,0,-0.0351282015193231,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325748123369329,0,0,0.212889220034332,0.0803482843339827,0,0,0,0.0191216924519152,0,0,0,0,0.00572724980156241,0,0,0.0129264116664022,0.0116837859830097,0,0,0,-0.0656752897830192,0,0
X600690.SH,0,0.252814405137889,0.239075205075023,0.0234841437637862,0,0,0,0.158710435984316,0,0,0,0,0,0,0,0,0.119720530687645,0.148518238976884,0,0.237318368083535,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062550967798691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233992699871561,0.0991959128795996,0,0,0,0,0,0
