,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X002241.SZ,X600703.SH,X000596.SZ,X002007.SZ,X000100.SZ,X300003.SZ,X002236.SZ,X601877.SH,X000157.SZ,X002463.SZ,X300142.SZ,X300124.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X600271.SH,X000625.SZ,X300136.SZ,X002129.SZ,X600867.SH,X000977.SZ,X600177.SH,X002506.SZ,X002049.SZ,X002180.SZ,X300014.SZ,X002456.SZ,X600498.SH,X600066.SH,X002371.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0668519795312521,0,0,0,0,0,0,0,0,0,0.475716828055974,0,0,0,0,0,0,0,0.087386860321452,0,0,0,-0.0808757695618325,0,0,0,0,0,0,0,0,0,0.0245783832814775,0,0,0,0,0,0,0,0,0,0,-0.0446193933065126,0.0198999270482502,0,0,0,0,0,0.00495378268706822,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0249079214172511,0,0,0.363425669801239,0,0,0,0,0.328096639817926,0,0,0.0885814251196495,0,0,0,0,0,0,0,0,-0.075355080448918,0,0,0,0,0,0,0,0,0.0290770095248174,0,0,0,0,0,0,0,0.0478906601338113,0,0,0,0,0,0,-0.0180364610135871,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.113593441501001,0,0,0.228589636860766,0,0,0,0.0841954603887035,0,0.0327865186013169,0,0,0,0.0678190529029892,0,0,0.0124476031574082,0,0,0,-0.0143350056607522,0.0245755081078591,0,0,0,0,0,0,0,0,0,0,0,0.0557089461464414,0,0,-0.0543713585589032,0,0,0,0.0208143821329743,0,0,0,-0.00945468589956451,0,0,0,0.00476045717142019,0,0
X000651.SZ,0,0,0,0,0.0314615580100315,0,0,0,0,0,0,0,0,0,0,0,0.243151352021281,0,-0.0516576407082103,0,0,0,0.257259533890837,0,0,0.00905510193056026,0,0.031133086922218,-0.0211292772603454,0,0.0705954687661694,0,0.11246958632992,0,0,0,0,0.0208339603123543,0,0,0,0,0,-0.0431307109986934,1.0842021724855e-19,0,0,0,-8.67361737988404e-19,0,0,-0.00490314544818095,0,0,0,0,0.0141003381872662,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0555906631630604,0,0,0,0,0,0,0,0.11272214757346,0,0,0.0479091062183164,0,0,0,0,0,0,0.506574861880954,0.156804351173043,0,0,0,0,0,0,0,0,0,-0.055373079261788,0.00641679295692605,0,0.0155982880719195,0,0,1.73472347597681e-18,0,0,-0.00881789640369606,0,0,0,0,0,0.0135889690962784,0,0,0,0,-0.00521297981805877,0,0
X600104.SH,0,0,0,0,0,0,0.0553100103486455,0,0,0,0,0,0,0,0.0301027451076232,0.117428615343743,0,0,-0.0474133854171925,0,0,0,0,0,0,0,0.0950115762881701,0,0,0,0,0,0,0.0543441390271176,0,0.166635579446906,0,0,-0.0196203820935054,0,0,0,0,0,0,0.00460979901131575,0,0,0,0,0,-0.00467821899925357,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202562038856384,0,0,0,0,0,0.110647434054924,-0.13321491429556,-0.0594836374614862,0,0,0,-0.132885160754824,-0.0297048806676451,0,0.0939867931475969,0,0,0,0,0,-0.0526914055903691,0,0,-0.111749646601179,0,0,0,0,0,0,-0.0310913222009954,0,0,0,0,0.166125570087735,0,0
X002304.SZ,0,0,0.073579774936495,0,0,0,0.141840498424913,0,0,0,0,0.212796882380105,0,0,0.0205659022721966,0.11855755288889,0,0,0,0.0291815744820843,0,0.0916710903974274,0,0,0,0,0,0,0,0,0,0,0,0.0171567178268289,0,0,0,-0.053706434914071,0.101366949003046,0,0,0,0,0,-0.0264061842454525,0,0,0,0,0,0,-0.0265903023597326,0.065618858395336,0,0,0,-0.0184362668633665,0,0
X002475.SZ,0,0.160490598551069,0,0,0,0,0,0,0,0.0141613242352534,0.063217473901803,0,0,0,0,0.121708766448052,0,0,0.060003923572042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13413596477895,0,0,0.00913407570965308,0,0,0,0,0,0.0968524974198352,0,0,0.195834023153219,0,0,0,0,0,0.00476629778736005,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.219675978212492,0,0,0,0,0,0,0.0426781923446824,0,0,0,0,0.102441853814671,0,0,0.00843953146136305,0.231817012486972,0,0,0,0,0.050703472729442,0,0,0,0,0,0,0,0,0.089737519127925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199009002727537,0,0,0,0,0,0
