,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X000559.SZ,X600703.SH,X600118.SH,X600031.SH,X600271.SH,X000100.SZ,X600372.SH,X600066.SH,X002241.SZ,X002475.SZ,X002236.SZ,X002292.SZ,X600741.SH,X000157.SZ,X600089.SH,X300124.SZ,X000338.SZ,X002049.SZ,X002465.SZ,X002506.SZ,X002074.SZ,X600177.SH,X000568.SZ,X300003.SZ,X002129.SZ,X002276.SZ,X600839.SH,X600582.SH,X002294.SZ,X000977.SZ,X300001.SZ,X002180.SZ,X000547.SZ,X600498.SH,X600867.SH,X002008.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.323014714333554,0,0.0313537126754339,0,0,0,0,0,0,0,0,0,0,0,0,0.100235374699466,0,0,0,0.0626678719578849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057735865069914,0.0509754644696475,0.0570320623404232,0,0,0,0,0
X600104.SH,0.0734929677841149,0,0,0,0,0,0,0,0,0.319801781463549,0.312712384563941,0,0.112180385641857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378093755019394,0,0,0,0,0,0,0,0,-0.00435258361105436,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181997029401466,0,0,0,0,0.100906628965399,0.152407391067562,0,0.0322331996699897,0,0,0,0.203618797968895,0,0,0,0.0484884573121258,0,0,0,0,0,-0.0353786178748959,0,0,0,0.119559457364154,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.00581341534570212,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148397099146714,0,0,0,0.0323730500952076,0,0,0,0,0,0,0,0.0620511127806825,0,0.0208864877123241,0.0398091129157813,0,0.14393913018589,0,0,0,0,0.109852105535413,0,0,0.0776571428535462,0,0,0,0,0,0,0,-0.0142433421480336,0.0233890260295813,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304699359302484,0,0.24032259285151,0,0.0137933230411745,0.11397006521177,0,0.0739749973761474,0,0,0,0.045583086956429,0,0,0,0,0,0,0,-0.0572906343086949,0,0,0,0,0,0,0
X600276.SH,0,0.00258597682021076,0,0,0,0,0,0,0.0836657380156367,0.206659850946142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073246965280253,0,0,0,0,0,0,0,0,0.121908056869302,0,0,0,0,0.0851860960224246,0,0,0,0,-0.0825119978510638,0.0859668879479058,0,0,0,0,0,0
X002304.SZ,0,0.174678564202753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956376621352347,0.0398576693397494,0,0,0.139411353896402,0,0.0196063399142967,0,0,0,0,0,0,0.00967291777218492,0,0,0.320492741362651,0.0621660166863059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00330232973139143,0.012154746706408,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154152821589443,0,-0.0122677572222326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331580078661199,0.0354506634755051,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0329542426050893,0.0463276217071678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00362485101762328,0.0515843420192331,0,0.00747849701633383,0,0.410690739991346,0,0,0,0,0,0,0,0,0,0,0,0.0113258643443997,0,0.189133735222058,0,0,-0.0169633552689595,0,0,0,0,0,0,0
X000625.SZ,0,0.0357092906246118,0,0,0,0,0.00111202762971049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127636281524372,0,0,0.224080731195156,0,0,0,0,0,0,0,0,0.108934723458942,0,0,0.124004575784018,0,0,0,0,0,0.0324750414338039,0,0,0,0,0,0,0,-0.0163446986315246,0,0,0,0,0,0,0
X600690.SH,0,0.0721948081938402,0,0,0,0,0,0,0,0.0545940636311455,0,0,0.0135306952034287,0,0,0,0,0,0,0,0.0913938161418467,0,0,0.00864193734323115,0,0,0,0,0,0,0.0242775944690361,0,0,0,0,0,0,0,0,0,0,0.0725886488595061,0,0,0,0.0448324547047581,0,0,0,-0.102559301093335,0,0,0,0,0,0,0
X000559.SZ,0,0,0.21736713379512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293947764725484,0,0,0,0,0,0,0.0371118991400076,0,0,0,0.0336293851953243,0.130899150300644,0,0,0.0642237970753864,0.0859609316857911,0,0,0,0,0.140465669202158,0.22033610430549,0,0,0,0,0,0,0,-0.0372912552358818,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0960542133464774,0,0,0,0,0.000804730560242068,0,0,0,0,0,0,0,0,0,0,0,0.330378157524288,0,0,0.0273138226704692,0,0,0,0.0181130049400307,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.19921629287507,0,0,-0.0254527349744927,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134139306506779,0,0,0,0,0.118518708218883,0,0.159392368439572,0.092230675184242,0,0,-3.46944695195361e-18,0,0.0117059387030575,0,0,0,0,0.076110695111486,0.0815992479551437,0,0,0,0.115312126631909,0,0,0.176236376982706,0,0,0,0,0,-0.0148819981910353,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455779683878909,0,0.0203846631859265,0,0,0,0,0,0,0,0,0.417050391577611,0,0,0,0,0.00314130719072127,0.0285729821023169,0.0519250627602289,0,0,0,0.0895616601521818,0,0.0235401433369055,0,0,0.0202749990869218,0,0,0,0,0,0.0927400159345619,0,0,-0.0221957874768312,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.0565259240566678,0,0,0,0,0,0.0155995482134602,0,0,0,0,0,0,0,0,0,0,0.0457855271648352,0.0966879649468727,0.099451095536712,0,0,0,0,0.0561270806847266,0.0717492241952388,0,0,0,0,0.0444986698547249,0,0,0,0,0,0,0,-0.0783979276386625,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0070051782600971,0,0,0,0.31488843828195,0,0,0,0,0,0.0892599655549363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133661944247111,0.0547676966675736,0,0,0,0.12377935250272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503667003764114,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0.129832239461488,0,0,0,0.500926949234699,0,0,0,0,0,0,0,0,0,0.181865971576712,0,0,0,0,0,0,0.160623714002981,0,0,0,0.153018091657694,0,0.0229388494233324,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133212758077136,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.18774173997599,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.189264468432581,0,0,0.122741754164655,0,0,0.0147766629439657,0,0,0,0,0.0731452201868095,0,0,0,0,0,0.0330005552067821,0,0,0.0311909926670215,0.0179450567571439,0.0057990231142317,0.0121274230155188,0.0155190086955695,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0.193000576487619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515304564777613,0,0.0510105997057164,0,0,0,0,0.291170296548669,0,0,0,0,0,0,0,0,0,0,0.327354796864373,0,0,-0.0261513211003238,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.13023911760358,0,0,0,0,0,0,0,0,0,0,0,0.377722265578668,0,0,0,0,0.00977062680726508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249881678148816,0,0,0,0,0.369066624261822,0,0,0,0,0,0,-0.0169701058748876,-0.00884757339277153,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961686589981466,0,0,0,0,0,0,0.0217550043159866,0,0,0,-0.0229247835463854,0,0.081703929402236,0,0,0.121711651270127,0,0,0,0,0.217791198349106,0,0,0,0,0,0,0.0504370085790474,0,0,0,0.138405056397113,0,0,0,-0.0178297561587867,-0.0204348713200964,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108219560486316,-0.43448483527004,0,0,0,0,0,0,0,0,0,0,0.130800315834427,0,0.165471250788226,0,0.179242319941906,0.136203344827204,0,0,0,0,0,0,0,0,0,0.112743977156307,-0.00929107808479323,0,0,0,0,0,0,0,0,0.498106131969115,-0.577186708039942,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.0436938711371262,0,0.0986228630189791,0.321553632174269,0,0,0.125260362916316,0.0593368304776931,0,0,0,0.0578637470360166,0,0,0.0169683450754778,0,0,0,0,0,0,0,0.0940486142201599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00973144199216312,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.0551254702709288,0,0,0,0,0,0.172699877534267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151917646350143,0.0677239018729932,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.117746405463418,-5.42101086242752e-20,0,0,0,0,0.0970694942833235,0,0,-0.0681275426949022,0.00231483916370203,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.251343476133558,0,0,0,0.108730907034375,0,0,0,0.00251419327447436,0,0,0.0575156452618314,0,0,0,0,0.139593713623189,0,0,0,0,0.0110732127443187,0.007053600433189,0,0,0,0,0.00995471593163277,0,0,0,0,0.0892775604555286,0,0,0,0,0,0,0,0,-0.040562692610595,0,0,0,0,0,0,0
