,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002292.SZ,X600741.SH,X600066.SH,X600031.SH,X002475.SZ,X600118.SH,X002241.SZ,X002236.SZ,X002506.SZ,X000157.SZ,X000559.SZ,X000568.SZ,X002085.SZ,X000338.SZ,X600177.SH,X600372.SH,X002074.SZ,X300003.SZ,X600089.SH,X002294.SZ,X300124.SZ,X600867.SH,X002049.SZ,X002180.SZ,X600498.SH,X600582.SH,X002465.SZ,X002007.SZ,X000869.SZ,X601877.SH,X002456.SZ,X002508.SZ,X000550.SZ,X000623.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.068620508303036,0.182934461234497,0,0,0.246377833928361,0,0,0,0,0,0,1.73472347597681e-18,-0.0450688906787193,0,0,0,0,0,0,0,0.0734780977332883,0,0,0,0,0,0,0,-0.0200340980460882,0,0,0,0,0,0,0,0.0260376475788947,0,-0.0467118394279588,0,0.146864144542916,0,0,0,0,0,0,0,-0.0200037839650776,0,0.0395011962242497,0,0,0,0,0
X600104.SH,0,0,0.44525607729104,0.0281814881572075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0710750299929285,0,0,0,0,0,0,0,0,0.0108748770618775,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.0367793289765346,0,0,0,0,0,0
X002415.SZ,0,0.208584285291213,0,0,0,0,0,0,0,0,0,0,0.28554920122517,0,0,0,-0.0311475450030431,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0689308512563778,0,0,0,0,0,0,0,0,0.000456769660629602,0,0,0,0,0,0,0.17057048341725,0,0.233627516999059,0,0,0,0,0,0.0234733739409696,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.180970454972806,0,0,0.0266161847510432,0,0.0362856031479871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0558891785506162,0,0.139591881897272,0,0.129160766814995,-0.0179676004618832,0,0,0,0,0,0,0,0,0,0.0360777651659221,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.136255918407379,0,0,0,0,0.0807151068736297,0,0,0,0,0,0,0,0.130789146198698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688011901055816,0.0808619206677695,0,0,0,0,0.0148229547286294,0,0.0507926151715999,0,0,0,0,0.00338083524593144,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0477073147656014,0,0,0,0,0,0,0,0,0.116669799117165,0,0,0,0,0,0,0,0,0.0906917960458619,0,0,0.165517911382313,0,0,0,0,0,0.111207205750172,0,0,0,0,0,0,0.00180706955736368,0,0,0,0,0,-0.00312062219566079,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520844137724234,0,0.0697428215297065,0,0,0,0,0,0,0,0.0799141613653032,0,0,0,0,0,0.0656842456220433,0,0,0,0,0,0,0,0.0307207642658065,0.0490518311452574,0,0,0,0.0101601747377464,0,0,0,0,0,0,-0.0173450971994527,0.00420825904281177,0,0,0,0,0,0
X000725.SZ,0,0,0.138603376364814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640764734603722,0.0360516141267921,0.0893387237712409,0.0718774345479491,0,0,0,0.135427964205289,0,0,0,0.11637059385315,0,0,0,0,0,0.0311940990918354,0,0,0,0,0,0.0945551903480718,0,0,0.0506949854828478,0,0,0.00484896040438434,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238769796003006,0,0.233252385735904,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0076693005504144,0,0.0718645582218993,0,0.130062375610849,0,0,0,0,0.0362148458175785,0.158399482062262,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0384354396567043,0,0,0.172429806973413,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0413027460134281,0,0.0892545425473431,0,0,0,0.198178623189808,0.0363526979892511,0.0307350310653035,0,0,0,0,0,0,0.0959777302122919,0,0,0,0.146225598346886,0,0,0.0543626426132731,0,0,0,0,0,-0.00538603447552069,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.102523891693033,0,0,0,0,0,0,0,0,0,0,0,0,0.318844176020338,0,0.159401153919446,0,0,0,0,0.0513398763720739,0,0,0,0,0,0,0.112865133644292,0,0,0,0,0,-0.102136088302059,0,0,0.338631657597531,0,0,-0.582965567276254,0.0430129967144175,0,0,0,0,0.112812182262501,0.0498233480097102,-0.165207139154233,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386286875920062,0,0,0,0,0,0,0,0,0,0.0666478264624924,0,0.150717410138174,0,0,0,0.0723162015048148,0,0,0,0,0,0,0.0396121358855049,0.0875714701634635,0,0,0,0,0.0529447549259058,0.00803895430708176,0,0,0.126888089280558,0.16587837134807,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0854579689354344,0,0,0,0,0,0.218459513992235,0,0,0,0,0,0,0,0,0.0924710362613066,0,0,0,0.123892087920463,0,0.0187787293479484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00774438967828808,0,0,0,0,0.0632997743259816,0.140391199674189,0,0,0.0117369019718243,0,0,0.0196146196321764,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174364303158929,0,-0.250822710776376,0,0,0,0.212020516031635,0,0,0,0,0,0,0,0,-0.0375569756790607,0,0,0,0,0.290152128371387,0,0,0,0.537926620960066,0,0.104117413463222,-0.123724301289099,0,0,0,0,0,0
X600741.SH,0,0,0.136333433957771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143714935841808,0,0,0,0.262583991938269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502817163378344,0,0.142173393731244,0,0.0359086131962007,0.00667761083813921,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0157210092952469,0.0486177965761953,0,0,0,0,0.055419835325845,0,0,0,0,0,0,0,0,0.147054480050296,0,0,0,0.122806105306957,0,0,0,0,0,0,0.0684827140423151,0.176429271349052,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.00289150150841491,-0.0670850181521978,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.075393815334985,0,0,0,0,0,0,0,0,0,0,0,0.0440976602866075,0.138874119276004,0,0,0,0.031598460936186,0.206729949861209,0,0,0,0.28895286981864,0,0,0.0444085662647749,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0517741886106206,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32951600342735,0,0,0.0611676205387254,0,0,0,0,0,0.0459143861952764,0,0,0,0,0,0,0,0,-0.0249364195670004,0.0690496316356974,0,0.0138888471882067,0.119458106737748,0,0,0,0,0,0,0,0,0.00420974956041178,0.0259549393036932,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265431051291841,0,0,0,0,0,0,0,0.155308489693071,0,0.260473656689814,0,0,0.058571024519542,0.00660550087759846,0.266125824865439,0,0,0,0,0,0,0,0.0261146290107857,0.0197892203509731,0,0,0,0,0,0.120863906067273,0,0,0,0,0,0.0397939476269815,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.190526056329478,0,0,0,0,0,0,0,0,0.174219245906404,0.249626142960825,0.0370370423760607,0,0,0.0765369415829433,-0.065046726873118,0,0,0.370753973634187,0,-0.0591807210753908,0.0946055022533732,0,0,0,0,0,0
X002236.SZ,0,0,-0.0970737121940573,0,0.112435950668725,0,0,0.206423741661837,0,0,0,0,0,0,0,0,0.131762436468621,0,0,0,0,0.0977906082171517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3184978637393,0.0559540177661572,0,-0.0925692192166202,0,0.321553845086747,0,0,0,0,0,0.0631758089778515,0,-0.0689182317959007,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.174645739413964,0.281286901251551,0,0,0,0,0.104604225441276,0,0,0,0.0576762007951441,0.0287002922244276,0,0,0,0,0,0,0.0650448053402327,0,0,0.00287256948141719,0,0,0,0.0543830382330105,0,0,0,0,0,0.171053161055733,0,0,0,0,0,0.0408053823200501,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.167757534840039,0,0,0,0,0,0,0,0,0.293384002042355,0,0,0,0.0695333561484428,0.0957576748158984,0,0.0410657200900368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00319589987513284,0,0,0,0,0,0,0,0,0.0685634517442735,0,0.0273379007691971,-0.0140991348954266,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914339657836268,0,0,0,0,0.0343726745567216,0,0,0.12236296145538,0,0,0,0,0.0652548183144376,0.0240222113247873,0,0.101088069119904,0,0,0,0,0,0,0,0.00899692989557167,0,0,0,0,0.265926983074743,0.0524701353113152,0,0,0,0.190885011565072,0,-0.0284577424081703,0,0,0,0,0,0,0
