,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X000100.SZ,X300003.SZ,X002007.SZ,X002236.SZ,X300142.SZ,X600703.SH,X600271.SH,X300124.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X002241.SZ,X600177.SH,X600183.SH,X600498.SH,X002008.SZ,X600487.SH,X600867.SH,X002371.SZ,X300014.SZ,X000050.SZ,X600066.SH,X000977.SZ,X000066.SZ,X600118.SH,X600522.SH,X300146.SZ,X002129.SZ,X002049.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0638832595702304,0,0,0,0,0,0,0,0.190909058918114,0,0.047814821339721,0,0,0,0.0243885543325831,0,0,0,0,0,0,0,0.222023277506252,0,0,0,0,0,0,-0.0150037252323071,0,0,0,0,0,0,0.100368297706117,0,0,0,0,0,0,0,0,-0.151857721743736,0,0,0,0,0,0,0,0.161139442122353,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.055026763429016,0,0,0.146763988225204,0,0.0770633556826309,0,0.221572660769568,0,0.0909351002093995,0.288777930932393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142186584358128,0,0,0,0,0,0,0.124291706237342,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213486539312673,0,0,0,0,-0.00606108229997484,0,0
X000651.SZ,0,0,0,0,0,0,0.352405235174326,0,0,0,0.176089638216783,0.190912977277544,0,0,0.128964927064092,0,0,0.238187589344409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689290426557281,0,0,-0.048674450096972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339446422257654,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.17028018593628,0,0,0.0377747936144839,0,0,0.0933273962748025,0,0,0,0,0.109648855477585,0,0.176966799222684,0,0,-0.0391478701735848,0,0,0,0,0,0,0,0,0,0.0714439034792537,0,0.0391262087230823,0,0,0,-0.0521363067200559,0,0,0.124612194591529,0,0.156534895279005,0,0,0,0,0,0,0,0.0347307140191774,0,0
X600104.SH,0,0,0.0383163241768783,0,0,0.0268552425394201,0,0,0,0,0,0.0113045130333514,0,0,0.28372785683327,0,0,0,0,0,0,0.124812798188384,0,0,0,0,0,0,0,0.213671395777616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026211966973243,0,0,0,0,0,0,0,0.00384141456415853,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.244318334625624,0,0,0,0,0,0,0.0243296188452874,0,0,0,0.00456809122335263,0.4757277857111,0,-0.062705636031171,0,0,0,0,0,0.222590330234664,0,0,0,0,0.133104009279086,0.0304266010222563,0,0,0,-0.0425953761829266,-0.132438566188967,0,0,0,0,0,0,0,-0.0861617646535688,-0.0033673532352729,0,0,0,0,0.0376976287385763,0,0
X002304.SZ,0,0.128026809078536,0.0364117887024337,0,0,0,0,0,0,0.156052465044031,0,0,0,0,0.0389824391507711,0.035581108261714,0.0516998892204916,0,0,0,0,0,0,0,0,0.0885753019660986,0,0,0,0,0,0,0,0,0,0,0,0,0.0320889248996542,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0899395815672538,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309790339521599,0,0,0,0,0,0,0,0.0169994781697749,0,0,0,0,0.0589448863863538,0,0.173379828897248,0,0.373216313125648,0,0,0.0400763673586087,0,0,0,0,0.0303606052131113,0,0,-0.00674275686679959,0,0,0,0,0.0366413568347994,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266830069271623,0,0,0.284812064739539,0,0,0,0,0,0.17093409014823,0,-0.167914334443547,0,0.0135213047777171,0,0,0,0.279293882538931,0.0194373112030936,0,0,0.0465981839099766,0,0,0,0,0.0395264011747115,0,0
X000568.SZ,0,0.381351400806843,0,0,0,0,0,0,0,0,0,0.0039978248279153,0,0,0,0.0199436332052168,0.187918815368517,0,0,0,0,0,0,0.0583460139278555,0.042906068932391,0.0156708119167341,0,0,0,0.0681029097418462,0,0,0,0,0,0,0,0,0,0.0890545108346888,0,0,0,0,0,0,0,0,0,0,0,-0.00348179362998377,0,0,0,0,0,0,0
