,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X600741.SH,X000338.SZ,X600703.SH,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X600487.SH,X002008.SZ,X300124.SZ,X002236.SZ,X600809.SH,X000661.SZ,X002456.SZ,X000100.SZ,X000596.SZ,X600867.SH,X002179.SZ,X000977.SZ,X002007.SZ,X600498.SH,X300142.SZ,X000625.SZ,X600066.SH,X600566.SH,X000157.SZ,X002294.SZ,X300136.SZ,X002241.SZ,X600372.SH,X300146.SZ,X600522.SH,X002180.SZ,X600089.SH,X600177.SH,X000869.SZ,X002506.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.351671970201447,0,0.0926322901148913,0,0,0,0,0,0,0,0,0,0,0.119993177463788,0,0,0,0.0148855207065379,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0724675931826136,0,0,0,0.0225272341330193,0,0,0,0,0.0110133097691238,0,0.00309764355073338,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.529163445849943,0,0,0.221286356436432,-0.0287315784939311,0,0,0,0,0,0,0,0,0,0,0,0.0229183390345394,0,0,0,-0.0120328308016357,-0.0555700557463059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383810890501168,-0.00304934611750494,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.200066460559084,0,0,0,0,0.011811894502543,0,0,0,0,0,0,0,0,0,0,0,0,0.464456304010024,0,0,0,0,0,0,0,0.0918179734511087,0,0,0,0,0,0,0,0,0,0,-0.0827676207058251,-0.0704835186655156,0,0.00647150455740545,0,0,0,-0.0861153541639207,0,0,0,0.0217406148571712,0,0,0,0,0,0
X000858.SZ,0.335911143534087,0,0,0,0,0,0.126984627752888,0,0.131111737375139,0,0,0,0,0,0,0.171059586475027,0,0,0,0,0,0,0,0,0,0,0,0.133212769754286,0,0,0,0,0,0.0929223148739923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546838728616729,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124288579151563,0,0,0,0,0,0.160085645300883,0,0.1227251921857,0,0,0.155607136129045,0,0,0,0.0896229133487702,0,0,0,0,0,0,0.340178727783365,0,0,0,0.13011565450091,0,0,0,0,0,0,0,0.102597587916426,0.0209221839759807,0.0314117991818313,0,0,0,0,0,0
X000651.SZ,0.327189273486903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226982387656282,0,0,0,0,0.222003593351417,0.0569006113172531,0,0,-0.00964806135013321,0,0,0.00297653075206846,0.0400222588249835,0,0,-0.0354937827422454,0,0,0,0.0547604624219315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24714483305984e-05,0.000892247665047908,0,0,0,0,0,0
X002304.SZ,0,0,0,0.345694062859001,0.0109044640181509,0,0,0,0,0,-0.0967721151723193,0.0904835292644844,0,0,0,0.612715369633864,0.146087668222749,0,0,0,0,0,0,0.0641286341001493,-0.0469911888391223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0920994880874499,0,0,-0.167880350395111,0,0,0,0,0,0.0249435171965466,0,0.0174959687266958,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131668200139966,0,0.0280231852497991,0.124856374302082,0,0,0,0,0,0,0.338917041484569,0,0,0,0.148058374778942,0,0.0565307017561263,0,0,0,0,0,0,0,0,0.119311826480688,0,0.213388624514687,0,0,0,0,0,0,0,0.0109192325164737,0.0338223510918067,0,0,0,0,0,0
X600690.SH,0,0,0.00327338085575414,0.410274611425348,0,0,0,0,0,-0.126311324664055,0,0.229726436809141,0,0,0,0,0,0,0.00152382280835232,0,0,0,0.10916260974308,0,0,0.0371170979412126,0,0,0.133483646923454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0159783494817842,0.0073443614639453,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.253938221278008,0,0,0,0,0,-0.0390034872053142,0,0,0,0,0,0.00426943966264855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425679806391224,-0.0554406800567867,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.117905612734993,0.115427414721679,0,-0.0143656897989326,0,0,0,0.235465363894041,0,0,0.0149476803707798,0,0,0.199448268457109,0.0123595089248579,0,0,0,0,0,0,0,0,0,0,-0.174103807190513,0,0,0,0,0,0,0,0,0,0,0,0.0959352164685083,0.158843604729433,0,0,0,0.0511433284273905,0,0,0.0079215276333806,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0981323536352496,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.295815470362291,0.424935989313249,0,-0.199824690308552,0,0,0,0,0,0,0,0,0,0,0,0.138744484197282,0,0,0.0370685392300115,0,-0.143061747782222,0,0,0.20374269869317,0,0.150968792518293,0.00251994659348813,0.00153762914015357,0.0219257627767323,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.156532331569547,0.119426301473466,0,0,0,0,0.037778566061474,0,0,0,0.168210791355287,0,0,0,0,0,0,0.0577366782081056,0,0,0,0,0,0,0,0.204506451686914,0,0,0,0.0304390184402607,0,0,-0.068420424805957,0,0,0,0,0,0,0,0,0.0152413396144677,0,0,0,0,0,0,0
X000338.SZ,0,0.149601226218434,0,0,0,0.363724370517317,0,0,0,0,0,-0.0388111065063909,0,0,0,0,0,0,0,0,0,0,0,0.0100551932417572,0,0,0,0,-0.0355895191266618,0,0,0,0,0,0,0,0,0,0,0,0.079284572812322,0.198275538097633,0,-8.67361737988404e-19,0,0.23133680967293,0,0,0,0,0,0.0204943962130339,0.00657250129057309,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0530055638194919,0,0,0,0,0,0,-0.0495329950396116,0,0,0,0,0,0.238146981787814,0,0,0.0566819931227817,0,-0.091842644821369,0,0,0.0305671891925059,0,0.176703295642014,0.0858776576087777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843848789519322,-0.00532400043061058,-0.0161942415726081,0,0,-0.0772245228634232,0,0,0,0
X000568.SZ,0,0,0,0.496881626915071,0,0,0.194794051443292,0,0.0516876481961604,0,0.00981611191935227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438649943343891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187142408404748,0,0.163346193126019,0,0,0,0,0,0,0.0199600318507937,0.0310035540181201,0,0,0,0,0,0
X300003.SZ,0.0726773693345698,0,0,0,0.280039167305435,0,0,0,0,0,0,0.00262868469440287,0,0,0,0,0,0,0,0,0,0,0,0,0.23089473208879,0,0,0,0.166942945190367,0,0.089750613409321,0,0,0.150304326380593,0,0,0,0,0,0,0,0,-0.0820422303027051,0.105018086115998,0,0,0,0.0151204679959691,0,0,0,-0.01514120817606,0.00252012695865731,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0.0221629388369647,0,0,0,0,0,0,0,0,0,0.0657015333720349,0,0,0.221181021092199,0,0,0,0,0,0,0,0.0176482586153856,0,0,0,0,0,0,0,0,0,0.0995785139403655,0,0,0,0,0.124628329683809,0,0,0.0338530692780331,0.385776965402932,0,0,-0.0121722991056313,0,0,0,0,0,0
