,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X600031.SH,X000559.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002292.SZ,X002236.SZ,X600372.SH,X600741.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X002465.SZ,X300124.SZ,X600177.SH,X002049.SZ,X000568.SZ,X600582.SH,X601877.SH,X002506.SZ,X002294.SZ,X002074.SZ,X300003.SZ,X000869.SZ,X002129.SZ,X300001.SZ,X000547.SZ,X002085.SZ,X600867.SH,X002498.SZ,X600498.SH,X600839.SH,X600252.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0798141213799487,0,0,0,0,0.07610151587917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158498503931553,0,0,0.059933810807587,0,0,0,0,0.0591386927796186,0,0,0,0,0,0,8.67361737988404e-19,0.0193666223065727,0,-0.00942780778291385,0,0,0,-0.0462600487534708,0,0,0.00296320688495958,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.252872388934799,0.0559030306130686,0.0372404210629052,0,0,0,0,0,0,0,0.0377651684275926,0,0.00850806546658435,0.0899730275751051,0,0,0,0.140408028509698,0,0,0,0.0106918718742513,0,0,0,0,0,0,0,0,0.0313741783262447,0,0,-0.000911086137774697,0,0,0,0,0.0140615144342795,-0.163440416705479,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868630939660505,0,0,0.0123800314191047,0,0,0,0,0.0525659146433052,0,0,0.0310436382831355,0.224256023071729,0,0.0732407022804255,0,0,0,0,0,0,0,0,0,0,0.139676887943634,0,0,0.0207270143290646,0,0,0,0,0,-0.00547649835919144,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0388673995809803,0,0,0,0,0,0,0,0,0,0,0,0,0.0196905283436626,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.100873871751527,0,0.184116296748485,0,0,0,0,0,0,0,0,0,0.0304633654228322,0,6.93889390390723e-18,0,0,0.02648978727057,0,0,-0.0140270819182941,0.0310424382010677,0,-0.00538092687510089,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671919346010007,0,0,0,0.00431084568035194,0,0,0,0,0,0,0,0,0,0,0.0533234659564126,0,0,0,0.0304222837783062,0,0,0,0,0.143841814506796,0,0.0654386245529673,0,0,0.0172390084115989,0,0.142374260424619,0,0,0,-0.00591241875390295,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15031495441779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831516065701402,0,0,0,0,-0.00781805196229612,0,-0.105747816423603,0,0,0,-0.0335009980819759,0.0433187777969971,0.017746105120671,0,0,0,0,0,0,-0.124287487779975,-0.0771745437642433,0.0551636607821614,0,0,0,0,0,0
X002304.SZ,0,0.041279111241569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157568926367695,0,0.012978505677813,0.159269419882906,0,0,0,0,0,0,0,0,0.0714509822990402,0,0,0,0,0,0.16888474791273,0,0,-0.070350961171993,0,0,0,0,0,0,0,-0.0683448190871769,0,0,0.00354342058759169,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.00725879582139919,0,0,0,0,0,0,0,-0.0735118879776184,0,0,0,0,0,0.107337155182634,-0.0540865059350588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416951244621467,0,0,0,0.0429165952119738,0.0439656537405353,0,0,0,0,0,0,0,0,0,0.0207294191693471,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668529899117773,0,0.0681659603403804,0.0540199773997727,0,0.00913879894420154,0,0,0,0.206796000851214,0.0206053186238761,0,0,0,0,0,0,0,0,0,0.122665662781799,0,0,0,0,0.0414925361364385,0,0,0,0,0,0.0105045806947269,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521522870703665,0,0,0.0923641014165381,-1.35525271560688e-20,0,0,0.330163680483083,0,0.0044715968953522,0,0,0,0,0,0.0249547433835713,0,0,0,0,0,0,0,0,0.0562328980374869,0,0.159891162054624,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0186878767984686,0,0,0,0,0,0,0
X600690.SH,0,0.0301452514745618,0,0,0,0,0.0281266539285919,0,0,0,0,0,0,0,0,0,0,0,0,0.00151654907631527,0,0.117615630904362,0.0730983017785565,0,0.0965975079924147,0,0,0,0,0,0.0390779132815615,0,0,0,0.0282780216150778,0,-0.0380864545455741,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371908578346821,0,0,0,0,0,0,0
X600703.SH,0,0.192121729513206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510904535937388,0,0.0174145058163002,0,0,0,0,0,0,0.0748706839171044,0,0,0,0,0,0,0,0,0,0,0.0658921685004748,0,0,0.151600475613405,0,0,0,0,0.0426789567978408,0,0,-0.00891809839717426,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672245811522549,0,0,0,0,0.176753150752404,0,0.0789955150032189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0605205287210602,0.160692887203019,0,0,0.0592758581536868,0,0,0,0.148782955968135,0,-0.0309811550883083,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12805161631497,0,0,0.0396471456094025,0,0,0,0,0,0,0,0,0.0955525050418893,0,0,0.0744276335639606,0.150493016149879,0,0,0,0,0,0,-0.0846985243826686,0.0127326301284696,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020191211862027,0,0.09945891786172,0,0,0.039829148503478,0,0,0,0,0,0,0,0.0077267313170378,0,0,0,0,0.0650684810516264,0,0.0654611747731384,0,0,0.0965757833114375,0,0.274887263510329,0,0,0,-0.00479158369820739,0,0,0,0,0,0,0
X000559.SZ,0,0,0.104196839154192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497420238426637,0,0,0,0,0,0,0,0,0,0,0,0.134469431206661,0,0.0188622540001271,0,0,0,0.0161860811712735,0,0.102670097492052,0,0,0,0.234850967713429,0,0,0,0,0,0,-0.0253542497148884,0.145817613169597,0,-0.0463164033690434,0,0,0,0,0,0,0
