,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600809.SH,X600031.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X000596.SZ,X300014.SZ,X000338.SZ,X000625.SZ,X600703.SH,X002241.SZ,X000100.SZ,X600741.SH,X002007.SZ,X002371.SZ,X000157.SZ,X002129.SZ,X601877.SH,X002049.SZ,X002179.SZ,X600584.SH,X600183.SH,X002236.SZ,X002414.SZ,X300142.SZ,X000800.SZ,X601799.SH,X300003.SZ,X000066.SZ,X002074.SZ,X002008.SZ,X300146.SZ,X000799.SZ,X002508.SZ,X000977.SZ,X600779.SH,X002456.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.18392659282142,0,-0.0568999666650251,0,0,0,0,0,0.229016431023315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157284159272625,0,0.024937460427952,0,0,-0.064105469767559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111405154770715,0,0
X000858.SZ,0.134073966370636,0,0,0,0,0,0.057170048753421,0.405615078919322,0,0,0,0,0,0,0,0.0306083113749722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00940019340189647,0,0,0.0419724013859602,0,0,0,0,0,0,0.0656109309756234,0,0,0,0.0184166762688469,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00691200288465647,0,0
X600276.SH,0,0,0,0,0,0,0.0686363542015933,0,0,0.089851436481162,0,0,0,0,0,0,0,0.00992376488762611,0,0,0,0.064689583905205,0,0,0,0.1284712044851,0,0,0,0,0,0,0,0,0,0,0.164669628254094,0,0.0183732914317938,0,0,0.0276042592237903,0,0,0,0,0,0,0,0,0,-0.00574061254935736,1.73472347597681e-18,0,0,0,0.0092330306806768,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0653177489887184,0,-0.0140978265951255,0,0,0,-0.0363683794481314,-0.0782656335656637,-0.00249914496710339,0,0,0,0,0,0,-0.168699218153705,0.114497791052103,-0.0452032256514886,0,0,0,0,0.1355547395001,-0.0285287855796959,0,0,0,0,0,0,0,0,0.222234194498686,0,0,-0.0555999734590607,0,0,0,0.0126677670466684,-0.028501930031335,0,0,0,-0.0122343348594508,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0802315632338145,0,0,0,0,0,0,0,0,0,-0.0640661371335537,0,0,0,0,0.186579775125083,0,0,0,0.157537804523028,0,0,0.046611858849377,0,0.0715368425048952,0,0,0,0,0.0744934289953025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238784600924051,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768817176836368,0,0,-0.0413275591333966,0,0.369749437016358,0,0,0,0,0,0,0,-0.0132736975472518,0,0,0.0274495385431157,0,0,0,0,0,0,0,0,0.0269805406739101,0,0,1.73472347597681e-18,0,4.33680868994202e-19,0.172286525143759,0.182252304659432,0,0.0332793407181449,0,0,0,0,0.00630139700549103,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.159505452752278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211482018031393,0.00786409556562612,0,0,0,0.150366670548337,0,0,0.156629002634155,0.0828158234616559,0,0,0.0369868123096581,0,0.0592960468062991,0,0,0.187132928793772,0,0,0,0.0206908523813615,0,0,0,0,-0.00194360731010077,0,0
X000568.SZ,0,0.0230807620863381,0,0,0,0,0.06342791239403,0,0,0.422746359769556,0.0269457504249298,0,0,0,0,0,0,0,0,0,0,0.0264965365088158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108521350422483,0,0,0,0,0,0.153487250579977,0,0,0,-0.00222907805739979,0,0,0,0,-0.00387063484862216,0,0
X600104.SH,0,0,0,0,0,0.0861644298779287,0,0,0,-0.0744485984265461,0,0,0,0,0,0.0572111369914022,0,0,0,0.0763997336822622,0.17538182969808,0,0,0,0.227246887020533,0,0,0,0,0,0.100015040102671,0,0,0,0,1.73472347597681e-18,0.0054958951908518,0,0,0,0,0,0.192579059937875,0,0,0,0,0,0,0,0,0.0220143215613514,0,0,0,0,-0.0186043416040376,0,0
X600809.SH,0,0,0,0,0,0,0,0.271991399143308,0,0,0,0,0,-0.0281880025669483,0,0,0,0,0,0,-0.101774504920112,0.114989556473165,0,0,0,0,0,0,0,0,0,0,0,-0.0368451469521709,0,-0.0346245725247136,0,0,0.138583189990713,0,0,0,0,0,0.272028016528415,0,0,0,0,0,0,0.0310959853775509,0,0,0,0,0.0317433913570034,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100700735887524,0,0,0,0,0.11692101758623,0.0408312303639827,0,0,0,0,0,0,0,0.305220463470062,0,0,0,0,0,0,0,0,0,0.0249629195429253,0.114599523160722,0,-0.238110538558259,0,0.0324257853474667,0,0.275673223381724,0,0,0,0,0,0,0.0104769392204085,0,0,0,0,0.00651517991414793,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433474681018169,0,-0.0107156292121022,0,0,0.0249221705700277,0.0237289214365428,0.110741698559375,0.389751171490974,0,0,0.195506584533267,0,0,0.172321413589502,0,0,0,0,0,0,0.00941235424649896,0,0,0,0,0,0,0,0,0,0,0,0,0.0563291886888148,-0.0484816702480425,0.00209323814710009,0,0,0,0,0.00160133600518926,0,0
X600690.SH,0,0,0,0,0.101641912590565,0,0,0,0.263797406674797,0.150909989519412,0,0,0,0,-0.17673653971057,0,0,0,0.0333555495102333,0,0,0,0.0358866863693461,0,0.0288363451569981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157336123599859,0.0362522427054737,0,0,0.254484140865959,0,0,0,0,0,0.0127472926670653,0.0463898884175377,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,-0.0856244299466003,0,0,0,0,0,0,0,0,0,0,0,0,-0.476610219313882,0,0,0,0,0.356288064128892,0,0.168171641724781,0,0,0,0,0,0,0,0.594645581739718,0,0.0300770291216483,0.0375898910967058,0,0,0,0,0,0,0,0,0,0,0,-0.0457509957864075,0,0,0,0,0.0270013053492766,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.101744775796949,0,0,0,0,0,0,0,0,0,0,0.0220522989296657,0,0,0.0603335136152888,0,0,0,0,0,0,0,0,0.137186007080766,0,0,0,0,0.0237573576093724,0.0469870493537402,0,0,0.0846125306653373,0.00867192429078811,0.0655444594924226,0.0798756902016809,0,0,-0.0300157468997895,0.0179163499588142,0,0,0,0,0.0784328958011938,-0.047747305588956,0,0,0,0.0178577432366632,0,0
X300124.SZ,0,0,0,0,0,0.0868713718228176,-0.0165653819055664,0,0.0777427966581695,0,0,0,0,0,0,0,0,0.0440036081508989,0.0928025568736762,0,0,0,0,0.0107088013679378,0,0,0.0805143065125071,0,0,0,0,0,0,0,0,0,0,0.0705773202480733,0,0,0,0.0984129513756151,0,0,0,0,0,0.026076290162771,0,-0.0534475474403235,0,0.0220620887653315,0.0113516226881637,0,0,0,0.0056510112338461,0,0
X003816.SZ,0,0,0,0,0,0,0.0124376423850827,-0.0341373987600716,0,0,0,0,0,0,0.0601447055084188,-0.00981291938728164,0,0,0.0489129899638664,0,0,0.0545676206991512,0,0,0,-1.0842021724855e-19,0,0.0718038648371906,0,0,0,-0.0146203062250685,0,0,0,0.0421747080702707,0.00901665791921232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00552319309852495,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0.0424867750275799,0,0,0,-0.0276217688048981,0,0,0,0,0,0,0,0,0.0907759060927182,0,0,0,0,0,0.178131714591836,0.0735273013793931,0,0,0,0.0856716832258556,0,0,0,0,0,0,-0.0396383744062412,0,0,0,0,0,0,0.427751233958096,0,0,0,-0.0103546998809827,0.0145738944053193,0,0,0,0.0198273793049373,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00855530354453861,0,0,0,0,0,0.172176890435111,-0.214432520502957,0,0,0,0,0,0,0,0.0615878981896807,0,0,0.207212386331429,0,0.293856880421768,0.137127681337545,0.194744912517687,0,0.288894900746956,-0.34274420967803,0,0.123095206992855,0,0.0254289083128437,0,0.0200191959573081,0,0,0,0,0.00470073327621514,0,0
