,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002129.SZ,X000725.SZ,X000625.SZ,X003816.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X600089.SH,X002179.SZ,X000661.SZ,X601877.SH,X002074.SZ,X300142.SZ,X600741.SH,X600522.SH,X002180.SZ,X600460.SH,X000733.SZ,X600702.SH,X000100.SZ,X600884.SH,X000799.SZ,X000157.SZ,X002236.SZ,X000800.SZ,X600584.SH,X002176.SZ,X601799.SH,X600779.SH,X002056.SZ,X002007.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.186651746263291,0.166230215151597,0,0,0.050351627849006,0,0.0122114499414608,0,0,0,0,0.0807017607775042,0,0,0,0,0,0.0959318384956548,0,0,0,0,0,-0.0312089117432313,0,0,0,-0.0306741754831305,0,0,0,0,0,0,0.0113464251708538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542424333784632,0,0
X000858.SZ,0.0852262236777288,0,0.0196508401959431,0.230158140024274,0,0,0,0,0.0150135955281216,0,0,0,0,0,0,0,0,0,0.00772351641957161,0,0.0700391358967435,0,0,0,0,-0.0105100255670673,0,0,-0.0331829800463435,0,0,0,0,0,0,0,0.0738045127268629,0,0,0.233124666863522,0,0,0,0,1.73472347597681e-18,0,0.101202786571696,0.0200069300816755,0,0,0,-0.0124311906818804,0,0,0,0,0,0,0
X600809.SH,0,0.53463697198789,0,0.0241656925529542,0.0221939342299101,0,0,0,0,0,0,0,0,0,0,0,-0.0298995872151363,0,0,0,0.144803597361846,0,0,0,0,0,0,0,0,0,0,0,0.117834340419575,0,0,0.0467878856259095,0.222141691457434,0,0,0,0,0,0,0,0,0.00217291428398983,0,0,0,0,0,0.00161028797365503,0.0146226508899154,0,0,0,0,0,0
X000568.SZ,0,0.0379675787683402,-6.93889390390723e-18,0,-0.0866044596511204,0.210551761567952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05262726784445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2430167475076,0,0,0.322413942493882,0,0,-0.0259965012332061,0,-0.00193583089895866,0,0,0,0,0,0,-0.00820316212405386,0.0736417755023215,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.31108408774116,0,0,0,0,0,0,0.0692576504664915,0,0,0,-0.302734728174979,0,0,0.219152826541301,0,0,0,0,0,0,0.0779830798288613,0,0,0,0.0293814230611164,0,0,0,0,0,0,0,0,0,0,0.64260307506446,0.264161761002309,0,0,-0.0265438851535588,0,0.0278834661027283,0,0,0,0.0195225502787751,0.149392770234432,0,0,0,-0.011272974406966,0,0
X002304.SZ,0,0,0.0345193382585808,0.149199903019661,0.0173730506846504,0,0.136932517856031,0.0396233794546503,0,0,0,0,0,0,0,0,0,0,0,0.013359633038344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745772411377505,0.230608975169813,0,0.000900984118386243,0,0,0,0,0,0,0,0,0.0370277745118631,0,0,0,0,0.00250995872288899,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.04479746459042,0,0,0,0,0,0,0.208848291019017,0,-0.0808892177086129,0,-0.018615833195641,0,0,-0.00569027671870684,0,0.00882765453925715,0.0278092615826839,0.188867738821562,0,0,0,0,0,0,0.023561481819278,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0197767656085884,0,0,0,0,0,0,0,-0.0315487257009036,-0.00438317407422086,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0519770878497762,0,0,0,0.0572579737682159,0,0,0,0,0,0,0,0,0,0.0174933911294141,0.391549682536678,0.141312459211445,0.0178341992149635,0,0,0,0,-0.091015330232088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138721227854965,0,0,0,0,0.0078536061950947,0,0,0.118142945046783,0,0.0107588482363153,0.0232534827692731,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.270029907994024,0.179542194525675,0,0,0,0,0,0,0,0,0.192485716522546,0,0,0,0,0,0,0,0.0110375089757988,0,0,0,0,0,0,0,0,0,0,0,0.0338699956031311,0,0,0,0,0,0.0168116162803821,0,0,-0.0444518555763668,0.33323630110794,0,0,0,0,0.0347984425135572,0,0,0,0,-0.0640705993125786,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117110226809247,0.0235984930070724,0,0,-0.0370701430382381,0,0,0,0,0,0,0,0,0,0,0.216778294180129,0.0625195611874091,0.0392763035202137,0,0,0,0,8.67361737988404e-19,0,0,0,0.0784247124584485,0,0,0.0148850880507485,0,0,0,0,0.037025658465198,0,0,0,0,0,0,0,0
