,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X002508.SZ,X000100.SZ,X601877.SH,X300124.SZ,X300136.SZ,X600271.SH,X600522.SH,X300003.SZ,X002008.SZ,X600177.SH,X000157.SZ,X002294.SZ,X002007.SZ,X002085.SZ,X600118.SH,X600089.SH,X600487.SH,X600566.SH,X600699.SH,X600867.SH,X600809.SH,X600372.SH,X000559.SZ,X300115.SZ,X000623.SZ,X002180.SZ,X000980.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0551546935545393,0,0,0.0985042211632877,0,0,0,0,0.0131681067147874,0,0,-0.00417202536406177,0,0,0,0,0,-0.0199429772957914,0,0,-0.0653488079727469,0,0,0,0,0,0,0.0972396546504429,0,0.214323935990598,0.056242877380581,0,0,0,0.365242564801456,0,-0.133982188828065,0.0611353023295266,0,0,0,0,0.0110147507187338,-0.0119296885428934,0,0,0,0,0,0
X600104.SH,0,0,0,0.259531101631365,0,0,0,0,0,0,0,0,0,0.56877467118625,0,0,0,0,0,0,0,0.0241395600679314,0,0,0,0,-0.212088609847415,0,0,-0.0407267189213061,0,0,0,0,-0.0196687080084342,0,0,0,0.108342917977459,0,0,0,0,0,-0.0767360238133885,0,0,0,0,0.000974156327162426,-0.0176634128981401,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0153983457495946,0.12093050840103,0,0,0,0,0,0.157390698323396,0,0.160124305215066,0.269316379356795,0,0,0,0,0,0.0785883568219212,0,0,0,0,0.0107412767212084,0.0842672808653759,0,0,0,0,0,0,0,0,0,0,0.112266104143802,-0.277990587684792,0,0,0,-0.164735172975676,0,0,-0.0900198246727379,0,0,0,0.00983363287962957,0,0,0,0,0,0
X000651.SZ,-8.67361737988404e-19,0,0,0,0,0,0.0283050802229302,0,0.200958779275275,0.179050375309855,0.119038223240834,0.0184645583006078,0,0,0,0,0,0,0,0,-0.0275881347235316,0.14179672516774,0,0,0,0.104329416657304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00679028919923605,0,0,0,0,0,0
X000858.SZ,0.0912958829839255,0,0,0.0480153148634766,0,0,0.00308200358363621,0,0,0,0,0,0.586493516028992,0,0,0.079383312931504,-0.00435612986103599,0,0,0,0,0,0,0.0869081604519519,0,0,0,0,0.0342521060915416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00656442057802758,-1.48694721930085e-05,0,0,0,0,0,0
X600276.SH,0,0.183271063829723,0,0,0.0750486372125198,0,0,0.00168447209066479,0,0,0,0,0,0,0,0,0,-0.143274711808718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00546336235216305,0,0,0,0,0,0,-0.044804478159227,-0.184092196717747,0,0,0,-0.00126662248357073,0,0.0141328006980831,0.0205663157743328,0,0,0,0,0,0
X000725.SZ,0,0,0.373430724012917,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0288703354744616,0,0,0,0.0451571026751615,0,0,0,0,0,0,0.232789765588432,0,0,-0.0711919708114127,0,0,0,0,0.253430449511972,0,0.471504415413197,0,0,0,0,0,0.137248107916794,0,0,0,0,0,0,0.00933078026293366,0.0197687391035439,0,0,0,0,0,0
X002304.SZ,0,0.138429800728844,0,0,0.464420363696477,0,0,0,0.245019467361775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442874961229216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161290959836261,0,0,-0.0250152713758474,0,0,0,0,-0.00568275876310664,0.0299654616151874,0,0,0,0,0,0
X600690.SH,0,0.626537056765136,0,0.0343963541264792,0,0,0,0.0431275113821651,0,0,0,0,0,0.0128863099138381,0,0.0422246651129622,0,0,0,0,0,0,0,0,0,0.0169043637372033,0,0,0,0.00579153307198416,0,0,0,0,0,0,0,0.0469779339916343,0,0,0,0,0,0,0.105196858099202,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0754533258304332,-0.0105217294273964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290928780971865,0,0,0,0,0,0,0,0.0539555507640584,0,0,-0.061033156945209,0,0,0,0,0.058094855235642,0,0,0,0,0.0557710052969046,0,0.286047363894425,0,0,0,0,-0.00346923422333828,-0.00457901051901669,0,0,0,0,0,0
