,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600372.SH,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X002475.SZ,X000559.SZ,X601877.SH,X000550.SZ,X002129.SZ,X000568.SZ,X002456.SZ,X600066.SH,X002294.SZ,X600271.SH,X002292.SZ,X600435.SH,X300003.SZ,X300124.SZ,X002038.SZ,X000400.SZ,X000869.SZ,X600839.SH,X600566.SH,X002049.SZ,X000977.SZ,X000800.SZ,X002008.SZ,X000623.SZ,X600177.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.0952334056362186,0,0.0472878267858486,0,0.027239223670376,0,0,0,0,0,0.32076521325515,0.0975866751993851,0,0,0,0,0,0,0.0306538170936351,0,0,0,0,0.112560216261337,0,0,0,0,0.035895556533976,0,0,0,0,0,-0.021470865279985,0,0,-0.00145605534167685,0.088738661544907,0,0,0,0,0,0,0.00876206909242975,0,0,0,0,0,0
X600519.SH,0.168486440436202,0,0,0,0.0625066181305143,0.189586409212643,0.213300499322063,0,0,0,0,0,0,-0.0315904546774699,0,0,0,0,0,0,0,0,0.0246588229087159,0,0,0,0,0,0,0,0,0,-0.107357097858066,0,0,0,0,0,0,0,0,-0.00487498261945993,0,0,0,0,0,0,0,0,0,-0.022578120316439,0.0148289130210181,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892372895535922,0,0,0.0209261595094634,-0.0373440149898395,0,0,0.070897825302698,0,0,0,0,0,0,0,0.0377227976131193,0,0.0428566907942221,0,0,0,0,0,0,0,0.0669914062744702,0,0,0,0,0,0.0435404818655945,-0.0189481579221913,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.127607019632161,0,0,0,0,0.163892658817918,0,0,0,0,0,0,0,0,0.0359547987340658,0,0,0,0,-0.033081259378151,0,0,0,0.0397338185187222,0,0,0,0,0.0488790425434427,0,0,0,0,0,0,0,0,0,0,0,-0.00328968158919855,0,0,0,0,-0.000345587382890181,-1.0842021724855e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.027904272636148,0,0,0,0,0,0,0,0,0.395504581052344,0,0,0,0,0,0.042616199762138,0,-0.00574868098670321,0,0,0,0,0,0,0,0,0,0,0,0.040386658200817,0,0,0,0.160565499462687,0,0,0.145411668558997,0,0,0,0,-0.060066130984331,0.0768344513304744,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0221725287199474,0,0,0,0,0,0,0,0,0,0,0.25683687220705,0,4.33680868994202e-19,0,0,-0.0453545924872215,0,0,0,0,0,0,0.00969633126247012,0,0,0,0,0,-0.00825014337204255,0,0.148910823753872,0,0,0.337106438647397,0,0,0.0183399550281431,0,0,0,0,0,0,0,-0.0191777909621367,-0.00242079657322276,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0374450123507757,0,0.543471084428268,0,0,0,0,0,0,0,0,0,0,0,0.119784959377204,0,0.0220766803418712,0,0,-0.103606003003857,0,0,0,0,0,0,0,0,0,0,0,0.201417169502686,0,-0.0123937086058735,0,0,0,0,0,-0.03210674089637,0,0,0,0,0,0,0,0,-0.00982224172439361,0.0172478440747493,0,0,0,0,0,0
X000625.SZ,0.373073465664374,0,0,0,0,0,-0.10767686777222,0,0,0,0,0,0,0,0,0,0.018234089947177,0.00872760993326808,0,0,0,0,0,0.069679221639374,0.0485783234590464,0,0,0,0.0290083369360923,0,0.202716006858524,0.093922782208478,0,0,0,-0.0413727092357616,0,0,0,0.0421168900352365,0,0,0,0,0,0,0,0,0,0,0,0.0208846442772418,-0.0594586981825311,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0434187677973732,0,0,0,0,0,0,0,0,0.0488200908672401,0,0,0,0,0.0378378696632813,0.123945377167868,0,0.0644318164631494,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0905351477206933,0,0,0,0.0624199424540295,-0.102631596728092,0,0,0.0416727657870853,0,0.0210918763414746,-0.0159533585482741,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0115753294124815,0,0,0,0,0,0,0,0,0.0452438500922231,0,0,0,0,0,0,0,0,0.0569436010386339,0,0,0,0,0,0,-0.0215424633451313,0.147815816664437,0,0,0,0.0182419366414183,0,0,0.0987145210671127,0,0,0,0,0,0,0,0,0.00623299995409956,0,0,0,0,0,0
