,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X002304.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X600703.SH,X002241.SZ,X000157.SZ,X000625.SZ,X600741.SH,X002129.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X002049.SZ,X002414.SZ,X600584.SH,X000799.SZ,X600183.SH,X000800.SZ,X601799.SH,X300003.SZ,X600779.SH,X002008.SZ,X300146.SZ,X002074.SZ,X600089.SH,X000977.SZ,X600118.SH,X600707.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.193256262990704,0,0,0,0.0306126805411967,0,0,0,0,0,0,0.128698005151146,0.111458050872185,0,0,0,0,0,0.00133289782934353,0,0,0,0.0620751022044138,0,0,0,0,0,-0.0285084652857453,-0.125991333567386,0,0,0.0155930853455376,0,0,0.132260294469292,0,0,0,0,0.0668602996198816,0,0,0,0,0,0,0,0,0,0.0253324113618071,-0.0410509070976375,0,0,0,0.00346858400618808,0,0
X000858.SZ,0,0,0,0,0,0.286354135392121,0.102300661748121,0,0,0,0,0,0.116120251853137,0,0,0,0,0,0,0,0.0728715734877268,0,0,0,0.0304150997863428,0,0,0.0532962461574172,0,0,0,0.0563415928017633,0,0,0,0,0.168912877365028,0,0,0.0444877433452102,0,0,0,0,0.024896968551041,0,0,0,0,0,0,-0.00941475943498737,0,0,0,0,0.0154544413383685,0,0
X002415.SZ,0,0,0,0,0,0.0854508321981115,0,0,0,0,0,0,0,0,0,0,0.0457661223703378,0,0,0,0,0,0,0,0,0,0,0,0,0.294895178624462,0,0.235310247363833,0,0,0,0,0.0706196584643781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515307493187076,0,0,0,0,-0.0119947884605339,0,0
X600276.SH,0,0,0,0,0,0.0667804461297909,0.0460697592592848,0,0,0.0564080451248136,0,-0.0223079440954797,0,0,0,0,-0.0473177827229981,0,0,0,0,0,0,0.0699667391191185,0,0,0,0.212320461142348,0.0058213466917845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1316398035597,0,0,0,0,0,0,0,0.00183052883356424,0,0,0,0,0.0442945046211033,0,0
X000651.SZ,0,0,0,0,0,0,0,0.138714815378222,0,0,0,0,0.0236222762238761,0,0,-0.0355435127819789,0,0,0,0.250038676080151,0,0,0.00513955152640499,0,0,0,0,0,0,0,0.0148580552666147,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432105944562073,0,0.0172893822542689,0,0,0,0,0,-0.0189967426718002,0,0,0,0,-0.0204093157497944,0,0
X000568.SZ,0,0.479243601622089,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0965942850648422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162176147818218,0,0,0,0,0,0,0.186922056860085,0,0,0,0,0.151113992276779,0,0,0,0,0,0,0,-0.0187832618054142,0,0,-0.0430255740991706,0,0,0,-0.0112726028899682,0,0
X600809.SH,0,0,0,0,0,0.0577477207601398,0,0,0.284057298053086,0,0,0,0,0,0,0.147362501909017,0.0265156499602543,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.104665893975818,0,0,0,0,0,0.321304901445951,0,0,-1.73472347597681e-18,0,0.0655134932613408,0,0,0,0,0,0,0,0,0,0,-0.0597640329810844,0,0,0,-0.0179614548798743,0,0
X600690.SH,0,0,0.0981219193945508,0,0.142093985783351,0,0.196135927157592,0,0,0,0,0,0.0788569525849984,0.0774460003666731,0,0,0,0,0,0,0,0,0,0,0,0.104247451988557,-0.119459909651936,0.0960494892752386,0,0,0,0.151569108570418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297829870664409,0,0,0.00640906187224803,0,0,0,0,-0.0197452308904092,0,0
X600031.SH,0,0,0,0,0,0,0.0295502194304478,0,0,0,0,0,0,0,0,0,0.12722153917081,0,0,0,0,0.106672019046298,0.112550982260574,0.0993237310022154,0,0,0.273939251475576,0.165331736390938,0,0,0,0,0,0.146789220948135,0,0,0,0,0,0.0381421001055674,0,0,0,0,0,0,0,0,0.0214716129239083,0.0858146157192574,0,-0.0331676447977747,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515711192211208,0,0,0.070458034295598,0,0,0.0481365375815875,0,0,0.48786638283278,0.089882684566277,0,0,0.0952412020589376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044803231261289,0,0,0,0,-0.00879768127562533,0,0
