,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X600703.SH,X600066.SH,X600118.SH,X000100.SZ,X600271.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X002475.SZ,X000623.SZ,X600177.SH,X300124.SZ,X600582.SH,X000568.SZ,X000800.SZ,X002294.SZ,X000400.SZ,X002129.SZ,X000559.SZ,X000869.SZ,X600839.SH,X002456.SZ,X002292.SZ,X600312.SH,X000977.SZ,X002007.SZ,X002465.SZ,X000050.SZ,X300003.SZ,X600435.SH,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.23441338524648,0,0,0,0.14803549295928,0,0,0,0,0,0,0.60703616224371,0,0,0,0,0,-0.0236387074855319,0,0,0,0,0,0.00105849628924894,0,0,0,0,0,0,0,-0.0311073893223524,0,0,0,0,0,0.146680433684722,0,0,0,0,0,0,0,0,0,0.00210773668566283,-0.118031242550344,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.138101715779565,0.0618783853733422,0,0,0,0.192485764076078,0,0,0,0,0,0,0,0.0229044500996443,0,0,0,0,0,0.0101367919257801,0,0,0,-5.42101086242752e-20,0,0,0.106050649753284,0,0,0,0,0,0.00407684696462575,-0.00536260316970229,0,0,-0.0846539672420345,0,0,0,0,0,0,0,0,0.00253103409984591,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.152681901064992,0,0,0,0,0,0,0,0,0.0487879879210915,0,0,0.218691937251971,0,0,0,0,0,0.156625678317009,0,0,0,0,0,0,0,0.0217332359744763,3.46944695195361e-18,0,0.0478919454626947,0,0,0.0811501142174011,0,0,0.0284576428368119,0,0,0,0.0459596510477788,0,0,0,0,0,0,0,-0.0356496165248311,-0.0305496747783114,0,0,0,0,0,0
X002415.SZ,0,0,0.168197534132554,0,0,0.0269526282499659,0,0.0145889878908692,0,0,0,0.0777055768657628,0,-0.0969271481193593,0,0,0,0,0,0,0,0,0,0,0,0.4965133765296,0,0,-0.00614981334477643,0,0,0,0,0,0,0.0645802867199517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00962836580901483,-0.0123639364380036,0,0,0,0,0,0
X000725.SZ,0.0877144801699661,0,0.155820793254025,0,0,0,0,0,0,0,0,0,0,0,0.179877838337448,0,0,0,0,0,0.0938584079084098,0,0,0,0,0,0,0,0,0.183147445101398,0,0,0.109178802021361,0,0,0,0,0,0,0,0,0,0,0,0,0.148980460659575,0,0,0,0,0,-0.00795333932735033,0.00574079006458347,0,0,0,0,0,0
X000625.SZ,0.383193782972139,0,0,0,0,0,0,0.0657420709665929,0.162078021000861,0,0,0,0,0,0,0,0.0893610810919473,0.0251149281793295,0,0,0,0,0,0,0,0,0,0,0.0846618121922881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056492226700233,0,0,0,-0.000338921066913244,0,0,0,0,0,0
X000858.SZ,0.00541852945795767,0.105355989046079,0.0117266259699113,0,0,0,0,0,0.0898313540485321,0,0,0,0.225006373784645,0,0,0,0,0,0,0,0,0.116094695458355,0,0,0,0,0.0648971006594589,0,0,0.0564697247030759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017000344299599,0,0,0,0,0,0
X002304.SZ,0,0,0.0308197767724526,0,0,0,0.155239549183027,0,0,0,0,0,0,0,0,0,0,0,0,0.0540101384056395,-0.0167018138834667,0,0,0,0,0,0.144907047875597,0,-0.0209199576088993,0,-0.0204332304405734,0,0,0,0,0,0,0,0.204159290140964,0.0685016188203333,0,0,0,0,0,0,0,0,0,0,0,0.0233262747239236,0,0,0,0,0,0,0
X000063.SZ,0.140574026488884,0,0,0,0,0,0,0,0,0.0196301530600264,0,0.0555127733910436,0.175699602944101,0,0.0554952344353195,0,0.0415046568281336,0,0.000882402697866283,0,0,0,0,0,0,0,0,0,0,0.174297090079594,0,0,0,0.0714946786270972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103279969075218,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972551239237055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0984397917668532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284479053075052,0,0,0,0,0,0,0
