,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000596.SZ,X000625.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X002241.SZ,X600584.SH,X000157.SZ,X601877.SH,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X000733.SZ,X600702.SH,X300142.SZ,X002463.SZ,X002007.SZ,X000800.SZ,X600460.SH,X601799.SH,X000066.SZ,X002028.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.380862803522983,0.00600160068665596,0,0,0.0147718056985094,0,0,0,0.0372617294739691,0,-0.0147318192502826,0,0,0,0,0,0,0,0,0.035999557188387,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.00398746644954215,0,0,0,0,0,0,0,0,0,0,0.128056594415949,0,-0.0475814031414213,0,0,0,0,0,0,0,0,-0.00601573818419436,0,0,0,0,0,0,0
X000858.SZ,0.172200272862603,0,0.580569433586796,0,0,0,0,0.0539179362663202,0.0465815042039482,0,0,0,0,0,0,0,0,0.0171405488162078,0,0,0,0,0,0,0,0,0,0,0,-0.013272894498009,0,0,0,0,0,0,0,0,0,0,0.068143615772217,0,0,0,0,0,0,0,0,0,0,-0.0027760015845671,0,0,0,0,0,0,0
X000568.SZ,0.481251310082274,0.220219478799468,0,0,0,0,0,0,0,0,-0.0241890984883373,0,0,0,0,0.0507408722597971,0.104492538764996,0,0,0,0,0,0,0,0,0,0,0,-0.0372052152194181,0,0,0,0,0,0,0,0,0,0,0,0.256164658108835,0,0,0,0,0,-0.013768707699681,0,-0.0770451996849304,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.302079038862995,0,0.00406780479374248,0,0,0,0,-0.0147873961084834,0,0,0,0,0,0,0,0,0,0,0,0.144881407634254,0,0,0,0,0.33815768001187,-0.0241055894149901,0,0,0,0,0,0,-0.349674022969578,0.314894637251013,0,0,0,0,-0.0881192095549443,0,0,0,0,0,0,0,0,0,-0.03803137937268,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.246490772989267,0,0,-0.041390639265782,0,0,0,0,0,0,0.138618599849068,0,0,0,0,0.0279398521091576,0,0,0,0,0,0.0206252422057762,0,0,0,0,0,0,0,-0.0608283653046286,0,0,0.191808039962573,-0.0125849505168914,0,0,0.131886551477624,0,0,0,0,0,0,0.105972736923843,0.102451906128158,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.155109267308232,0,0,0,-0.0760411436635127,0,-0.347682967182475,0,0,0,0,0,-0.525962815321357,0,-0.0223447239271881,0,0,-0.148385989223009,0.134388212666345,0,0,0,0,0,0.467093820035022,0,0,-0.0612681679906178,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553333790927957,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.109230257834534,0,0,0,0,0,0,0.0524379606880226,0,0,0,0,0,0,0,0,0,0,0,0,0.0173019684828961,0,0.035897381204922,0,0,0.0338691682472545,0.0484690051464129,0,0.614766306375603,0.14961594693163,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.19202855558315,0,0,0,0.0950654115318256,0,0,0,0,0,0,0,0,0.098401572154142,0,0,0,0.0598005461590484,0,0.0102819653329441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976726598976399,0,-0.010409371859389,0,0,0,0,0,-0.025129885626039,0.0126519432496129,0,0,0,0,0,0,0.0841417204989737,0,-0.0287186088089203,0,0,0,0,0,0
X002304.SZ,0,0.317246476142336,0.27615188141477,0,0,0,0,0,0,0,0,0,0.0446171936274402,0,0.00697843318946752,0,0,0.0573077386254142,0,0.0940748953696954,0,0,0,0,0,0,0,-0.0617707766545419,0.0153854632783278,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.000264863488012954,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00906572463814907,0,0,0,0,0,0,0
X000651.SZ,0,0.118339048976779,0,-0.11475106414089,0,0,0.0137560949032241,0.403162656178102,0,0,0,0,0,0,0,0,0,0.0811772492315999,0,0,0,0,0,-0.00646845737108508,0,0,0,0,0,-0.0271340081904527,0,0,0,0,0,0,-0.050173880230494,0,0,0.00266153244095907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0573277133281865,0.0489127916812856,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0882717359651264,0,0,0,0,-0.0414702883234262,0,5.42101086242752e-20,-0.0692768993547231,0,0.0373433240606409,0,0,0,0,0.20347550799448,0,0,0,0.0556373611622405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367224048236948,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0925390578963484,0,0,0,0,0,0,0,0,0,-0.0435899968977779,0,0,0,0,0,0,0,0,0,0,0.0720481174914919,0,0,0.177425647712045,0,0,0.00831220035643498,0,0,0,0,0,0,0,0.0797817066375179,0.112871004117072,0.18794833124872,0,0,0,0,0,0,1.23779306458059,0,-0.0227519085337235,-0.0337016688414843,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0512522171848725,0,0.0013042461554889,0,0,0,0,0,0.00476548631584835,0,0,0.103097402651356,0.248995011388964,0,0,0,0,-0.0888245210618848,0,0,0.0212933899199345,0,0,0,0.128954411181894,0,0,0,0,0,0,0,0,0,0,0.104130158805942,0,0,0,0,0.0491598840666903,0,0,0,0,-0.0142522806629337,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643523416369422,-0.0241768002520056,0,0,0,0,0,0,0,0,0,0,0,0.17414729109584,0.00949098500764124,0.0328463415088358,0,0,0,0,0.109845735711547,0,0,0,0,0,0,0,0.0162011614636153,0,0,0,-0.0279002964791941,0.013131060864212,0,0,0.122116816458344,0.00469128065705732,0.0136362659847175,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0823322015247509,0,0,0.0179406796216453,0,0,0,0,0,0,0,0,0,0,0,-0.17429722181455,0,0,0,0,0,0.382084806903207,0,0.0390051827858539,0.00867579105837102,0,0,0,0,0,0,0.0497944304949535,0,0,0,0,0,0.049600691579005,0,0,0,0.143426310685965,0,0,0,0.141121284602808,0.00143801494983702,0,0,0,0,0,0,0
X002371.SZ,0,0,0.241954377936205,0.124621579083465,-0.0504436153859517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.540570678558434,0,0,0,0,0.187168670621922,0,0,0.144052362517086,0,0,0,0,0,-0.139337820699949,0,0,0,-0.0208419812089394,0,0.0685198775372345,0,0,0,0.366583203540156,-0.265055674650695,0,0,0,0,0,0.0636948448313234,0,0,0,0,0,0
