,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600031.SH,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X002508.SZ,X300124.SZ,X600271.SH,X002085.SZ,X600118.SH,X600089.SH,X600177.SH,X000157.SZ,X002007.SZ,X300136.SZ,X300003.SZ,X600372.SH,X600522.SH,X002008.SZ,X000981.SZ,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X600566.SH,X002074.SZ,X000066.SZ,X600809.SH,X300115.SZ,X000596.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.120215042057304,0,0,0,0,0,0,0.234055677800005,0,0,0,0,-0.0346140075692909,0,0,0,0,0.0473940426927453,0,0,0,0,0,0.0642348096016019,0,0,0,0,0,0.0194919801588422,0,0,0,0,0,0.145257972492297,0,0,0,0,6.93889390390723e-18,0.0158901636802811,0.155655331642735,0,0,-0.0032913843160042,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.00860581219215987,0,0,0,0,0,0,0,0.29165778364017,0,0.256459876515632,0,0,0,0,0,0,0,0,0,0.0360350926825857,0,0,-0.127216318578909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209933800613324,0,0.00346803422400866,0,0,0,0,0,0,0.0255038034744923,-0.00936088075352273,-0.00506252996375366,0,0,0,0,0,0
X002415.SZ,0,0,0,0.189604100592556,0,0,0,0,0,0,0,0,0,0,0,0,0.180278901564946,0,0,0,0,0,2.16840434497101e-19,0.0104286252338601,0,0,0,0,0,0,-0.00155354096634415,0,0.0663493339996903,0,-0.218483443634125,0,-0.167696356943542,-0.27178588922064,0,0.0577623039539925,-0.022848096031445,0,0,0,0.189794198315808,0,0.086821184664493,0,0,0,-0.0197248246743234,-0.0166524427015668,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.10412400271393,0.0818138665507427,0,0,0,0.0411479001928446,0,0.150690319024985,0.0381128851546393,0,0,0,0,0,0.0647557718580551,0,0,0,0,0.0934810712938133,0,0,-0.0458831874220263,0,0,0,0,0,0,0,-0.0692642288180079,0,0,0,0,-0.0782956130570884,0,0,0,0,0,0.0927816496791918,0,0,0,0,0.018864517557952,-0.00630573050769429,0,0,0,0,0,0
X000858.SZ,0,0,0,0.145641461477654,0,0,0,0.016095600116198,0,0,0.0495307557478752,0,0.328189876413775,0,0.0247993808754534,0,0.00935264835768404,0,0,0.0910745990628583,0,0.0293845114346406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104392249573083,0,0,0,0.0319014727347718,0,0,0,0,0.10973268852602,0,0,0,0,0,-0.00433283181805793,0,0,0,0,0,0
X000725.SZ,0,0,0,0.10770433302531,0,0,0,0,0,0,0,0.128655849246466,0,0.130392567989204,-0.336783672116139,0,0,0.127762642675584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282928901176301,0,0,0,0,0,0.273830983190503,0,0,0,0,0,0,0.0691987432351846,0,0.145432958314189,0.0450412630173384,-0.059939735981117,0.0419208925661727,0,0,0,0,0,0
X600276.SH,0,0,0,0.060962626828456,0,0,0,0,0,0,0,0.234569978733468,0,0,0,0,-0.0616540460865114,0,0,0,0,0,0.0440544023844804,0,-0.000524537549380897,0,0,0,0,0,-0.053917269076666,0,0,0,0,0.0202160926932538,0,0,0,0,0,0,0,0,0,0.0460634377937743,0,0,0,0,0.00502398180841908,0.015280915181748,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.154355433611898,0,0,0,0,0,0,0,0.387341114392039,0,0,0,0,0.0920888666762855,0,0,0,0.0049184127478188,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120082424573883,0,0.0916003766393957,0,0,0,0.112784484160537,0,-0.0423046454332405,0,0.133425216078591,0,0.0120552681840654,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0143035526132974,0,0,0.197788216153839,0,0,0,0,0,0.0219604515370082,0,0,0,0,0,0.00807494615332356,0.0361541694568226,0,0,0,0,0,-0.0349633948326205,0,0,0,0,0,0.022165989182152,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.00289148520164743,-0.0639024286957039,0.139194720530296,0,0,0,0,0,-0.0115814416738679,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.00313528285751961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167287433416667,0,-0.227771899391992,0,-0.0279163444686701,0,0,0,0,0,0.0596915347920014,0,0,0,0,0,0,0,0,0,0.0105514783493772,0,0.092447555318549,-0.13620198836017,0,0,0,0,0,0,0,0,0,0
