,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X600031.SH,X000063.SZ,X600690.SH,X000338.SZ,X600276.SH,X000157.SZ,X600372.SH,X600741.SH,X600089.SH,X002241.SZ,X000100.SZ,X600703.SH,X600118.SH,X600066.SH,X601877.SH,X000623.SZ,X000550.SZ,X000568.SZ,X600271.SH,X000581.SZ,X002236.SZ,X000800.SZ,X600177.SH,X002475.SZ,X000869.SZ,X002294.SZ,X600582.SH,X300124.SZ,X000559.SZ,X600839.SH,X002129.SZ,X000400.SZ,X000050.SZ,X600809.SH,X002456.SZ,X002007.SZ,X002465.SZ,X600252.SH,X000977.SZ,X300003.SZ,X002292.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0.2616601338015,0,0.156988463103798,0,0,0,0,0,0,0.566197423009502,0,0,0,0,0,0,0,0,0,0,-0.0562615905656141,0,0,0,0,0,0,0,0,0,0,0,-0.0297291402935613,0,-0.15094251157531,0,0,0,0.192584826977447,0,0,0,0,0,0,-0.0214961616998223,-0.00477135949306865,-0.00699408443603791,0,0,0,0,0
X600519.SH,0,0,0.0547322554474565,0.0964784521539299,0,0.284995341982692,0,0,0,0,0.322786543248773,0,0,0,0,0,0,0,0,0,0,0.0774057016099285,0,0,0,0,0,0,0.0317949613176318,0,0,0,0,0,0,0,0,-0.0531462803637139,0,0,-0.0254984724687811,0,0,-0.0428273353912869,0,-0.114497172091755,0,0,0,0.0672039373890981,0,0,-0.009495424211764,-0.0720097289841948,0,0,0,0,0
X000651.SZ,0.14436622223311,0,0,0.14300234685731,0.0800249860323082,0,0,0,-0.0541750988570343,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.300014982225959,0,0,0,0,0,0,0,0.0249469261330475,0,0,0,0.0272900579065448,0.0724517952936385,0,0.071460404227607,0,0,0,0,0,0,0,0,0.051480314886286,0,0,0,0,-0.068346664547094,-0.0161456829018826,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0158478491329383,0,0,0,0,0,0,0,0,0,0,0,0.450554341666339,0,0,0,0,0.102988363949544,0,0,0.115412574344634,0,0,0,0.278121199139737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561708075222369,0,-0.0628175335256183,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.110978256268191,0.12219653150479,0,0,0,0.0221382132905821,0,0,0,0,0,0,0,0,0,0,0.050111120068918,0,0,0,0,0,0,0.0613013878128048,0,0,0,0,0,0.235542066587381,0,-0.0378405208276541,0,0,0.0268765831117609,0.146649056915076,0,0,0,0,0,0,0,0,0,0,-0.0424509000190239,0.00125013035861051,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,-0.0463111017323142,0,0,0,0,0,0,0,0,0.309751918657458,0,0,0,0,-0.035912030394711,0,0,0,0,-0.155384477849917,0,0,0,0,0,0,0,0,0,0,0,0,0.254603853940729,0,0,0,0,0,0,0,0.291861246048098,0,0.0023539095466182,0.0172689274578954,0,0,0,0,0,0
X000625.SZ,0.360489396264007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573968803122733,0,0,0,0,0,0,0.120067835864866,0.0272099299037365,0,0,0,0.161419024794754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940557731611974,0,0,0,0,0,0,0,-0.0303771682500224,-0.00270712443554682,0,0,0,0,0,0
X000858.SZ,0,0,0.241189953528564,0,0,0,0,0,0,0,0.0832185115377816,0,0,0,0,0.147319739383744,0,0,0.0417411171238698,0,0,0,0,0,0,0,-0.0090374197319989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136721145398714,0,0.00801773002064815,5.42101086242752e-20,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0562284128604816,0,0,0,0.876307584185802,-0.0181149576106539,0,0,0,0,0,0,0,0,0.038207782487537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660357454729227,0,-0.0288755716322978,0,0,0,0,0,0,0
X000063.SZ,0.12781686040306,0,0,0,0,0,0,0,0.0930768384730464,0,0,0,0,0,0,0,0,0,0,0.147735344091123,0,0,0,0.0219614596384003,0,0,0,0,0,0,0.095011761669765,0,0,0,0,0,0.0940301304290048,0,0,0,0,0,0,0,0,0,0,0,0.0198121976839785,0.00884737786493408,0,0,-0.00496009745699063,0,0,0,0,0,0
