,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X000568.SZ,X002236.SZ,X600031.SH,X600271.SH,X000100.SZ,X600118.SH,X002475.SZ,X600177.SH,X002292.SZ,X002456.SZ,X000338.SZ,X000559.SZ,X600372.SH,X000157.SZ,X002007.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X600867.SH,X002180.SZ,X600522.SH,X300124.SZ,X002085.SZ,X002294.SZ,X600498.SH,X600089.SH,X002426.SZ,X002508.SZ,X002249.SZ,X601877.SH,X600487.SH,X000050.SZ,X000550.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.367311323977403,0.0361241172237652,0,0,0.0430359806270847,0.1320530649809,0,0,4.33680868994202e-19,0,0,0.00591894204475618,0,0.128190737307678,0.0439165133128445,0,0,0,0,0,0,0.06072536768689,0,0,0,0,0,0,0.219361366437862,0,0.0295156154145708,0,0,0,-0.038008122224455,0,0,0,0,0,0,0,0,0,0,0,0.00662700352664717,0,0,0.0749081611298129,0.0134586946888839,0,0,0,0,0,0
X600104.SH,0.105841553208604,0,0.150319820058428,0,0,0,0,0,0.420226254450934,0,0,0,0.0464469151666032,0,0.0625840284132846,0,0,0,0,0,0,0,0,0,-0.103831393060436,0,0,0,0,0,0,0,0,0,0.0375137128274005,0,0,-0.0445595660907417,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176169971851964,0,0,0,-0.331175498640486,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413903222795167,0,0,0,0,0,0.0502995177255784,0,0,0,0,0,0,0,0.0601453509010839,0,0.0476541010413087,0,0,0.0634132867478878,0.00583052507426772,0,0,0.377958436167794,0.0354339241146925,0,0,0,-0.165872338254747,0,-0.0422185251061157,-0.00441099140580043,0,0,0,0.0167258889597837,0,0,0,0,-0.182119841069748,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0540926145151496,0,0,0.214172554071532,0,0,0.000606062874970328,0,0,0.504733238972513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779505428441575,0,0,0,0,0.0389546382713218,0,0,0,0,0.0789393043379066,0,0,0,0,0,0,0,0,0,0,-0.0354182794757258,0,0,0,0,0,0,0
X600276.SH,0.170724814804971,0,0.197750581122733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164122073872094,0,-0.00130187314344407,0,0,0,0,0,0,0.0435795822738745,0,0,0,0,0,0,0,0,0,0.0814419091829156,-0.13085148341942,0,0.0421784181790891,0,0,-0.0257481667122692,-0.0317875493073189,0,0,0,0,0,0
X002304.SZ,0.0143142622317596,0,0,0,0.681643767539903,0,0,0,0,0,0,0,0,0,0.0447550430120008,0.0369114589960963,0,0,0,0,0,0,0,0,0,0,0,0.0665822496557382,0.00399928595825428,0,0,0,0.0442860176803237,0,0.0475445574005147,0.00312752230728616,0,0,0,0,0,-0.0331684439978541,0,0,0,0.028274732768769,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.159952244279138,0,0,0,0.0374372107227939,0,0.143422390081838,0,0,0,0,0,0,0,0.0259304489384722,0,0.0959375936920159,0,-0.0230130792938105,0,0,0,0,0,0,0,0,0,0,0.015013838211468,0,0,0,0,0,-2.16840434497101e-19,0,0.0151122117887528,0,-0.0809882148763661,0,0,0,0,0,0,0
X000625.SZ,0,0.197198988328222,0,0,0.00228439981368392,0,0,0,0,0.0294078634559801,0,0,0.15289947077989,0.0445431590929458,0,0,0.0617409112970545,0,0,0,0,0,0,0,-0.0499045217741936,0,0,0.0190012031082232,0,0,0,0,0.0197469285390706,0,0,0.028297964494696,0,0,0,0,0,0.00608283365464312,0,0,0,0.0743192470240875,0,0.0106606722234662,0,0,0,0,-0.0812892142671341,0,0,0,0,0
X600690.SH,0,0,0,0,0.0666146872702863,0,0,0,0,0,0,0,0.0282872826897133,0,0,0.0689224835199722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161215485767001,0.00834000107378347,0,0,0,0.0473057225104807,0.0854940349236759,0,0,0,0,0,0,0,0,0.0204412358248492,0,0.0156513200215017,0.012994708109797,0,0,0,0.0860391107630017,0,0,0,0,0,0
X000063.SZ,0.0092061725331625,0,0,0,0.0843315798100012,0,0,0,0,0.0100562832592246,0,0,0,0,0.0221426984377198,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.134204744620715,0.0638614373715154,0,0,0,0.0371105041587988,0,0,0,0,0.0533922333429775,0,0,0.054045311544185,0,0,0,0,0.0234439244324582,0,0.0743561144823817,0.0689584006485251,0.00953883415193632,0.110106525651742,0,0,-0.00874649890277574,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134682445236453,0,0.360248675043048,0,0,0,0,0,0,0,0,0,0.0800466800937357,0,0,0,0,0.0327738263254624,0,0,-0.0374351402260496,0,0,0,0,0,-0.0613170262904226,0,0,0,-0.0491892954799406,0.0422037504656188,0,0,0,-0.0350415950893777,0.000821242066693456,0,0,0,0,0,0
X600741.SH,0,0.273278261849121,0,0,0.142148096651019,0,0,0,0.0369058900726267,0,0,0,0,0,0,0,-0.0638784552347983,0,0,0,-0.0780245264531376,0,0.284011201958333,0,0.0825911234542338,0,0,0,0,0,0,0.0710880963982937,0,0,0.109263720401718,0,0,0,0,0.0014154204237922,0,0,0,0.0392106754416278,0,0,0,0.208129131733297,0,0,-0.0209915852644668,0.00868713244705074,0,0,0,0,0,0
X600066.SH,0,0,0.0167701275265344,0,-4.33680868994202e-19,0,0,0,0.214331229714332,0,0,0,0,0,0,0,0.0585582737436588,0,0,0,0,0,0,0,0,0,-0.155094090096383,0,0,0,0.099134928477054,0.00292557313949378,0,0,0,0.123778054638656,0,0,0,0,0,0.0779716514881863,0.0221047071030881,0,0.0821783623292411,0,0,-3.46944695195361e-18,0.0892571415803847,0,-0.00795767966376753,0.0961703087015958,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182132545750512,0,0,0,0,0,0,0,0.00492867155824003,0.026216687186835,0,0,0.0665914201130883,0,-0.0240966497200199,0,0,0,0,0.137020718756139,0,0,0,0,0,0,0,0,0.0777476935655586,0,0.105099904145575,0.312000525784051,0,0,0,-0.0113745092586802,0.029624757245717,0,0,0,0,0,0
X000568.SZ,0,0,0.0987247329187532,0,0.543056148889815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544757570752248,0,0,0.0745207231152519,0,0,0.0384516123180583,0,0,0,0,0,0,0.000540143439497218,0,0,0,0,0,0,0,0,0,0,0,0,0.0788672540294715,0,0,0.0154573701607088,0.00631945677031963,0,0,0,0,0,0
X002236.SZ,0,0,0.17748528604344,0,0.0698850005587401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989482061754663,0.019243979423789,0,0.142828011012476,0,0,0.121968297220151,0,0,-0.0304725582118774,0,0,0,0,0.0559189531793365,0,0,0,0,0,0,0,0.09401285248533,0.185944576000109,-0.1003826773901,0,0,-0.00198751089706237,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.100144174557727,0,0,0,0,0,0,0,0,0.12600324337198,0,0,-0.0145149042865696,0,0,0,0,0,0,0,0,0.0178546310470239,0,0.0655928232085646,0,0,0,0,0,0,-0.0166907402405475,0,0,0.0570583233121878,0,0.0772575538301517,0,0,0,-0.00527212572572677,-0.0587679298173597,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.112504090661987,0,0,0,0,0,0,0,0,0.173638312328725,0,0,0.0606864842516544,0.0353053107188814,0,0.2684125621243,0.253298967513231,0,0,-0.0188945517797411,-0.069823385627449,0,0,0.0118674780130248,0.0671682934939394,0,0,0,0,0,0,0,0.113451316839164,-0.0397295733231497,0,0.00714872689911322,0,0,0,-0.0166692462957326,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.0813900847955414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294665616810412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938270460511031,0.00915249137079097,0.00162537484233525,0,-0.0692214522855218,0.149150827619122,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488959565048837,0,0,0,0,0,0,0,0,0.41295634926419,0,0,0,0,0,-0.0248755150192215,0,0,0,0,0,0.0606609115606987,0,0,0,0,0,0,0.0783235405771743,0,0,0,0.0142887344339481,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.691451404124226,0,0,0,0.187997840909043,0,0,0,0,0.209082762395392,0,-0.0154580536443578,0,0,-0.652003076151303,0,0,0,0,0.104798824975004,0,0,0,0,0,0,0,0,0,0.121808072506945,0,0,0,0,0,0,0.0462935420347085,0,0,0,0,0.107402961276181,0,0,0,0.0332270710206291,0,0,0,0,0,0,0
X600177.SH,0.0417474716068638,0,0.027961020835685,0,0,0,0,0,0,0.142530720783173,0.0355657948112267,0,0.257929930755318,0,0,0.00136200629082061,0,0,0,0,0,0.0209219484980887,0,0.0333700771427605,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.00231711380350109,0,0.0153018327794619,0,0,0,0,0,-0.157097999661769,0,0.0125279206306759,0.114727183439078,0,0.0286209080998205,0,-0.00516633557080378,0,0,0,0,0,0,0
