,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X600741.SH,X002007.SZ,X300003.SZ,X600183.SH,X002371.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X000977.SZ,X002241.SZ,X601877.SH,X000625.SZ,X300142.SZ,X002236.SZ,X000157.SZ,X300124.SZ,X002463.SZ,X002129.SZ,X600498.SH,X002179.SZ,X002456.SZ,X002223.SZ,X600271.SH,X000066.SZ,X600118.SH,X300136.SZ,X600177.SH,X002414.SZ,X600487.SH,X600584.SH,X600066.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.330951965095026,0.173789859885754,0,0,0,0.0130317572984345,0,0,0,0,0,-0.101323204221422,0,0,0,0.196943694204113,0,0,0,0,0,0,0.0232049916396588,0.117495525659552,0,0,0,0,0,0.197368567748895,-0.183942005265614,0,0,0,0,0,0,0,0,0,0.0480945422071801,0,0,0,0,0,0,0,0,0.072433490993088,-0.0413502652050102,-0.0114705910124774,0,0,0,-0.0171373336410352,0,0
X000858.SZ,0.0266495155210227,0,0,0,0,0.0751208810070081,0,0,0,0.0643819517782963,0,0,0.10554016589015,0.371381379999425,0,0,0,0,0,0,0,0,0,0.195268169062477,0,0,0,0,0,0.0582486660375045,0,0,0,0.00826494771127173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122531712328399,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169894359046198,0,0.122381333048707,0,0,0.0536178454526039,0,0,4.33680868994202e-19,0,0.0462756744887469,0,0.0352133599426731,0.0635917430331276,0,0,0,0,0,0,0,0,-0.0203495536226151,0,0,0,0,0,0.00968799706198286,0,0,0,0,0,0,0,0,0,-0.00231351176472361,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0545140190373915,0.0063042136833148,0,0,0,0,0,0,0.242911057449983,0.147215358246588,0,0,0,0,0,0,0,0,0.0148454848458878,0,0,0.00397309578523742,0,0,0,0.207554904691528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00645318829197293,0,0,0,0,0,0,0.0138752011172648,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0915023544154891,0,0,0,0,0,0,0.00585244730704407,0,0,0,0,0,0,0,0,0.0495559294065339,0.0417902235174819,0.0392667010068972,0,0,0,0,0.126575694462527,0,0,0,0,0,0,0.034357306931981,0,0,0,0.00803826259182603,0.0921125285821408,0,0.0147678870061747,0,0,0,0,0,0,0,0,0.0288208110519092,0,0,0,0,0,0
X600104.SH,0,0.269146964034114,0,0,0,0,0,0,0,0.076994147373605,0,0.00450701529974146,0,0,0.111763130892502,0.0285754026048818,0,0,0.114821132897325,0,0,0,0,0.0680420010116742,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.101089609973614,0,0,0,0,0,0,0.0365334946595941,0,0,-0.0228338040290933,0.0246400577006414,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.311287265830885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194147793470094,0,0,0,0.0201150373598049,0,0.0487657388660083,0,0,0.201503103574775,0,0,0,0,0,0,0,0,0,0,0,0.0310959149542398,0,-0.0592681765101298,0,0.253531195742063,0,0,0,0,0,0,0,-0.0172015445281859,0.020118050734694,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.16117020551206,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.0313840076358175,0,0.0580719810025308,-0.100530369207301,0,0.15754675047624,0,0,0,0,0.0733612149671857,0,0,0,0,0,0,0.368162233002717,0,0,0,0,0,0.0431156150826545,0,0,0.00362228898792497,0,0,0,0,0,0,0.0580689052273468,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0706862093648959,0,0,0,0,0,0,0.0556902091638786,0,0,0,0,0,0,0,0,0,0.0983445697399428,0,0,0,0,0,0,0,0,0,0.203646985770204,0,0,0,0,0.0372667474243498,-0.0683222649516159,0,0.184988166391911,0,0,0,0,0.0105538836699888,0.0416889299857497,0,0,0,0.0587463949977278,-0.0146408127974683,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0151065649201594,-6.93889390390723e-18,0,0,0,0,0,0.0327268805205595,0,0.0958535367686458,0,0,0,0,0,0,0,0,0.124586101114966,0,0.0723201333200985,0,0,0,0.102302880076211,0,0,0.413077501919371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765768252529945,0,0,0,0,0,0
