,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000625.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X600372.SH,X600741.SH,X002129.SZ,X000661.SZ,X000977.SZ,X002049.SZ,X002463.SZ,X600584.SH,X600522.SH,X601877.SH,X002028.SZ,X601799.SH,X000800.SZ,X600066.SH,X600183.SH,X000921.SZ,X002223.SZ,X002007.SZ,X002074.SZ,X600177.SH,X002156.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.106146614291834,0,0.332250527012182,0.0663252421656084,0.0427716555903477,0,0,0,0.12334421771332,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0656934575070108,0,0,0,0,0,0,0,0,0,-0.036336439809725,0,0,0,0,0,0,0.13862417149667,0,0,0,0,0,0,0,0,0,0,0,0.015669725686916,-0.0143097826819107,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.562523783946519,0,0,0,0,-0.0892682809978217,0,0,0,0,0,0,0,0,0.0113108421586381,0,0,0.0986885037206067,0,0,0,0,0,0,0,0.024005203967089,0,0.0182933649533856,0,0.00090153790514874,0,0,0,0,0,0,-0.087974622950483,0,0,0,0,0,0,0,0,0,-0.000253566976303513,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.227783750377041,0,0,0,0,0,0.162260564431718,0,0,0,0,0,0,0,0,0,0,0,0.122173008560777,0,0,0,0.0921845559557914,0,0,0,0,0.0651950676468435,0,0,0,0,0,0,0.0100517482717861,0,0,0,0,0,0,0,0,0,0,0,-0.00882679777752687,0.00193705268636359,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.587424405127837,0,0,0.0494527593526257,0,0,0,0,0,0,0,-0.0431916576475739,0,0,0.352639829068957,0,0,0,0,0,0,0,0,0.0958465219424125,0,0,0,0,0,0,0,0,0,0,0.113715630699535,0,0,-0.0646722217007398,0,0,0,0,0,-0.0946477730075537,0,0,-0.0321207132043315,0.0141284494704673,0.0943223340079834,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19906716650817,0,0,0,0,0,0,0,0,0,0,0,0.0892585551548129,0,0,0.233338237027575,0,0,0.0742361339663669,0,0.00505881914633275,0,0,0.0481895507462223,0,0.0083634424430775,0,0,0,0.0193330360417047,0,0,0,0,0,0,0.00669549821116232,0,0,0,0,0,0
X000568.SZ,0,0.647990189699835,0,0.305259197317031,0,0,0,0,0,0,0,0,0.0346152464957878,0,0,-0.0172688365283048,0,0,0,0,0.123909711938036,0,0,-0.0667661246443824,0,0,0,0,0,0,0.0227653200767167,0,0,0,0,0.0646579155887024,0,0,0,0,0,0,0,-0.00631036297676254,0,0,0,0,0,0,0,0,0.00969602813120198,0,0,0,0,0,0
X600690.SH,0,0,0,0.201924353886258,0.0585182173350255,0,0,0.043764245988413,0,0,0,0,0,0,0.19265939122833,0,-0.0461821473293398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104667082514538,0,0,0,-0.0430927948981039,0,0,0,0,0,0,0,-0.127442835868844,0.0539699622126403,0,0,0,0,0,0,-3.46944695195361e-18,-0.00813759261753026,0.0156061404348824,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.121596772774206,0,0,0,0,0,0,0,0.020747884299963,0,0,0,0,0,0,0,0,0,-0.0458874364692679,0,0,0,0,0,0,0,0.000653691679239159,0,-0.0901232147184432,0,0,0,0,0.132255030217258,0,0,0.0821706826856352,0.348382957808079,-0.0895852737633927,0,0,0,0,0,0,0.048384807608994,-0.0482249856477326,0.0543888015538883,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0614952492790416,0,0,0,0,0,0,0.0261612579168549,0,0,0,0,0,0,0,0.200934403757787,0,-0.113605744140912,0,0.295503970116717,0,-0.167550979453703,0,0,0,-0.0205321642979986,0,0,0,0,0,0,0,0,0.128667859335454,0,0.0527996231158928,0,0,0,0,0,-0.0310578596203214,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0412114709159545,0.121615000322886,0,0,0,0,0,-0.025434262961607,0,0,0,0,0.0337023501877912,0,0,0,0,0,0,0,0,0,0,0.587243434674522,0.0155870224404249,0,0,0,-0.160469174415306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0873058405932695,0.0489159470981686,-0.152824225507386,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0866171014102506,0,0,0,0,0,0.199055342869803,0,0,0,0.017041430328233,0.0670315105058796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454532493783693,0,0.0574366953295018,0,0,0,0.0619216877464689,0,0,0,-0.00249748337494688,0.0286578234106983,0,0,0,0,0,0
