,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600690.SH,X600703.SH,X600741.SH,X002292.SZ,X000100.SZ,X600066.SH,X600031.SH,X002241.SZ,X600118.SH,X002236.SZ,X600372.SH,X002506.SZ,X600177.SH,X000559.SZ,X000157.SZ,X002475.SZ,X000338.SZ,X000568.SZ,X002085.SZ,X300003.SZ,X002074.SZ,X300124.SZ,X600089.SH,X002294.SZ,X600867.SH,X002456.SZ,X002426.SZ,X002465.SZ,X600498.SH,X002007.SZ,X002180.SZ,X601877.SH,X002008.SZ,X002049.SZ,X000977.SZ,X000050.SZ,X000869.SZ,X600699.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0541265772351065,0,0.209508312934079,0.404953228751531,0,0,0,0,0,0,0,0,-0.0416754335518885,0,0,0,0,0,0,-0.0869215829757923,0,0,0.0900994497535758,0,0,0,0,0,0,0,0,0,0,0,0,-0.0936388579144885,-0.0893920408888599,0,0.0335896536522131,0.103347388032449,0,0,-0.0494603500623045,0,0,0,0,0,0,-0.0230132231810435,0.0959665163430492,0,0,0,0,0,0
X600104.SH,0.0861601664595607,0,0.14193195868349,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.387941791614821,-0.00981835321063488,0,0,0,0,0,0,0,-0.025549316431211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482710816221794,0,0,0,0,0,0,0,0,0,-0.00823698822890072,0,0,0,0,0,0,0
X002415.SZ,0,0.0560747827089451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39766019689029,0,0,0,0,0,0,0,0,0.0116612956688176,0,0,0,0,0,0,0.110138624569363,0,0,0,0,0.0661458678017968,0,0,0,0,0.0350873577959659,-1.73472347597681e-18,0.0431016098903637,0,0,0.0308219889346021,0.0111538779182429,0,0,0,0.0559174660672045,0,0,0,0,0,0,0
X000651.SZ,0.00883120937372201,0,0,0,0,0,0,0,0.0258881739838189,0.097464663854715,0,0,0,0,0,0.0317100424992144,0,0,0,0,0.0269215817642555,0,0.00879932268889793,0,0.0138293100096507,0,0,0,0,-0.02643722718736,0,0,0,0,0,0,0,0,-0.0529856111295978,0,0,4.33680868994202e-19,0.0150376696069088,0,0,0,0,0,0,0,0,0.0551573773316675,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.135416267689116,0,0,0,0,0,0,0,0,0.125222475350515,0,0,0,0,0,0.0234117094156633,0,0,0,0.0496734030607228,0,0,0.079378210165216,0,0,0,0,0,0,0,0,0.0217111390158537,0,0,0.00711160766589338,0,0,0,-3.46944695195361e-18,0,0.00638679445083723,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.262590708506524,0,0,0,0.401797801247579,0,0,0,0,0,0,0,0.152242800134208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489070190681727,0,0,0,0,0,0,0,0.0184365182476686,0,0,0,0,0,0,0,0.0946139193862032,0,1.38777878078145e-17,0.109159463282871,0,-0.0893436741301777,0,-0.0014142194552556,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441264480480783,0,0,0,0,0,0,0,0,-0.0849933889322798,0.179594410018877,0,0,0,0,0,-0.00438924307583289,0,0.00983560386065346,0,0,0,0,0,0,0,0.0658063526418478,0,-0.0532618967092872,0,0,0,0,0,0,0.0057601975963181,0,0,-0.00534924357865598,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615231002356789,0,0,0.0162419463025822,0,0,-3.46944695195361e-18,0.0847508767394238,0.0570747913799318,0.0179441148935707,0.214992336872896,0,0,0,0,0,0,0,0,0.165325071259566,0,0,0.0470793418995632,0,0,0,0,0.0430530838422775,0,0,0,0.0208923518012709,0.0292089340508403,0,0,0,0,0.0293414139480037,0,0,0,0,0,0,0
X000625.SZ,0.0807449275625956,0,0,0,0,0,0,0,0,0.132925502134697,0,0,0,0.0696333343214824,0.0202445140055662,0,0,0.0121938817508819,-8.67361737988404e-19,0,0,0,0.0793712548010634,-3.46944695195361e-18,0,0,0.00534383243410708,0,0,0,0,0,0,0,0,0,0,0,0.029925656149794,0,0.054813808605995,0,0.0404499597955245,0,0,0,0.0503414474487718,0,0,0.111357513928533,0,-0.00458909853961212,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0115382891442533,0,0,0,0,0,0,0,0,0.019795088889055,0,0,0,0,0.0958246535097375,0.47936316617715,0.0761813951913824,0,0,0,0,0.0110059353393299,0,0,0,0,0,0,0,0,0,0,0,0.0188069479444417,0,0,0,0.0271505370426098,-8.67361737988404e-19,0,0,0,0,-0.0315965442530409,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.0489966300696998,0,0,0,0,0,0,0.0387693993413207,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559963128753419,0,0,0,0,0,-0.0497806695097838,-0.0737959927456421,0,0,0,0,0,0.0949644275676136,-0.0359161329968508,0.10039253909573,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11607120922748,0,0,0,0,0,0.271879622042746,0,0.175902776589397,0,0,0,0,0.176086389426137,0,0,0,0,0,0,0,0,0.112011792254105,0,0,-0.257047688394598,0,0,0,0,0,0.0436072789140252,0,0,0.114071206053144,-0.28550747105326,0,0,0,0,0,0
X600703.SH,0,0,0.0358756754987683,0,0,0,0,0,0,0,0,0,0,0,0.00979536352793024,0,0.131203927511188,0,0,0,0.129365809997887,0,0.0713196838845516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236488192412316,0,0,0,0,0,0,0,0,0,0.0382477207743733,0,0,0,0,0.0102988599108493,0.0277950374294217,0,0,0,0,0,0
X600741.SH,0,0.245246278769689,0.193831386303451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171507358203925,0,0,0,0,0,0,0.0231904134576448,0,0,0.036281257587118,0,0,0,0,0,0,0,0,0.0178553090696509,0,0,0,0,0,0.0143590206306221,0,0,0.0162923432068387,0.0876347237898273,0,0,0,0,0.00665193322348416,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279848714102467,0.129026248693789,0,3.46944695195361e-18,0.0460472272890589,0,0.132635815697147,0,0,0.0644343265809774,0,0,0,0.0810969622887851,0,0,0,0,0,0,0.366915916289641,0,0,0,0,0,0,0,0.208535700981976,0,0,0,0,0.132753788835315,-0.137068615885933,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144836961870667,0,0.0464256752843254,0,0,0,0,0,0,0,0,0,0,0,0.170423602582546,0,0,0.194962604588305,0,0,0.0409776639850109,0,0,0,0,0,0,0,0,0.00486531882490509,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.030171814066835,0.0747434364938486,0,0,0,0,0,0,0.0135766801432539,0,0,0,0.091255619679319,0,0,0,0,0,0,0,0.0887289249782006,0,0,0,0,0,0,0,0.14360595630435,0,0,0,0,0,0,0,0,0,0,0,0.0394293016515616,-0.103858466364572,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0178007957760641,0,0,0,0,0,0,0,0.014082844265462,0,0.150133815775826,0.117825649077579,0.151932399139792,0,0.145019110027684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882069215620767,0,0,0,0,0,0,0.0844184832273399,0,0,0,0,0.00472033769261655,0,0,0,0,0,0,0
X002241.SZ,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.231903818298463,0,0,0,0,0.193575677022643,0,0,0,0,0,0,0,0,0,0,0.0025058580068192,0.0558933180270379,0.438020635885965,-0.0982666695559057,0,0,1.38777878078145e-17,0.0396358784747792,0.138788438461441,0,0,0,0,0,0,0,0.0968029933791193,0,0,0,0,-0.0127627559942315,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231356994825242,0.0740451918521647,0,0,0.182100157711564,0.152338059723315,0,0.238977355290608,0,0,0.102856038355697,0,0,0,0,0,0,0,0,0.189225068464115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185633074397974,-0.0217348744880579,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0153022771682013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105481522033622,0,0.090512306223954,0,0,0,0.199514352892005,0.0395808041934274,0,0,0,0,0,0,0.0503470029467466,0.385027180504748,0,0.164108243623214,-0.0194365104477512,0,0.161704567341822,0,0,0,0,0,0,0,0,0,-0.0795048941696163,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107686466382237,0.533752662172055,0,0,0,0,0,0,0,0,0,0,0,0.07840262926745,0.0299427850003313,0,0,0,0,0,0,0,0,0,0.0473684471770517,0,0,0,0.147649114850859,0,0,0,0,-0.00304121399357192,0,0,0.0438381060939265,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0.0872472386654763,0.0892879953632517,0,0,0,0,0.121703179706518,0,0,0.262976810752079,0,0,0,-0.0731571310490727,0,0,0.0595679557129919,0,0,0,0,0,0,0.159618715577086,0.123494986123955,0,0,0,0,0,0,0,0,0,0,0,0,0.201700532019945,0,0,0,0,0,0,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114851467930262,0,0,0,0,0,0,0,0.132366707628564,0,0,0.0726927000002493,0,0,0,0,0.0730324063243896,0,0.0301764499772641,0,0.426489136260818,0,0,0.00483327653229135,0,0,0,0.0172523082068957,0.0166838864239359,0,0,0,0,0.0414023456661956,0,0,0,0,-0.00423081353991604,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581248086893848,0,0,0.0608064164213667,0,0.0449915517556462,0.180236986089158,0,0.0964610431525561,0.0119028401946196,0,0,0,0,0,0,0,0.0808170034535756,0,0,0.0786789038857342,0.235552078620022,0.13459508530468,0,0.0174327222304265,0,0,0,0.105739568140638,0,0,0,0,0,0,0,0,-0.0221622991683797,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.226480135187906,0,0,-0.0230198936708071,0.0613896042463826,0,0,0.0803621418210719,0,0,0.120825790758496,0,0,0.0429162071737021,0,0.0741877041727211,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0462810276756064,0,0,0.0723393348222202,0,0,0.037865217300316,0,0,0,0,0,0,0.0246624483051439,0,0,0,0,0.0303053235841986,0,0,0,0,0,0,0
