,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X300124.SZ,X000651.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X002129.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X002241.SZ,X601877.SH,X000733.SZ,X600741.SH,X002074.SZ,X000100.SZ,X600702.SH,X600522.SH,X600460.SH,X000157.SZ,X000799.SZ,X600584.SH,X600884.SH,X300003.SZ,X002007.SZ,X300146.SZ,X600779.SH,X000800.SZ,X601799.SH,X002414.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.145556783105048,0.229641348667495,0.149116148094148,0,0,0,0,0,0.108452555691038,0,0,0,0,0,0,0,0,0,0,0,-0.147569899478431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174743019471876,0,0,0,0.0632397305873166,0,0,0,0,0,0,0,0,0,0,0,-0.0232854442113075,0.0197744142146017,0,0,0,0,0,0
X000858.SZ,0,0,0,0.546450679278205,0,0,0,0,0,-0.0204580442175836,0,0,0,0,0.075254601823611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0807166241888959,0,0,0,0,-0.000533502731463405,0,0,0,0,0,0,0,0,0,0.0475478351469848,0,0,0,0,-0.0228255134860908,-0.0196100870923384,0,0,0,0,0,0
X600809.SH,0.352782488460247,0,0,0.371736389596858,0,0,0,0,0,0.0112358514533695,0,0,0,0,0,0,0,0,0,0,0,-0.0907088011860064,0,0,0,0,0,0,0,0,0,-0.0717601640413269,0,0,0,0.0133603327434094,0,-0.0351768030557486,0,0.106619327329995,0,0,0,0,0,0.150245786715448,-0.0307929113497324,0,0,0,0,0.00939827494322724,0,0,0,0,0,0,0
X000568.SZ,0.546673191129518,0.0978791855933763,0.427638696572831,0,0,0.0142055063147106,0,0.016038834989811,0,0,0,0,0,0.244192830821832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474639960961929,0,0,0,0,2.77555756156289e-17,0.0881340550826021,0,0,0,0,0,-0.0911429176735279,0,0,0,0,0,0,0,0,-0.00145998189240128,0.0520624069505147,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0657887443735475,0,0,0,0.0051213351553095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090590655887452,0,0,0.00862495827370721,0,0.20689740932929,0,0,0,0,0,0,0.0214222833610712,0.0879102982261966,0,0.0462934555224162,0,0,0,0.101909646289084,0,0,0,0.0374259702822272,0,0,0,0,-0.00745042869781841,0,0,0,0,0,0
X002304.SZ,0.0980643155549439,0,0,0.36409504015277,0.0818561743368404,0,0,0,0.128067946953293,0,0,0,0,0.0223762394495147,0.0104010403642848,0,0.00043376097854695,0,0,0,0,0,0,0,0,0,-0.0716169556624845,0,-0.0095208038524876,0,0,0,0,0,0,0,-0.0439141105810327,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0544007075353867,0,0,0,-0.0114055379383423,0.00720512280963893,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125629841602148,0,0,0,0,0,0.174077054538948,0,0,-0.182650615175873,0.0245354002573006,0.167801122135346,0,0,0,-0.165575524894661,0.0423125279048725,0,0,0,0,0,1.38777878078145e-17,0,0.0807030099602697,0,0,0,0,0,0.00855521766743044,0,0,0,0,0,0,0
X600690.SH,0.102465061278707,0,0,0.265367539972151,0.0568749009047971,0,0,0,0,-0.0703055113837746,0,0.138030931909841,0,0,0.0829758156936447,0,0,0,0,0,0.072844370757687,0,0,0,0,0,-0.0427672261919556,0,0.0282058181146727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00396192435468065,-0.0385119001446915,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0804101580126546,0,0,0,0,0,0,0,0,0.180087039360318,0,0.0794419302999896,0,0,0,0,0,0,0,0,0.148221271206805,0,0.0165813361931721,0,0.0496485962085833,0.0936929035029384,0,0,0,0,0,0.0116783116642765,0,0,0,0,0,-0.0216039619851155,0.0667534670409162,0,0,0,-0.00592547953972216,-0.00227334163954213,0,0,0,0,0,0
X300014.SZ,0,0,0,-0.0192061526483576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174646082503711,0,0,0,0,0.603157942259984,0,0,0.177109899895107,0,0,0,0,0.212671968246475,0,0,0,0,0,0,0.0524826736427772,0,0,-0.0149596672721551,0.124376442597836,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122283143364389,0,0,0,0.0241861271387711,0,0,0.166280918652736,0.0519617473210159,0,0,0,0.320050551413008,0,0,0,0,0,0.032067370023968,0,0,0,0,0,0,0,0,0,0,0.0124946474602604,0,0,0,0.00348635368475532,0.00933777656615311,0,0,0,0,0,0
X000651.SZ,0,0.219447846138105,-0.0648320848130431,0,0,0,0,0.271336152581517,0,-0.0570297514380759,0,0,0,0,0.155861950907199,0,0,0,0,0,0,0,0,0,0,0,0,0.109681638303077,0,0,0,-0.0744770375967957,0,-0.0266426282907608,0,0.0223472466484242,0,0,0,0,0,0,0,0.0374591434628348,0,0,0,0,-0.129440936440442,0,0,-0.0194920084978676,0.0216179548062584,0,0,0,0,0,0
X600104.SH,0.0388065056247017,0,0,0,0,0,0,0.0786826512575482,0,0,0,0,0,0,0.0796922762619604,0,0,0,0,0.00553349400870932,0,0,0,0.0146195671111404,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.157373760369181,0,0,0,0,0.00771637096340659,0,0,0,0.00308419777381436,0,0,0,0,0,0,0,-0.000553538197478285,0,0,0,0,0,0,0
X000596.SZ,0,0,0.630844818347049,0,0,-1.38777878078145e-17,0,0,0,0,-0.387954176837686,0,0,0,0,0,0.104497790042846,0,-0.154444534921097,0,0,-0.050080050324851,0,0,-0.00854127289429957,0,-0.0623509341915584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165829166591475,0,0,0,0,0.0628774943164995,0,0,0,-0.0174762183071606,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0697988158422318,0,0,0,0,0,0.356037766216343,0,0.0888168762721119,0,0.0437229007237274,0,0,-2.16840434497101e-19,0,0,0,0,-0.0768327178522397,0,0,0,-0.00562769637186704,0.403878649029618,-0.0392929273391449,0,0,0,0,0,0,0,0.118021519013363,0,0,0,0,0,0,0,0.000965266012141646,0.0322390924911499,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194169988977876,-0.107427179057633,0,0,0,0,0,0,0.0160597398738952,-0.020032158940895,0,0,-0.0318892251873622,0,0,0,0,0.0716137503742612,0,0,0,0,0.00615275101865425,0,0,0,0,0,0.0726477806389334,0.0710111678017058,-0.0953069919521343,0.0101609808692328,0,0,0,-0.00890727057082617,0,0,0,0,0,0
X000625.SZ,0,0.0513000280147437,0,0,0,0,0,0,0,0,0.0652297019563209,0,0,0,0,0,0,0,0,0,0.159321348203813,0,0,0,0,0,0,0,0,0,0.10626706516833,-0.00684406448928133,0.0693702817987223,0.121663459946894,0,0,0.0295415093180399,0,0,0,0,0.304716637950587,0,0,0,0,0.0877934854907135,0.0392589642814911,0.00427828807728073,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298620676075729,0,0,0,0,0,0,0,0,0,0,0,-0.111820954123417,0,0,0,0.0184389240910163,0,0,0,0.193516142673507,0.0228774468983555,0,0,0,0,0,0,0,0.0504392294541601,0,0,0,0,0,0,0,0.0146878957891222,-0.0238114789347852,0,0,0,0,0,0
X002371.SZ,0,0,0,-0.0674065323740442,0,0,0,0,0.297802779375502,-0.0467281435502301,0,0,0,0,0,-0.154352693680535,0,0,0,0,0,0,-0.278930007880369,0,0,0,0,0.269875387919381,0,0,0,0.139635780331635,0,-0.0125537552011589,0,0,-0.0563932616390798,0.054079515503941,0,0,0,0,0,-0.406430574765551,0,-0.208134974284084,0,0,-0.0383123960624176,0.610886307178591,0,-0.0842636601193458,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.0268158799716567,0,0,0,0,0.158034919030982,0,0,-3.46944695195361e-18,-0.0791478767050958,0,0,0,0,0,0,0,0.196152782464394,0,0,0.0228482276024105,0.0470395099147401,0,0,0,0.0103935193938001,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.168360958316307,0,0,-0.214724394365913,0.0415895140111584,0.322666865971747,0,-0.0224461597481074,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0.241537704965252,0,0,0,0.297379506806463,-0.107534784482005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368063772536538,0,0,0,0,0,0.0258471648353377,0.165900033968212,0,0,0,0,0,0.141633736197139,0.119289463932314,0,0,0,0.113847323032494,0.192052855711119,0,0,-0.00360108658083207,-0.0496186035279839,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0.0151325590641601,0,0,0,0,-0.141464084153658,0.0178498201485878,0,0,0,0.196563725728616,0,0,0,0,0,0,0,0,0,-0.201683428752593,0,0,0.17110495269472,0,0.108196281242859,0,0,0.0109710136596254,0,0,0,0.0958862565605995,0.0363670189690854,0,0,0,0,0,0,0,0,0,-0.00784307457535501,0.0500216166784795,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.0470403906231755,0,0,0,0,0,0,0,0,0,0.0471113954457211,0,0,0,0,0,0,0,0,0,0,0.00630013956702449,0,0.0412806999596802,0,0,0,0.253255633514986,0,0,0,0,0.105429050822636,0,0,0,0,0,0,0.0456446925213464,0,0,0,0.0566448194201628,0,0,0,-0.019313861645874,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195821277914934,0,0.136834265055161,0,0,0,0,0,0,0,0,0.0428817594978051,0,0,0,0,0.0470524080812308,0,0,0,0,0,0,0,0.211758864223808,0.0716384370495105,0,0,0,0,0,0,0.0779000275272481,0,0,0,0,-0.0198548617568576,0.00636813752664779,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.365321851294982,0,0.0616227866796885,0,0,0,0.0418602666781558,0,0,0,0,0,0,0,0,0,0,0,0.203504603607829,0,0,0,0,0,0,0,0,0,0,0.044464222904657,0,0,0,0,0.0867888775359817,0,0,0,0.244637834687696,-0.0732320301273036,0,0,0.43713522611896,-0.0238962052543407,0.0564043354882432,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101482592769099,0,0,0,0.115107425297463,0,0,0.273560259809381,0.0313658758213246,0,0,0,0,0.0283335524866599,0.0970435435234604,0,0,0.00145876868439657,0,0,0.0916397596748107,0,0,8.67361737988404e-19,0,0,0,0.0414033281744653,0,0,0,0,0.00110312643906146,0,0,-0.00384156647275572,0,0,0,0,0,0,0
X002180.SZ,0,0,-0.115107461805253,0,0,0,0,0,0,0,-0.0169807157291767,0,0,0,0,0,0,0,0,0,0,0.0501948201878192,0,0,0.223111020142008,0,0,0,0,-0.0307230252215319,0,0.525575051748078,0,-0.0259049791355618,0,0,0.0954458236950848,0.214919169490895,0,0,0,0,0,0,0,0,0.128474495143157,0,0,0,0.037900283210883,0,0.0457777646401535,0,0,0,0,0,0
X000661.SZ,0,0.00075916338251068,0,0.255185177547448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171544737952902,0.243821969142324,0,0,0.108611248522999,0,0,0,0,0,0,0,0,0,0.0181486374714114,0,0,0,0,0.0451350357117164,0,0,0.206647062540001,-0.153859606346531,0,0,0.368283416109435,0,0,0,0,0,0,0,0.00626587248495501,0,6.93889390390723e-18,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0.415463331536372,0,0,0,0,0,0,0,0,0,-0.106964683112345,0,0,0,0,0,0,0,-0.00619135688976065,0,-0.0435670507584009,0,0,0,0,0,0,0,0.0400046691011485,0,-0.0196551240348682,0,0,0,0,0,0,0.310357557440187,0,0,-0.152091204328334,0,0,0,0,-0.00564492071848258,-0.099799769591264,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.163210784843914,0,0,0,0,0,0,0,-0.410199961746375,0,0.112263277727494,0,0.372135403696305,0,0.334227373887282,0,0,0,0,0,0,0,0.0654471428732683,0,0,0,0,0.350460345712137,0,0,0,0,0,0,0,0,0,0.0172675419081285,0,0,0,0,0,0,0,-0.00933777011750579,0.398601072916757,0,0,0,0,0,0
