,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X000338.SZ,X000625.SZ,X600031.SH,X002456.SZ,X600487.SH,X002008.SZ,X601877.SH,X600066.SH,X300136.SZ,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X600271.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X002294.SZ,X000981.SZ,X600699.SH,X600498.SH,X000157.SZ,X600177.SH,X300142.SZ,X000596.SZ,X000050.SZ,X600118.SH,X002180.SZ,X002179.SZ,X600566.SH,X600584.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.290763526950368,0,0.179961225508641,0.110366279177106,0,0,0,0,0,0,0,-0.011555954498777,0,0,0,0,0,0,0.161811905851341,0,0,0,0.0722652019666408,0,0,0,0,0,0,0,0,0,0,0.0708240060097224,0,0,0,0,0,1.0842021724855e-19,0,0,0.0111979862006296,0,-0.0344615171169288,0,0,1.73472347597681e-18,0.0218548949120444,0,0,0,0,0,0
X600104.SH,0,0,0,0.0220713265176546,0,0,0,0,0,0,0,0,0.387380311431091,0.0920457898524274,0,0,0,0,0,0.0683533376125299,0,0,0,0,0,0.0691285146423777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919615129099892,0,0,0,0.113483987950583,0,0,-0.0532138827530282,0,0,-0.0345913227381435,0.0407690501466074,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0397272205389366,0,0,0,0,0.0557132635544298,0,0,0,0.202504084913194,0,0,0,0,0,0.108141689591724,0.174203922260998,0.140136369536478,0,0,0.0133394295362953,0,0,0.155144566646513,0,0,0,0,0.0181863275798882,0,0,0,0,0,0,0,0.047958285326653,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X000651.SZ,0,0.284789171248093,-0.0872900535702561,0,0.0923783619780821,0,0,0.0896481666564415,0.0469868164202295,0,0,0,0,0,0.129862469871723,0,0,0,0.131495132731454,0,0,0,0.0340299877910817,0,0,0,0.0826952866396896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00459647955063728,0,0,0,0,0,0
X000858.SZ,0.0283048768033257,0,0,0.0380729694716748,0,0,0,0.122248131106088,0,0,0,0.310177224379624,0,0,0,0,0,0,0,0,0,0,0.0230960773666671,0,0,0,0,0.252928953241511,0,0,0,0,0,0,0,0,0,0.0520615248208123,0,0,0,0,0,0.0325315795507326,0,0,0,0,0,0,0,0.00215905256731331,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.377491171090304,0,0,0,0,0.0705063840485994,0,0,0,0,0,0,0,-0.0969572216561791,0.157928775058686,0,0,0,0,0,0,0,0,0,-0.0145605128748659,0.367647885898343,0,0,0,0,0,0,0,0,0,0.0443148154661004,0,-0.146037411184984,0,0,0,0,0,0,0.0615350074354929,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0599638911484942,0,0,0,0,0.21807373990884,0,0,0,0.239285844716943,0,0,0,0,-0.305733113021104,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0517485773234687,0,0,0.0668682150080783,0,0,0.0805229122537439,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.00552819301923113,0,0,0,0,0,0
X002304.SZ,0.0934131060175131,0,0,0,0.319617467850657,0,0,0,0,0,0,0,0.205717235240116,0,0,0,0,0,0,0,0,0.0121485411414841,0,0,0,0,0,0,0,0,0,-0.027009320493765,0.053624158001324,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0386571069920434,0,0,-0.0102442344612701,0,0,0.0287760733709371,0.0155349244568876,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.371149480012748,0,-0.0914542164831632,0,0,0,0,-0.188805052757319,0,0,0,0,0,0,0,0,0,0,0.0565575519533458,0,0,0.110897829402706,0,0,0,0,-0.112518791308538,0,0,0,0,0,0.0629660564761598,0.301111258966011,0,0,0,0,-0.0251815184944633,0,0.034854695372037,0,0,0.260041340208862,0,0,0.0187365541215524,0,0,0,0,0,0,0
X600690.SH,0,0,0.113361238230447,0,0,0,0,0,0,0,0.0482678561888961,0.0722194670038632,0,0,0.0591860904747972,0.173400171604789,0,0,0,0,0,0.0472014715041335,0,0,0,0.0768195781799962,0.217728678668785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204930087221549,0,0,0.0225905410627706,-0.00553384483749903,0,0,0,0,0,0
