,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X000338.SZ,X300124.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000157.SZ,X000625.SZ,X600741.SH,X002129.SZ,X300142.SZ,X002179.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X002049.SZ,X000799.SZ,X002414.SZ,X600183.SH,X600584.SH,X601799.SH,X600779.SH,X000800.SZ,X300003.SZ,X300146.SZ,X002008.SZ,X002074.SZ,X600089.SH,X600707.SH,X000977.SZ,X600702.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.246332047369932,0,0,0,0.200130801900164,0,0,0,0,0,0,0,0.0134612245665108,0,0,0,0,0,0,0,0,0,0.11252503688571,0.0023878175053146,0,0,0,0,0,-0.0522427810962849,0,0,0,0.0244502852594133,0,0,0,0,0,0,0,0,0,0,0,-0.0343455358351654,0,0,0,0,0,-0.0198508466697547,0,0,0,-0.0114091451991112,0,0
X000858.SZ,0.0583981375951923,0,0,0,0,0.314786698166355,0.068941947827559,0.0287382695392298,0,0,0.105632318718598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00836953124930493,0,0.0695977742226602,0,0,0.0531799913744087,0,0,0.194626165495261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0026245665676061,-2.16840434497101e-19,0,0,0,0.0173943238641401,0,0
X002415.SZ,0,0,0,0,0,0.156437400281907,0,0,0,0.176731039044104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151122568145459,0,0.347758509321946,0,0,0.121413701007005,0,0,0,0,0,0,0,0,0,0,0,-0.0153618652078507,0,0,0,0,0.0423027807538612,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0740666920031111,0.0605683360183251,0,0,0.0722138732713372,0,-0.0281642933067349,0,0,0,0,-0.0655934144721875,0,0,0,0,0,0,0.0538455352407455,0,0,0,0.00673655188574783,0.21228287495085,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136294767831633,0,0,0,-0.00408203576064702,0,0,0,0,0.00507852059936312,3.46944695195361e-18,0,0,0,0.0322955385588126,0,0
X000651.SZ,0,0,0,0,0,0.00955985548927463,0,0.123679930763154,0,0,0,0,0,0,-0.0380625673830717,0,0,0,0,0,0.262078502783845,0,0,0.0379990765112551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433917491762917,0,0,0,0,0,0.00394420256151854,0,0,-0.0127249409979857,0,0,0,0,-0.0176744539532465,0,0
X000568.SZ,0,0.51334463012014,0,0,0,0,0,0,0,0,0,0,0,0,0.0631121814841813,0,0,0,0,0,0,0,-0.0235935058805279,0,0,0,0,0,0,0,0,0,0,0,0.157188087463416,0,0,0,0,0.120957485403074,0,0,0,0,0,0,-0.0465555167962372,0,0,0,0,0,-0.0554595635553451,0,0,0,-0.0272926392244776,0,0
X600809.SH,0,0,0,0,0,0.0507409049628929,0,0,0.20549605170577,0,0,0,0,0,0.123045720438688,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0852542265086744,0,0,0.0468397626499431,0.365715485228681,0,0,0,0,0.0174981974742621,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689165569346569,0,0,0,-0.0364526990697132,0,0
X600690.SH,0,0.0499209915756294,0.13255739183435,0,0.134016980485002,0,0.195459517239262,0,0,0,0.0286655051055307,0,0,0.0959135088131459,0,0,0,0,0,0,0,0,0,0,0,0.151775585948444,-0.0999074130865871,0,0.0589589132711042,0,0,0.0832832286990335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335476057421019,0,0,0,0,0,0,0,0,0,-0.0208177436224404,0,0
X600031.SH,0,0,0,0,0,0,0.123433095695252,0,0,0,0,0,0,0,0,0,0.159778462333763,0,0,0,0,0.0155877555854631,0.0827135017115641,0.14347885571067,0,0,0.147587000422209,0,0.233804864693188,0,0,0,0,0.180326491452498,0,0,0.0276455580351262,0,0,0,0,0,0,0,0,0,0.0233868502440858,0,-0.153421182965823,0,0,-0.0279362062823253,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.00840250071332511,0,0,0,0,0,0,0,0.0328582041987094,0,0,0.10872906112385,0,0,0,0,0.532404697170956,0.0316646272405712,0.0451972972036628,0,0,0.0540618593975853,0.0127901856852092,0,0.0418050393099637,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0484900896261034,0,0,0,0,0,0,0,0,0.0369285337092531,0,0,0,0.0259998044249224,0,0,0,0.0383701029777319,0,0
