,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X600031.SH,X300014.SZ,X000725.SZ,X002241.SZ,X300124.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X000661.SZ,X002179.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002074.SZ,X600089.SH,X600702.SH,X600460.SH,X002236.SZ,X000799.SZ,X600884.SH,X000157.SZ,X002180.SZ,X000733.SZ,X600779.SH,X601799.SH,X600522.SH,X600584.SH,X002414.SZ,X002007.SZ,X002008.SZ,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.518420687533973,0,0,0,0.0249722777735748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133676849914371,0,0,0,0,-0.0184947712704894,0,0,0,0,0.0175191641716459,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0310639960053925,0,0,0,0,0,0,0,0,0,0,0,0,0.0065605127685979,0,0
X000858.SZ,0.293384587525949,0,0,0.25015907137267,0,0,0,0,0.233375930586774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762391209577267,0,0,0,0.268902096494635,0,0,0,0,0,0,0.0224725896875802,0,0,0,0,0,0,-0.0590005699408382,0,0,-0.0620998705631407,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.185942061601293,0,0,0.269503492143876,0,0,0,0,0,0,-0.030964495444966,0,0,0.0539056471249544,0,0,0,0,0,0,0,-0.0419576261022767,0,0,0,0,0,-0.0501378215408637,-0.0765596361317878,0,0,0,0.0982798902999503,0,0,0,0,0,0,0,0.0225283376820595,0,0,0,0,0,0,0.0167239755149008,0,0,0,-0.00271609511824926,0,0
X600809.SH,0,0.382500457808975,0,0,0.0689433103138718,0,0,0,0,0,0,0,0,0,-0.111230740162667,-0.01537389468416,0,0,-0.288112800032153,0,0,0,0,0,0,0,0,-0.187046569725966,0,0,0,0,0,0.180098052195205,0,0,0.215136520750603,0,0,0,0,0.0133511898045375,0,0,0,0.0924274634137176,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X000568.SZ,0,1.73472347597681e-18,0,0.0270251358196031,0,0,0,0,0,0,0.0770776093380732,0,0,0,0,0,0,0,0,0,0,0,0,0.513096196630757,0,0,0.1115649387639,0,-0.0705477330819451,0,0,-0.0611903404256836,0,0,0,0,0,0,0,0,0,0.0502882126970124,0,-0.0403804976157279,0,-0.237739086443814,0,0,0,0,0,0.0257912744531178,0,0,0,0,0.0714953313261965,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0893534611976745,0,0.218403685614894,0.171603459964109,0,0,0,0.0558125958372983,0,0,0,0,0,0,0,0,0,0,0.017592821014342,-0.074052825724357,0,0,0,0,0,0,0,0,0,0,0,0.13664244272592,0,0,0.0617753296704835,0,0,0,0,0,-0.0362075456472756,0,0,0,0,0,0
X600276.SH,0,0,0.148989981175689,0,0,0.0350370984620354,0,0,0,0,0,0,-0.0722866360418691,0,0,0,0,0,0,0,0,0,0.0366387159399271,0,0,0.102136140506082,0.00378248272049313,-0.208141818708229,0,0,0,0,0,0,0,0,0,-0.0953354725074912,0,0,0,0,0,0.0334315837258973,0,0,0.230300534396066,-0.0602199265289172,0,0,0,-0.0153943764688747,0.010573062058375,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.120562434471915,0,0.21100429871586,0.176794958505866,0,0,0,0,0,0,0,0,0,-0.0344274639258873,0.0111103601002372,0.06797742120399,0,0,0,0,0.0132674555956138,0.181285784438289,0,0,0,0,0,0,0,-0.0186846496217666,0.148198752567558,0,0,0,0,0,0,0,0,0,0.0506582064394487,0,0.0377238346500396,0,-0.00786249243170187,0,0,0,0,0,0
X002304.SZ,0,0.288649147008244,0.0972302020597706,0.178949877074058,0,0,0,0.0878047069554625,0,0,0,-0.152335730004779,-0.061942217113493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387593151985265,0,0,0,0,0,0,0,0.0487738494465578,0.0921989983487721,0,-0.0805801696435651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0979696663731441,0.0125385455784768,0,0,0,0,0,0,0,0,0.0666145564073157,0,0,0,0.0801338057177812,-0.0342308991067321,0,-0.000671220103713399,0,0,0.0153894535365698,-0.0358519172012313,0,0,-0.103320284198002,0,0,0,0,0,0.114899551424542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363787349449572,0,0,0,-0.0147558551296359,0,0
