,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X000100.SZ,X600118.SH,X600271.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X000800.SZ,X600582.SH,X002475.SZ,X000623.SZ,X600177.SH,X000568.SZ,X300124.SZ,X600839.SH,X000050.SZ,X002294.SZ,X002129.SZ,X000559.SZ,X000400.SZ,X000869.SZ,X002456.SZ,X000977.SZ,X002292.SZ,X002465.SZ,X600312.SH,X002007.SZ,X600435.SH,X300003.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.18216080679139,0,0,0,0.123902577647231,0,0,0,0,0,0.514474546637297,0,0,0,0.038563826498359,0,0,-0.0230354573902286,0.160131607467053,0,0,0,0,0,0,0.0112365945849271,0,0,0,0.00797710595240708,0,0,-0.10608864604006,0,0,0,0,0,0,0,0.109183192050727,0,0,0,0,0,0,0.00762791388016616,-0.157177038696442,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.191739737554986,0,0,0,0,0.183641777398924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374056014210008,0.0501743954684697,0,-0.030172552323554,0,0,0,0,0,0,0,0,0,0,-0.07258054802947,0,0,0,0,0,0,-0.00297875663787564,0,0,0,0,0,0
X000651.SZ,0,0,0,0.215110720285828,0,0.057711564611007,0,0,0,0,0,0.0418466002061111,0,0,0,0,0,0,0,0,0.0124571487680993,0,0.0471933275885225,0,0,0,0,0.10461566610796,0,0,0,0,0,0.00815966603607375,0.0189074770785354,0,0,0.0354811353674492,0,0,0,0,0,0,0.020688618219438,0,0.183420440144354,0,0,0,0,-0.0491890201379468,-0.0314855596339219,0,0,0,0,0,0
X000725.SZ,0,0,0.260895652418535,0,0,0,0,0,0,0,0,0,0,0,0.246690510804027,0,0,0,0,0,0,0.0310844772652772,8.67361737988404e-19,0,0,0,0,0,0,0,0.0392401437847857,0.160598566228051,0.108046693214336,0,0,0,0,0,0,0,0,0,0,0,0.0908241390059322,0,0,0,0,0,0,0,0.0177960445179999,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.206331766995869,0,0.0879005603059327,0,0,0,0.12468098365327,0,0,0,0,0,0,0,0,0,0,0,0.0283742009789715,0,0.32641401128398,0,0,0,0,0,0,0,0,0.0354110919054811,0.0213309529730139,0,0,0,0.05329251561414,0,0,0,0,0,0,0,0,0,0,0,0,-0.00167021893952738,0,0,0,0,0,0
X000625.SZ,0.408574585948553,0,0,0,0,0,0,0.100224089863823,0.191286066653213,0,0,0,0,0,0,0.134479595557395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568044937677038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456204023708127,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0,0.0683120009931835,0,0,0,0,0,0.0260012802742612,0.100648986717607,0,0,0,0.265928495324629,0,0,0,0,0,0,0,0.155947724674724,0,0,0,0,0,0.0139529618084265,0.0123020038667939,0,0,0,0.0315759095812335,0,0,0,0,0,0,0,0,0.0601550154141545,0,0,0,0,0,0,0,0,0,0,0,-0.0101699433999092,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.418645206933963,0,0,0,0.118390187163141,0,0,0,0,0,0,0,0,0.0316226834587544,0,0,0,0,0,0,0.0640954236238906,0,0,0,0,0,0,-0.0148668854617887,-6.93889390390723e-18,0,0,0,0,0,0.130956956328217,0,0,0,0,0,0,0,0,0,0,0,-0.00352597240389162,0,0,0,0,0,0
X000063.SZ,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833065248014788,0,0,0.109440471621241,0,0.0763688778727354,0,0,0.111768373275079,0,0,0,0,0,0,0,0,0,0.0257886602513176,0,0,0,0.256613555344693,0,0.0527580747569949,0,0,0,0,0,0,0,0,0,0,0.043679295808154,0,0,0,0,0,0,-0.0300450425945673,-0.018367080700513,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849790368281803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.107380395852244,0,0,0,0,0,-0.0402740924708177,0,0.0543172305075835,0,0,0,0,0,0,0,0,0,0,0,-0.0262263668612353,-0.000803014654815373,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0577749302422758,0,0,0.104774524817351,0,0,0,0,0,0,0,0,0.107331899787674,0,0,0.132727423558591,0,0,0.0650054970731417,0,0.0257616293108989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619804550017488,0,0,0,0,0,0,0,0,0,0,0,0,-0.00642881403830046,0.0164816843980181,0,0,0,0,0,0
X600690.SH,0,0,8.67361737988404e-19,0,0,0,0.544973669877527,0,0,0,0,0,0.063189774675658,0,0,0.0762041494755517,0,0,0,0.0448220627758852,0,0,0,0.0839106960526532,0,0,0,0,0,0,0,0.090826888823371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0266108201503762,0,0,0.231974575392495,0,0,0.584416468100798,0,0,0,0,0,0,0,0.0505591771215565,0,0,0,0,0,0,0,0.0746592902380932,0,0,0,0,0,0,0,0,0,0,0.0941476419097192,0,0,0,-0.148942898371892,0,0,0,0,0,-0.0301120953419258,0.00328712200871518,0,0,0,0,0,0
X600372.SH,0,0,0.139864449459453,0.0323637362916499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701218713919863,0.050053812140355,0,0,0,0,0,0.010644454613249,0,0.00763713298725944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378366801411165,0,0,0,-0.0679404090072071,2.16840434497101e-19,0,0,0,0,0,0
