,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X600031.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600271.SH,X002085.SZ,X600118.SH,X300124.SZ,X000157.SZ,X002508.SZ,X600089.SH,X600522.SH,X600177.SH,X600372.SH,X300136.SZ,X002007.SZ,X300003.SZ,X600487.SH,X600699.SH,X000981.SZ,X002074.SZ,X000066.SZ,X002294.SZ,X600867.SH,X002008.SZ,X002180.SZ,X000559.SZ,X002292.SZ,X000623.SZ,X600566.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225919058462495,-0.107433223891321,0,0,0.0628490344273762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542057950803477,0,0,0.0784448688024428,0,0,0,-0.00766682181623338,0,0,0,0,0,0,0,0,0,0.0209279172972907,0.0030252080321912,-0.00157826098524888,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.192118706429207,0,0,0.084962384519655,0,0,-0.139042967145493,0,0,0,0,0,0,0,0,0,-0.0808956846134757,0,0,0,0.0502518104670347,0.0917531880545629,0,0,0,-0.0109239610120563,0,0,0.170829802966382,0,0,0,0,0,0,0,0,0,0,0,0.0111107407690349,0.0159857790070528,0,-0.0108882900902913,-0.00944168430548741,0,0,0,0,0,0
X002415.SZ,0,0,0,0.228900150841945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31229648611284,0,0.0677332506912346,0,0,0,0,0,0,0,0,0.0486365834865877,0,0,0,0,0.116973659697666,-0.124960003625831,0,-0.0413750463109076,0,-0.0690438433480256,0,0,0,0.147596759659824,-0.204268347503663,0,0,0,0,0,0,0,-0.0143421971476573,-0.000560599898306189,0,0,0,0,0,0
X000651.SZ,0,0,0.0162345474362346,0,0,0,0.0135833508063953,0.119849664882265,0,0,0,0,0,0.237547411644407,0,0,0,0.00289920280140314,0,0,0,0,0,0,-0.103355489928743,0,0,0.0512475909723135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269465080536426,-0.00527274580962855,0,0.0080087206838524,-4.81675452926182e-05,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0046395567497057,0,0,0,0.0378858130749435,0.0120489170180414,0,0,0.1323389493193,0,0.324653627420298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921555065232971,0.0665829364602473,0,0,0,-0.0376412241628082,0,0,0,0,0,0,0,0,0,0,0,-0.00696773289311661,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.105886846201222,0,0,0,0,0.223324401537353,0,0,0,0,0,-0.0270758982302203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014334089683996,0,0,0,0.010753341962995,0,0,-0.0907242234751484,0.0644529874334721,0,0,0,0,0.0309988170134757,0,0,0.00752051239239451,0,0,0,0,0,0
X000725.SZ,0,0,0,0.3072022169433,0,0,0,0,0,0,0,0,0,0.0357780806825601,0,-0.458356004167716,0,0,0,0,0.151142364427555,0,0,0,0,0,0,0,0,0,0,0,0,0.043690037485443,0,0,0,0,0,0,0,0,0.169017070626337,0,0,0,0.243670058184692,0.0544814517761997,0,0.094626256131723,0,-0.0455198336397297,0.0119717873919361,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0768035964489129,0,0,0,0,0,0,0,0,0,0.330286547536011,0.176227196658505,0,0,0,0,0,0.165829419698513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356192264751296,0,0,0,0.00787829592035234,0,0,0,0.0219536454214402,0,0,0.000466571002753467,0.00206208548215123,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0203935716831215,0,0,0,0,0,0,0,0.0170040503424575,0,0,0,0.0154880204535433,0.142249555385783,0.337195497040575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166735994289009,-0.126832489562005,0,0.00709870886461242,0,0,0,0,0,0,0,0,0,0,0.155374488354145,0,0,-0.0375587834337255,0,-0.0267768524117013,0.00567154292999397,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.234428321089791,0,0,0,0,0,0,0,0,0,0,0,0.0112968538252208,0,0,0,0,-0.100911608749236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297150662836533,0,-0.00358470794200986,-0.0147825451741689,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134842246747929,0,0,0,0,0,0,0,0,0,0,0,0.305750033468908,0,0,0,0,0,0,0,0,0,0.0800649036258413,0,0,0,0.0379030771336561,0,0,0,0,0,0,0,-0.200389228530641,-0.138626824224653,0,-0.00135038002048314,0.00453536972818811,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0833557453780405,0.0445905849098225,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0544145310719321,0,0,0.176222549783313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167522972299304,0,0.209843774573119,0,0,0,-0.0866834213480186,0,0,0,-0.0444092480372264,0,0,0,0,-0.061208603180944,0,-0.0074092970718275,0.0147533074230661,0,0,0,0,0,0
X600741.SH,0,0.0783841367865021,0,0,0,0,0,0,0.32670600017516,0,0,0.111326504035142,0,0,0,0,0,0,0,0.0458626873489516,0,0.0584315062975658,0,0,0,0,0,0,0.055060127199329,0,0,0,-0.110225525117844,0,0,0,0.0396211806944754,0.0308842943055132,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00348337186131052,-0.00587607968039036,0,0,0,0,0,0
X000568.SZ,0.0610881050542711,0,0.167469549548631,0,0.636701044034103,0,0,0,0,0,0,0,0,0,0,0,0,0.0723357588888316,0,0,-0.112667549886012,0,0,0,0,0,0,0,0.122023988379277,0,0,0,0,0,0,0,0,0,0,0.157932749655364,0,0,0,0,0,0,0.0876623613859534,0,3.46944695195361e-18,0,0,-0.0072868908562862,-0.000624500323297197,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.188981307153106,0,0,-0.0691919752048464,0,0,0,0,0,-0.174594754600908,0,0,0,0,0,0,0,0.169047639358109,0,0.401152195124005,0.157816479918042,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0253014772905235,0.069131128485122,0,-0.0261766628197451,0,0,0,-0.0294005869555941,0,0,0,0,0,0,0,0.0101534583253277,-0.00170013856994773,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.103942899894391,0,0,0,0,0,0,0,0,0,0,0.112488262475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553947809402078,0,0,0.0910692636126533,0,0,0,0.0524257920336213,0,0.0513902863286584,0,0,0,0,0,-0.097240248754678,0,0,-0.00580375776441594,-0.00743352789408607,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.0493287534562805,0,0,0.0119123791955363,0,0,0,0,0,0,0,0,0,0,-0.054754807209522,0,0,0,0,0.2931657164855,0,0,0,0,0,0,0,0,0,0,0.0367147975344973,0,0,0.250694214571626,0,0,0,0.0434153044254115,0,0,0,0,0,0.0161070945453527,0,0,0.0653819684146092,0,0.0275430130211065,-0.00903195466811971,0,0,0,0,0,0
