,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002236.SZ,X002007.SZ,X300124.SZ,X300003.SZ,X002008.SZ,X002506.SZ,X600498.SH,X002179.SZ,X600177.SH,X000977.SZ,X000625.SZ,X600487.SH,X600183.SH,X600066.SH,X600522.SH,X002371.SZ,X600776.SH,X000050.SZ,X600867.SH,X000066.SZ,X600089.SH,X002129.SZ,X300146.SZ,X600118.SH,X002049.SZ,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.220066815067222,0,0,0,0,0,0,0,0,0.0598417998604219,0,0,0.19051311158957,0.0141859456438652,0,0,0,-0.0609404327501257,0,0,0,0,0,0,0,0,0,0,0,0.0977838024112493,0,0,-0.00808275288822134,0,0,0,0,0,0,0,-0.00507711082543038,-0.0563425946101548,0,0,0,-0.0129633248497076,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.176737759386045,0,0.297261165347125,0,0,1.73472347597681e-18,0.331870029634737,0,0,0,0,0,0,0,0,0,0.0106230548320047,0,0,0,0,0,0,0,0,0,0,0,0,0.100061035261984,0,0,0,0,0,0,0,0,0,0.112849152601516,0,-0.0268408558054161,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0461472245479975,0,0,0.299381579325133,0,0,0,0.238632598335621,0.147790483231206,0,0,0.136291791985775,0,0,0,0,-0.0623450941341107,0,0,0,0,0,0,0.0532025655760898,0,0,0,0,0,0,0,0,0,0,-0.0303816543340804,-0.0652125952159267,0,-0.0253209139427855,0,0,0,0,0,0,0,-0.0347774635310469,0,0,0,0,-0.02433892950245,0,0
X600104.SH,0.0505054437039869,0.0379741069671501,0.151315652016092,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0543068552548083,0.0601685399277621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149265184211258,0,0,0,0,0,0,0.00390075245638603,0,0.0726192753197988,0,0,0,0,0,0,0,-0.00693172086641969,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132128179149469,0.0628064219260526,0,0,0.0825722581164811,0.0663523614599347,0,0,0,0,0.260827011862748,0,0,0,0.231347780984556,0,-0.0596177680671566,0,0,0,0,0,0,0.108863829330929,0,0,-0.0269154201035356,0,-0.097802594706208,0,0,0,0,0.0142927757669258,-0.138743295949076,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0574511283704578,0,0,0.12298771205585,0,0,0,0,0,0,0,0,0,-0.0466585466114427,0.483179802874221,0,0,0,0,0,0,0,0,-0.0546902844306077,0,0.263008608217169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338883966399598,0,0,0,0,-0.0434936161910601,0,0
X002304.SZ,0,0.221860204207711,0.158502608898519,0,0,0,0,0,0,0.0527346460010712,0,0,0,0.045388220622688,0,0.199010704698264,0,0,0,0,0,0,0,0,0,0.132359940360788,0,0,0,0,0,0,0,0,0,0.0460781909236864,0,0,0,0,-0.0621381426547812,0,0,0,0,0,0,0,0,0,0,-0.0214131381255657,-0.0194688160140871,0,0,0,0.0105288810841518,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103878330149244,0,0,0,0,0,0,0.0630704220688941,0,0,-0.072494833070182,0,0,0.230393630645613,0,0,0.14428390905541,0,0,0,0,0,0,0.262758957823045,0,0,0,0.231560176753319,-0.00241012353190884,0,0,0,0,0,0,0.124879362198526,-0.112173647797826,0,0.0134855374416306,0,0,0,0,-0.0023853348562209,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341215883710467,0.174699406379499,0,0,0,0,0,0,0,0,0,0,0,0.0771120520600208,0.0808104304170594,0.0626406353367235,0,0.0212823229079915,0,0,0.0740282445142062,0.102190330384492,0,0.093294800486123,0,0,0,0,0.0704977624599667,0,0,-0.0074561141239538,-0.074202223798787,0,0,0,0,0,0
X600031.SH,0,-1.73472347597681e-18,0.185700482529983,0.26595732640307,0.0715373260166066,0,0,0,0,0,0,0,0.329670279163924,0,0,0,0,0.00876446669801252,0,0.0636288206108071,0,0,0,0,0,0,0,0,0.00625467522916614,-0.0219334206923489,0,0,0,0,0,0,0.026308960620785,0,0,0,0,0,0,0.131366719292789,0,0,0,0,0,0,0,-0.0706036187158843,0,0,0,0,0.00106553681731922,0,0
X600690.SH,0,0,0,0,0,0.201734276467618,0,-0.0344763678234134,0,0.0728172921590256,0,0,0.0821989617161978,0,0.0103981396246179,0.11991921886208,0,0,0,0,0,0,0,0,0.000681149296672936,0,0,0,0.154939598963143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329300906412571,0,0,0,0,0,0,0.0147405873768039,0,0
X000568.SZ,0,0.237895494858282,0,0,0,0,0,0.0232614626686792,0,0,0,0,0,0.0259848324769603,0,0,0.166010716896896,0,0,0,0.0666045661059418,0,0,0.0230471789183315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195779951570546,0,-0.0484015070536029,0,0,0,0,-0.0226319434050757,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.666385879067645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813088065005413,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.243600794051195,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0863447276933421,0,0,-0.0456075724673117,0,0,0,0,0,0,0
X002475.SZ,0,0.0659744802584302,0,0,0,0.132529602407828,0,0,0,0,0,0,0,0,0.101690261759251,0,0,0,0,0,0.28171178325924,0,0,0,-1.38777878078145e-17,0,0,0,0.182094899834534,0,0,0,0,0,0,0.0449949246821756,0,0,0,0,0,0.00085888430010396,0,0.076219471654557,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342979402620762,0,0
X600741.SH,0,0,0.184153242152655,0.186714157699701,0,0,0,0,0,0.0265828797750058,0,0,0,0.0884009956779541,0,0,0,0,0,0,0.000139623385438879,0.18606102459613,0,0,0,0,0,0,0,0.29023675991179,0,0,0,0,0,0.136966448378217,0,0,0,0,0,0,0.0180658007437809,0,0,0,0,0,0,0,0,-0.0118284408369834,0.00148128389829316,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,-0.0412570826417004,0,0.500443071269086,-0.0311913288073804,0,0,0,0.410246409526391,0.139146680935537,0,0,0,0,0,0.0352784985328528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111707473204915,0,-0.00629283402238705,-0.0782982854201573,0,0,0,-0.00198956546064306,0,0
X600809.SH,0,0.255683712878196,0,0,0,0,0.0766671297374505,0,0,0,0,0,0,0,0,0.2309654007971,0,0.0285654827039008,0,0,0,0,0,0.0807945186011919,0,0,0,0,0,0,0,0,0,0.0881320792949442,0,0,0,0.0446756869119663,0,0,0.0249682601629942,0,0,0,0,0,0,0,0,0,0,-0.0415377269706683,0.00448525208720116,0,0,0,-0.00989472211854075,0,0
X000661.SZ,0,0,0,0,0.142416846965404,0,0,0,0,0.0641562468969949,0,0,0,0,0,0.226820407438058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781877113087762,0,0,-0.0810440128791902,0,0,0,0,0.0714341911881658,0.0052842506556101,0,0,0,0,0,0,0,0.00953215758138226,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.201455696742893,0,0,0,0,0,0,0,0,0.0911299931039842,0.0285209568216709,-0.149022688218717,0,0,0,0,0,0,0,0.0997110812100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291157355151554,0,0,0,0,-0.016700387772825,0,0.00920672798149082,0,0,-0.0739218035794199,0,0,0.0071382188246425,0,-0.0298276540494308,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.0216163274644982,0,0,0.290688519652735,0,0.0367830244579252,0.0236105859437663,4.33680868994202e-19,0.0875085253552836,0,0,0,0.00903635424253964,0,0,0,0,0,0,0,0,0,0,0,0,0.0575915058196086,0,0.00403070716515558,0,0.0252188316251156,0,0,0,0,0,0,0,0,0,0,0,0,-0.00375826271380361,-0.00723512858679082,0,0,0,0,0,0
X600703.SH,0,0,-0.20290947757704,0,0,0,-0.406769170709459,0,0,0,0,0,0.119330815774218,0.545329230246329,0.227565154665614,0,0,0,0,0,0,0,0.120810716589573,0,0,0,0,0,0,0.191987817406394,0,-0.0119127079422797,0,0,0,0,0,0,0,0,-0.116159838494501,0,0,0,0,0,0,0,0.0815010307582652,0,0.310545232379833,-0.0262034442741433,0,0,0,0,0,0,0
