,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X000157.SZ,X300124.SZ,X600177.SH,X600372.SH,X002007.SZ,X600522.SH,X600089.SH,X002085.SZ,X000066.SZ,X000981.SZ,X002508.SZ,X600867.SH,X300003.SZ,X600699.SH,X002294.SZ,X000559.SZ,X002292.SZ,X002180.SZ,X300136.SZ,X600498.SH,X002074.SZ,X000623.SZ,X002426.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.091599427118805,0,0,0,0,0,0,0,0,0,0,0.185500127921362,0,0,0,0,0,0,0.187427928950864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078221785760566,0.00536957723144842,0,0,0,0,0,0
X600104.SH,0,0,-0.149072317307667,0,0,0,0,-0.0160832708376452,0,0,0,0,0,0.772575777065299,0,0,0,0,0,0,0,0,0,0,0.102810173567663,0,0,0,0,0,0,0,0,-0.0641657902041291,0,0,0,0,-0.149022378585858,0,0,-0.0248188829496405,0,-0.101101108976672,0,0,0,0,0,0,-0.0169311690687356,0.00541446962570161,0,0,0,0,0,0
X002415.SZ,0,0,0,0.119054319307842,0,0,0,0,0,0,0,0.0837773611203983,0,0,0,0,0.0246774375872547,0.249173546659924,0,0,0,0.211793184687609,0,0,0,0,0,0,0,-0.0233424255410256,0,0,0,0,0,0.0221383916576943,0,0,0,0,0,0,0,0,-0.172954471748958,0,0,0,0,-0.0605019440609103,0.00401842400038013,0.000573413180388001,0,0,0,0,0,0
X000651.SZ,0,0.297624472408854,0,0,0,0,0,0,0,0.475691882334129,0.183931157124244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547849858963164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924754075714349,-0.0606743695707734,0,0,0.318503490999707,0,0,-0.0543215712300842,0,0.0121949732100064,0,0,0,0,0,0
X000858.SZ,0,0,0,0.178652596913847,0,0,0,0,0.131449061608551,0,0,0.0158970995515399,0.00993971783586424,0.142895272321771,0.378024963487229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177292994278152,0,0,0,0,0,0,-0.049316063154629,0,0.0430020538831458,0,0,0,0,-0.0555108118619607,0,0,0.00243621401685754,0,0,0,0,0,0
X002304.SZ,0,0.165458779191207,0,0.0617711322224878,0,0,0,0.0220500812030576,0,0,0,0,0,0.161100066608014,0.494955314372928,0,0,0,0,0,0,0,0,0,0.0574658794361994,0,0,0,0,0,-0.0721626331953946,0,0,0.0734479118990994,0,0,0.0418153102243821,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.000712386054611056,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0426737977576885,0,0,0,0.168810646355449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627736338997337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119152687051111,0.0188224312525706,-0.00176835015996334,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.161236496834023,0,0,0,0,0.183480970154738,-0.651050566041795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196814279337873,-0.0672661373157636,0,0,0,0,0,0.154759460549382,0,-0.0197611033537637,0.000341994852007196,0,0,0,0,0,0
X000625.SZ,0,0.236400089825197,0,0.0974811534733824,0,0,0,0,0,0,0,0,0.106193440682737,0.109411232497095,0,0,0,0,0,0,0,0,0.105397150978261,0,-0.0555748261058949,0,0,0,0.0707193236717729,0,0,0,0,0,0,-0.0304693656907212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171883210400868,0.00517928215211039,0,0,0,0,0,0
X000063.SZ,0.03591920683611,0,0,0.20766340556194,0,0,0,0,0,0,0,0,-0.0160118603574194,0,0,0,0,0,0,0,0,0,0,-0.0963343422380026,0,0,0,0,0,0.129547080643828,0,0,0,0,0.244383280523913,0,0,0.0221938058208713,0.0834743107613157,0,0,0,0,-0.0174214979636848,0,0,0,0,0.0147941608239347,0,4.33680868994202e-19,0.00566339409672356,0,0,0,0,0,0
X600690.SH,0,0,0,0.187720291428289,0.0244818093374134,0.137818230780929,0,0,0,0,0,0,0.028011979846384,0,0,0,-0.0386619642349475,0,0,0,0,0,0.0987426187425263,-0.0956995443833359,0,0,0,0,0,0,0,0,0,-0.029010622397273,0,0,-0.1348675909573,0,0,0,0,0,0,-0.0934843135181449,0,0,-0.0324128574729705,0,0,0,-0.017771505043967,0.00487415254682675,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.280449249344949,0.0300440699616484,0.175742432559036,0,0,0,0,0,0,0,0,0,0,0,0,0.0546738324031882,0.022168977433567,0.119633428793808,0,0,-0.106245839717352,0,0,0,0,0,0,0,0,0,-0.220396290914678,0,0,0.222383468157359,0,0,0,0,0,0,0,0,0,0,0,0.202859801057149,-0.0127408341946167,0.0157378343746918,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0220070003756523,0,0,0,0,0,0,0,0,0,0,-0.136943483094968,0,0,0,0,0,0.0653867062248724,0,0,0.603732892972696,0,0,0,0,0,0,0.0460683362001953,0,0,0,0,0,0,0,0,0,-0.139942554097513,0,0,0,0,0,0,-0.037372908155719,-0.00721226720450817,0.00285213214694336,0,0,0,0,0,0
