,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X300003.SZ,X300124.SZ,X000625.SZ,X601877.SH,X600487.SH,X600066.SH,X000100.SZ,X600809.SH,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X300136.SZ,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000157.SZ,X000981.SZ,X002179.SZ,X600177.SH,X000596.SZ,X600498.SH,X000661.SZ,X300142.SZ,X002049.SZ,X600707.SH,X600584.SH,X600699.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.50489790659379,0,0.0313141901970868,0.0239334876128824,0,0,0,0,0,0,-0.0340166898875552,0,0,0,0,0,0,0,0.0511000865447363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144830011953027,0,0,0.0750903878905198,0,0,0,0,0,0,0.0119121560217396,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0390702404734987,0.061867642430994,0,0,0.107235765061866,0.1685587537031,0,0,0,0,-0.383227169388949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657335424888947,0,0,0,0,0,0,0,0,0,0.267510908127934,0,0,0,0,0,0,0.00667567976701854,-0.0130444490477857,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0700073621434264,0,0.00285550678746012,0,0.0508626067679111,0,0.146977821343781,6.93889390390723e-18,0,0,0,0.205402821562699,0.0914233282034007,0,0,0,0,0,0,0,0.29435970808886,0,0,-0.0226053018457558,0,0,0,0,0.105204805225808,0,0,0,0,0,0,0.235611095705019,0,0,0,0,0,0,-0.00493017809158055,0,0,0,0,0,-0.00481854558249309,-8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.325188392739045,0,0,0,0,0.185278388809971,0,0,0,0,0.027524106120002,1.73472347597681e-18,0.0917084146090383,0.0317943184107113,0,0,0.0185879001791564,0,0,0,0,0,0,0,0,0.0227353874932573,0,0,0,0.0471744311984129,0,0,0,0,0,0,0,0,0,0,0.153007946804722,-0.038646882257825,-0.145177146458968,0,0,0,0,0,-0.00353243030451363,0,0,0,0,0,0
X000858.SZ,0.175533914181037,0,0,0.276338228378828,0,0,0,0,0,5.42101086242752e-20,0,0.485648681943523,0,0,0.0774868414957294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707511726876432,0,0,0,0,0,0,0,0,-0.00799379149802134,0,-0.019083410160415,0,0,0,0,0,0,0,0,-0.00743847628978881,0,0,0,0,0,0,0
X600276.SH,0,0,0.0183817235732643,0.0812507704970487,0.0609450606442592,0,0,0,0,0.0279111661313332,0.0121102251581225,0,0,0,0,0,0,0,0,0.0882495656609989,0,0,0,0.294652546920559,0,0,0.0121394810538752,-0.0612015414199662,0,0.0547380532763816,0,0,0,0.140469784569427,0,0,0,0,0,0,0,0,0,0.0427151195783344,0,0,0,0,0,0,0,0,0.0105997978130888,0.0966625326996658,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0596289207083018,0,0,0.205256693003974,0.0284353226730744,0,0,0,0,0,0.069081106996501,0,0,0,0.0630366265015733,0,0,0,0,0,0.205775801548196,0,0,0,0.021881380041908,0.0443279202977838,0,0,0,0,0.105973710896851,0.13283926419136,0,0,0,0,0.0461065642674322,0.154965657922055,0.202510891194496,0,0,0,0,0,0,0,-0.0372246690526589,0.0492973228925384,0,0,0,0,0,0
X002304.SZ,0.255283606104254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0604395301543783,0,0,0,0,0,0,0,0,0,0,0.411420147484427,0,0,0,0,0,0,0,0.203309293003171,0,0,0,0.0389100703648939,0,0,0.0164506745732449,0,0,0,-0.0110189067260041,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.369614809273528,0,0,0,0,0,0,0,-0.0159699727383241,0,0,0,-0.0821043258788532,-0.0310891046941055,0,0.051141071551073,0,0.315497481443789,0,0.226936232502034,-0.219674260558864,0,0,0,0.310426550701931,0,0,0,0.239348371018397,0,0,0,0,0,0,0.0822270753301752,0.135832517042168,0,0,0,0,0,0,0,0,0.00763145355464006,0,0,0,0,0,0,0
X600690.SH,-6.93889390390723e-18,0,0,0.119689483591299,0.317824604818065,0.0527459464579648,0,0.0554952493693583,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0432835529750831,0.0277942782384788,0,0,0,0,0,0,0,-0.129654719871126,0,0,0,0,0,0,0,0.115210922788669,0,0,0,0,0,0,0,0.0866131820586357,0,0,0,0,0,0.0600640113252062,0,0.0789860528455753,0,-0.000895104110383157,0,0,0,0,0,0,0
