,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000977.SZ,X000157.SZ,X002074.SZ,X000733.SZ,X000799.SZ,X600522.SH,X600460.SH,X600584.SH,X300003.SZ,X000066.SZ,X600779.SH,X600183.SH,X002236.SZ,X600884.SH,X002294.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0772826988444558,0.0639149587144332,0.257812216900142,0,0,0.0883926784836996,0,0,0,0,0,-0.0302058458318459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359662466019437,0,0,0,0.0784210894912031,0,0,0,0.0363166756604519,0,0,0,0.0282542380044255,0,0,0,0,0,0,0,0,0,-0.0563442280665196,0,0,0.012263014982684,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.179083727568648,0.0676544470751211,0,0.637930866087307,0.0601628003611803,0,0,0.127459071261503,0,0,0,0.0524228699508361,0.00459955749774378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115102049832754,0,0,0,0,0,0.00327851721244722,0,0,0,-0.0381875406943454,0,0,0,0,0,0,0,0,-0.0268893608853923,0.00601084455663089,0,0,0,0,0,0
X000568.SZ,0,0.702154563532618,0,0,0,0,0.078627430573856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171787571362527,0,0,-0.175138351954859,0,0,0,0,0,0,0,0,0,0,0,0,0.0795609532424819,0,0,0,0,0,0,-0.116765511479384,0.100255968974245,0.207768917964586,0,0,0,-0.0134068377590304,0,-0.0196206393144722,0,0,0,0,0,0,0
X600809.SH,0,0,0.301369488815185,0,0,0,0.167392827369793,0,0,0,0,0,0.00673956601234805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177533349366214,0,0,0,0,0,0,-0.0971374638825312,0,0,0,0,0,0,0.00622504198213736,0,0,0,0,0,0
X002415.SZ,0,0.188993909474287,0,0,0,0,0,0,0,0,0,0,0.0512661799616423,0,0,0,0.0157748463047787,0,0,0,0.061180332121978,0,0,0.0375278845853237,0,0,0,0,0,0,-0.0619753897475602,0,0.0586541326781014,0,0.180574248299077,-0.0930710710096249,0,0,0,-0.0312607010846826,0,0,0,0,0,-0.0356225605641378,0,0,0,0,0,0,-0.0228361761188243,0,0,0,0,0,0
X600276.SH,0,0,0.0797348476470551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139500759133027,0.0343254720369591,0,0,0,-0.22238748461237,0,0.0857387951424454,0,0,0,0,0,0,0,0,0,0.157301279511882,0.0930820862840669,0,0,0,0.0592405966765505,0,0,-0.00557458979582686,0.00736904960756425,0,0,0,0,0,0
X002304.SZ,0,0.400960650891931,0.333691111261883,0,0,0,0,0,0,0,0,0,0,0,0.124883721990957,0,0,0,0,0,0,0,0,0.0275678186008817,0,0,0,0,0,0,0,0,-0.0487299891694748,0,0,0,0,0,0,-0.0397501197033875,0,0,-0.0215184157616402,-0.0681840219206482,0.0226702952750536,0,0,0,-0.0348373853159865,0,0,-0.0156803995949722,0.0183395977638481,0,0,0,0,0,0
X600690.SH,0,0,0.0582199909731206,0,0.0618197353848803,0,0.0304685165165885,0,0,0,0,0,0,0,0,0.317371672504795,0,0,0,0.00728753120414305,0,0,0,0,0,0,0.0601691655689739,0,0,0,-0.0155678420103448,0,0,0,-0.0101784302181054,0,0,0,0,0,0,0,0,-0.0115328225198618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.366476715306356,0,0,0,0,0,0,0,0.0326647983157336,0,0,0.190964707505339,0,0,0,0,0,0,0,0,0,0,0.00071323272130959,0,0,0,0,0,0,0,0.103091706563087,0,0,0,0,0,0,0,0,0,0,0.280991596538281,0,-0.0293577940830655,0,0,0,0,0,0
X300124.SZ,0.0407608310381896,0,0,0,0,0,0,0,0.111294731180935,0,0,0,0.189389966596738,0,0,0.01638296393117,0,0,0,0,-0.00856432142107449,0,0,-0.300023117856521,0,0.23573942706689,0,0.0628993738340521,0,0,0.199725825291877,0.02888850170755,0,0,0,0,0.0202319956562608,0,-0.108171339446925,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170909714567931,-0.00641748050426889,0,0,0,0,0,0
X000651.SZ,0,0.27338569096026,0,0,0,0,6.93889390390723e-18,0.231459325853168,0,0,0,0,0,0,0,0.0681657256450372,0,0,0,0,-0.00906286859745982,0,0,0,0,0,0,0,0,0,0,0,0.0209844337162496,0,-0.0318714119389937,0,0,0,0,0,0,0,0,0,0,0,0,-0.0084274709115371,0,-0.0314592319445175,0,-0.00387089986371384,-2.16840434497101e-19,0,0,0,0,0,0
X600104.SH,0,0,0.0483888687010517,0,0,0,0,0.0869884723699128,0,0,0,0,0,0.107698774754427,0,0.0943868947314942,0,0,0,0.00331641034858235,-0.0717799381009846,0,0,0,0,0,0,-0.0280263832943632,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0549507894841444,0,0,0,0,0,0,0.0329571089402278,-2.16840434497101e-19,-0.0698539561804918,0,0,0.0367139294131479,-0.0106575317660806,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,-0.0345286797828337,0,0,0.419893274382808,0,0,0,0,0,0,-0.0248654101147998,0.308673315526524,0,0.136916097733834,0,0,0,0,0.100943931212659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420458555899493,0,0,0,0,0,0.304277165111507,-0.142684904980426,0,-0.0986146273005025,-0.0377185258264651,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.167169057386879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140295825620436,0,0,0.0857174613863329,0,0.268066909304033,0,0,0,0,0,0.00989369240439592,0,0,0,0,-0.0314154348647863,0.055321441507617,0.171500738109881,0.0221874152437496,-0.0490575655633865,0,0,0,0,0.0251980989885416,0,0,-0.0115111284112069,0.0153527791912982,0,0,0,0,0,0
X000596.SZ,0,0.00814015348777441,0.0448762971876832,0,0,0,0.127264829190522,0.169675217742049,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0290075781090974,0,0,0.105700454794151,0,0.147294674239013,0,0,0,0,0,0,0,0,0,0.139020714113505,0,-0.0224633225468854,0,0,-0.0811280160084412,0,0,0,0,0,0.0216735677756546,0,-0.0102475426165757,0,0,0,0,0,0,0
