,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600809.SH,X600703.SH,X600690.SH,X002371.SZ,X000596.SZ,X002007.SZ,X300003.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X600183.SH,X600741.SH,X300124.SZ,X000977.SZ,X300014.SZ,X601877.SH,X002129.SZ,X000157.SZ,X002236.SZ,X000625.SZ,X600584.SH,X000800.SZ,X002049.SZ,X000066.SZ,X002414.SZ,X002463.SZ,X002456.SZ,X300136.SZ,X600118.SH,X600498.SH,X002179.SZ,X600522.SH,X002185.SZ,X002223.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.142089311860667,0,0,0,0,0,0,0.0346055311361164,0,0,0,0,0.0408232375079305,0,0,0,0,0,0.217612905994243,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0360691124931574,0,0,0,0,0,0,0,0,0.0243953704176975,0.0127547922062058,0,0,0,0,0,0.0467625318453864,0.0041256122067464,0,0,0,0,0,0,0
X000858.SZ,0.212273554380331,0,0,0,0,0,0,0,0.0103196895830495,0,0,0,0,0.278177498499867,0,0.324386402351564,0,0,0,0.0680833973256814,0.0224102470519321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00832487764218184,0,0,0,0,0.0124799701179059,0.0432816885255069,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.181192601532273,0,0,0,0,0,0.0465776442061038,0,0,0.162811988165506,0,0,0,0,0,0.0282522054131087,0,0,0,0,0,0.0177832070451378,0,0.0110714720103611,0,0,0,0,0,0,0,0,0.0492868829988596,0,0,0,0,0.0178673070710906,0,0,-0.0475697209831577,0,0,0,0,-0.00757375699866649,0,0,0,0,0,0,0
X000651.SZ,0,0.0664469157819754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106754596226147,0,0.450769671143734,0,0,0,0,0,0,0,0,0.00865930161717245,0,0,0.0451810093418627,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0540609853991632,0,0,0,0,0,0,0,0,0.0458895089450957,0.0151703214312957,0.0234228485511056,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0558308336051854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939070273389007,0,0,0.142098558856765,0,0,0,0,0.00128292680111492,0,0,0.0897221474647762,0,0,0,0,0,0,0.057612345503486,0,0,0.00992310265856902,0,0,0,0.0271732259221032,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.120652420127556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912785353312385,0,0,0.0855273611823477,0.0273445290658154,0,0.219651105308905,0,0,0,0,0,0.181950209601705,0,0,0,0,0,0.180746902238907,0,0,0,0,0,0.10379383294505,0,0,0,0,-0.0408665383223777,0,0,0.0104749759066339,0,0,0,0,0,0,0
X600104.SH,0,0.0586935106430488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711570488730025,0,0.120339340567341,0,0,0,0,0.382829003428125,0,0.140261930376598,0,0,0,0,0,0.0343379404461014,0,0,0,0,0,0,0,0,0,-0.0688409178048567,0,0,0,0,0,0,0.0193190177239635,0.010504838072192,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185521251629344,0,0,0,0,0,0,0,0,0.193650353147988,0,0,0,0,0,0,0,0.215488784862362,0,0.420087338560717,0,-0.189532877449379,0,0,0,0,0.034262552462985,0.113605097977342,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.116623866834043,0,0,0,0,0,0,0,0,0.289743303157965,0.0550178779005381,0,0,0,0,0,0,0,0,0,0,0.0387981761513349,0,0,0,0,-0.0144413312507118,0.234541357105786,0,0.100752587839751,-0.0300660844887015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156733158825762,0.0296875963227578,0,0,0,0,0,0
X002304.SZ,0,0.217017038313226,0,0,0,0,0,0,0.080693084091202,0,0,0,0,0,0.149568855060884,0,0,0,0,0,0,0,0,0,0.0456930809183098,0,0.0389360681134834,0,0,0,0,0,0,0,0,-0.00997882424790608,0,0,0,0,0.0332396344851563,0,0,5.42101086242752e-20,0.0261648070638843,0,0,0,-0.0768435447092878,0,0,0.00338881522626057,0.00963359221875736,0,0,0,0,0,0
