,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000625.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X000661.SZ,X002049.SZ,X002241.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002180.SZ,X601799.SH,X002074.SZ,X600183.SH,X600418.SH,X300142.SZ,X002463.SZ,X002028.SZ,X000066.SZ,X000733.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.107636854458763,0,0.235870665826141,0,0.0590426074335203,0,0,0,0,0,0.13101511071029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370872258002719,0,0,0,0,0,0.118410679204436,0,0,0,0,0,0.17311296586361,-0.0110382281657922,0,0,0,-0.00680753666291652,0,0.0407823007766012,0,0,0.0133806376516914,0,0
X000858.SZ,0.31662840586452,0,0,0.0196682186245729,0,0,0,0,0,0,0.11770845303583,0,0,0,0,0,-0.0286399736494406,0,0.0469368831639725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650907410281112,-0.147816581497173,0,0,0.0354238286881345,0,-0.0764373891069173,0,0,0,0.109709524612429,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825402703548119,0,0.0642174255659032,0,0,0,0,0,0,0,0,0,0.169041490120001,0,0,0,0.105522835693284,0,0,0,0,0,0,0,0,0.00865856274941185,0,0,0,0,-0.0203586366238378,-0.0272033371275457,0.0966022734618304,0.00436203692500713,0,0,0,0,0,0,0
X000568.SZ,0.509199679395378,0.0205447813896863,0,0,0,0.295147172233311,0,0,0,0,0,0,0.201416902978802,0,0,0.191131967483085,0,-0.0428244458963026,-0.00393148992734842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555045309783386,-0.0161934267547209,0,0,0,0,-0.0427382434040871,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.130190561693028,0,0,0,0.0178558687548418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602274631676172,0,0,0,0,0,0,0,0,0,0,0,0.0342582135642674,0,0,0,0,0,0,-0.0408909992915279,0,0.216162210824575,0,0.00781341691060624,0.00717407312562246,0,0,0,0,0,0
X600809.SH,0.290929493560382,0,0,0.261030252786341,0.0433708209594698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568400491349679,0,0,0,0,0,0,0,0,0,0.00901149418533539,-0.0590979496376293,0,0,0,0.0335322725719614,0,0,0.169416262935604,0,0,0.0258036024883726,-0.04971570388362,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0595504208919666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624073050922866,0,0,0,0.181641925525775,0,0,0,-0.0186237189540237,0,0,0.0418974175906433,0,0,0,0,0,0.0516512483984872,0,0.203466288923581,0,0.058492147482308,0,0.144007810089069,0,-0.0618175114847034,0.0769401032596672,0,0,0,-0.204070330004364,0,0
X600690.SH,0.0366797359749126,0,0,0.0599681443412225,0,0,0,0,0.417087137141812,0,0.0209805586563605,0,0,0,0,0,0.127551097020943,0,0,0,0,-0.0549245397311349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0340657004807118,0,0,0,0.00709318624987883,0.0462082337680935,-0.011036721405572,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0284143996004679,0.142380209695892,0,0,0.00545099197196512,0,0,0,0,0,0.0615213311246228,0,0,0,0,-0.127960024829868,0,0,-0.0381886793477277,0,0,0,0,-0.144043344154863,0,0,0,0,0,0,0.0862504429365549,0,0,0,0,0,0,0,0.103267367581076,0.0594863060688524,0,0,0,0,0,0.0902787596652706,-0.17042737919122,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.35160745649232,0,0,0,0,0.0798534594340368,0,0,0,-0.0342288551047885,0,0,0,0,0,0.203429920532032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118927694673194,0,0,0,0,0,0,0,0,-0.0363160086162901,0,0,0,0,0,0,0,-0.0132932385417189,-0.00419255236699036,0,0,0,0,0,0
X000625.SZ,0,0.090287561758413,0,0,0.103298112416782,0,0,0,0,0.0693357025272694,0,0,0,0,-0.157018132662318,-0.0938677061257734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00745904635253473,0,0,0.493525673324097,0,0,0,0,0,0,0,0.450575614677997,0,0,0,0,0,0,0,-0.00808672794929938,0,-0.268595788083347,0,0,0,0,0
X600104.SH,0.178436537607824,0,0,0,0,0,0,0,0,0,0.158114343754857,0,0,0,0,0,0.0589979851439579,0,0,0.0445508997937958,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727928986749239,0,0,0,0,0.11907354445817,0,0,0,0,0,0,0,0,0,0,-0.000798319639476083,0,1.0842021724855e-19,0.00810939586420507,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0.225000590977735,-0.0130972614855901,0,0,0,0,0,-0.0620732000581594,0,0,0,0,0,0,0,-0.0726489550130185,0.0451160919383411,0,0,0,0,0.0190492882315994,0,0.162015213776382,0,-0.00124449390727203,0,0,0.21238188320241,0,0,0,0,0,-0.128541548516688,0,0.0279110977382756,0,0,-0.034338170342711,0,0,0.00554780572550727,0,0,0,0,0,0.0029385168241494,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310762647673763,0,0.0346844278887612,0,0,0,0,0,0.0177290380402304,0,0,0,-0.0516897340410563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000828455944691135,0,0,0,8.67361737988404e-19,0,-0.182158832817648,0,0.00202567655871544,0,0,0,0,0.0444041138754251,0,0
X000725.SZ,-0.144542978272724,0,0,0,0,0,0.0252061139934629,0,0,0,0,0,0,0,0,0,0,0,0.117449098208862,0,0,0.310081938075391,0.279387782905799,0,0,0,0,0,0,0,0,0.221123397238237,0,0,0,0,0,0,0,0,0,0,0,0.0755867856917061,0,0.0496229900084015,0,0.0274693438949675,0,0,0,-0.0163760332895499,0.0523376971101065,0,0,0,0,0,0
X000596.SZ,0,0,0,0.321858683694495,0,0.0315785643361698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234959094723601,0,0,0,0,0,0,0.109078574252438,0,0,0,0,0,0.0108692381690713,0,0,0,0,0,0,0,0,0,0,-0.0143060427359247,0,0,0.0169599080083339,0,0,0.0114124040403234,-0.0177368114051628,0,0,0,0,0,0
