,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600066.SH,X002241.SZ,X000100.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X002456.SZ,X600177.SH,X000157.SZ,X600372.SH,X600522.SH,X300124.SZ,X002085.SZ,X002007.SZ,X000981.SZ,X600089.SH,X300003.SZ,X002294.SZ,X600699.SH,X002508.SZ,X000559.SZ,X600867.SH,X002180.SZ,X000066.SZ,X002292.SZ,X002074.SZ,X600498.SH,X000623.SZ,X002426.SZ,X300136.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0382918219182489,0,0,0,0,0.0972361952369396,0,0,0,0,0,0.127757360327628,0,0,0,0,0,0.167486920920134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399562895189607,0,0.0318966591328428,0,0,-0.00956241912438718,0.00492070614136031,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0524429178468371,0,0,0,0,0,0,0,0.724372269566951,0,0,0,0,0,0,0,0,0,0,0.0934617603805479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102208305979405,-0.0584370109771188,-0.0819323535603574,0,0,0,-0.13854089277079,0,-0.0811972303576401,-0.00669613303594837,0.00333515890863523,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00322471738028643,0,0,0,0.117618253172919,0,0,0,0,0,0,0,0,0,0,0,0.242659354907453,0,0,0,0,-0.154959658045098,0,0,0,0.0320766435099714,0,0,0,0,0,0.331759379727801,-0.121708571668068,0,0,0,0,0,-0.0669082020484323,-0.00936704581114622,0.00396413057873091,0,0,0,0,0,0
X000651.SZ,0,0.0868340335760714,0,0,0,0,-0.0921307713435509,0,0,0.557008741077548,0.819349087052688,0,0,0,0,0,-0.0970886153025,0,0,0,0,0,0,0,0,0,0.0246420012580192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24305061148274,0,0,0,0.0315189169209554,0.249215169938959,0,-2.16840434497101e-19,0,0,0.0115484892963954,0.021808916520917,0,0,0,0,0,0
X000858.SZ,0,0,0,3.46944695195361e-18,0,3.46944695195361e-18,0,0,0.0179924591843355,0,0,0.0294997946999107,0.0702857207516982,0,0.259242343317366,0,0,0.0544263329497421,0,0,0,0,0,0.142094973291285,0,0,0,0,0,0,0,0,-0.0307908927842954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736903083778439,0,0,-0.00814791321534511,0.0103971895798371,0,0,0,0,0,0
X000725.SZ,0,0,0,0.11921038950071,0,0,0,0,0,0,0,0,0,0,0.192461074286072,0,-0.272138566055491,0,0,0.284195345076072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684451935161593,0,0,0,0,-0.0618278228504354,0.0708695613266342,0,0,0.0316554937130113,0,0,0.0841373956632076,0,0.00822800470335725,-0.0340548118455721,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0204244842620567,0.0187279346727092,0,0,0,0,0,0.201670461466862,0,0,0,0,0,-0.0285055967358223,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0381934205814638,0,0,-0.100369278935955,0.0161432717162457,0,0,0,0.0279653200827302,0.029554342036841,0,0,0,0,0,0.0804315155616113,0,0,-0.0415862290159934,0,0,0,0,-0.0936682425149545,0.0173181735131725,2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0.0343624190040728,0,0.0059609047294136,0,0,0,0,0,0.106362191068264,0,0,0,0.284805854694461,0,0,0,0,0,0,0,0,0,0,0.064238215727442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301003679687308,0,0,0,0,0,0,0,-0.144133588855636,0.0151121652010033,-0.00361396724755581,0,0,0,0,0,0
X000625.SZ,0,0.0468723777869476,0,0.0662666737009417,0,0.0391794521792561,0,0,0,0.0574197099131561,0,0,0.136522688375944,0.413457264386021,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0184061909673256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00390466174119419,0,0,0,0,0,0
X000063.SZ,0.0837215746063681,0,0,0.20294369805056,0,0,0,0,0,0,0,0,0,0,0,0.0711979644678105,0,0,0,0,0,-0.17742414525514,0,0,0,0,0,0,0,0,0,0,0,0,0.138813138350593,0,0,0,0,0,0,0,0,0,0,0.0278665992060642,0.139064613164438,-0.0769892430669261,0.0301256297265048,0,-0.00513784551835929,0.0113970903408911,0,0,0,0,0,0
X600690.SH,0,0,0,0.218795273597302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138654128743435,-0.230167369016923,0,-0.09224707570737,0,0,0.0523902703285987,0.0726087753940064,0,0,0,0,0,0,0,0,0,0,-0.0753540304211029,0,0,0,0,0,-0.0547856435859398,0.0928640297164825,-0.0160801568178899,0,0,-0.000641778337284008,0,0,0,0,0,0,0
X600703.SH,0,0,0.134119415735325,0,0,0,0,0,0.0340057755243011,0,0,0,0.181635609887671,0,0,0,0,0,0,0,0.0950817922970011,0,0,0.220031499755937,-0.180676616795525,0,0,0,0,0,0,0,0,0.265780296201883,0,0,0,0,0,0.23299006491921,0,0,0,0,0,0,0,0,0,0.268003683927136,0.0282472021620834,-0.020387235547626,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0343862207167186,0,0,0,0,0,0,0.0413577294628352,0,0.0566525097842679,0,0,0,0,0,0,0,0,0,0,0,0,0.87110923783619,0,0,0,0,0,0,0,0.120957902230085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14066754786483,-2.16840434497101e-19,0.0103841514061202,0,0,0,0,0,0
X600741.SH,0,0.465306508470428,0,0,0.0495697693265655,0,0,0.046455884275952,0.0437203681309246,0,0,0,0,0,0,0.139030791920482,0,0.0114328521159354,0,0,0,0,0,0.133203774046199,0,0,0,-0.0361031921267224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00451521597338149,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.62964980125034,0,0,0.0211994365966942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975820755310845,0,0,0.0359427911101673,0,0.0443289034943777,0,0,0,0,-0.00569879401737906,0.0023475386944265,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0326808046141829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0939642259548228,0,0.0927062981012275,0,0,0,0,0.247503132236567,0,0,0,0,0,0,0.222463155498625,0.331824624549852,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0777054215187138,0,0,0,0.0971794075370259,-0.0369929254294273,0.0193615159362376,0.0199280809641222,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.319870321687798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197441291167417,0,0,0,0,0.0195704659200431,0,0,0,0,0,0,0.0441182285657082,0,0,0,0,0,0,0,0,0.0701087480204797,0,0.225633374726235,0,0,-0.0582228844289599,0.0255462875925991,0,0,0,0,0,0
X600066.SH,0,0.0418959769049738,0,0,0,-0.0786608548904651,0,0,0,0,0,0.176095362296567,0,0.167483183681247,0,0,0,0,0,0,0,0,0,0.0144943936601608,0,0,0,0,0.213737362363518,0,0,0,0,0.246682203473653,0,0,0.069898570133927,0,0,0,0,0,0,0,0,0.105725717320685,0,0.0978301668766728,0,0.0424660345202675,-0.0350648763071671,0.00973010331174392,0,0,0,0,0,0
X002241.SZ,0,-0.0357325514609059,0,0,0,0.0277640233740916,0,0,-0.0602389572021903,-0.202096335978542,0,0,0,0,0,0.182606529281841,0,0.209660453286385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138335780270958,0,0,0,0,0,0,0,0.249382521577491,0.127795872346648,0,0,0.131011263387814,-0.0411676602733271,0,0.321589274285148,0,0,-0.0239916126595489,0.0194484944794552,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0666939643039264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964454899277221,0,0,0,0,0,0,0,0,0.0670633536606666,0,0,0,0,0.0148301652072521,0.0250640431428796,0.0543243925395782,0,0,0,-0.0306445204474035,0,0,0.0537893069692159,-0.0128056480920042,0,0,0,0,0,0
X002236.SZ,0,0.0995426956710542,0.095034228829448,0,0,0,0,0,0,0.0942342866824812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287891391521284,0,0.0268268679618594,0.0920436174668747,0,0,0,0,0,0.0750055047915809,0,0,0.118261381301068,0,0,0.0609719425292771,0,0.00331112985226608,0,0.0448692371773809,0.0125252698709751,0.000680557162927093,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0628815079198232,0,0,0.0600892891644228,0,0,0,0,0.0483883604385379,0,0,0,0,0,0,0.370722166550852,0,0,0,0,0,0.223457061438714,0,0,0,0,0.187014811083,0,0,0.0790034619806295,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0186818690853756,0.00984312969186243,0,0,0,0,0,0
