,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X300003.SZ,X600183.SH,X002371.SZ,X002007.SZ,X000596.SZ,X600741.SH,X300014.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X000157.SZ,X002236.SZ,X002463.SZ,X000800.SZ,X002129.SZ,X000625.SZ,X600118.SH,X002456.SZ,X600498.SH,X300136.SZ,X002179.SZ,X002223.SZ,X002049.SZ,X600271.SH,X600584.SH,X000066.SZ,X002414.SZ,X600522.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.356465956407717,0,0,0,0,0,0,0,0,0,0,0,0.135422070569891,0,0,0,0,0,0,0,0,0.0287197358685717,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0642778529672383,0.0199173958932374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103799407994784,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.178249088064625,0,0.0120604054163699,0,0,0,0,0.244002833897589,0,0,0.172518032584676,0,0,0,0,0,0.164627223725472,0,0,0,0,0,0,0,0,0,0,0,0,0.024227051173843,0,0,0,0,0,0,0,0,0.0481673353621761,0,0,0,0,0.0384610033764946,0,0.00812415767653383,0.0106337529684387,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0727229639285677,0,0,0,0.0560940343562441,0,0,0,0,0,0,0,0,0,0,0,0.0920634300185989,0,0,0.142254177428911,0,0,0,0,0,0.0378339055055713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595189512713096,0,0,0,0,0,0,0
X000651.SZ,0,0.25662523289211,0,0,0,0.101765557912509,0,0,0.118055623999263,0,0,0,0,0,0.0391355706771169,0.120136398640592,0,0,0,0,0,0,0,0,0,0,0,0.052481969551814,0,0,0,0,0,0,0,0,0,0,-0.0769493400805114,0,0,0,0,0.0628907241082796,0,0,0,0,0,0,0,0,0.00390764040914575,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138272527266363,0,0,0,0,0,0,0,0,0.152958774021707,0,0.158539008184357,0,0,0,0,0,0,0,0,0,0,0,0.000197603447735537,0,0,0.0436265970309837,0.0474631374423508,0,0,0.123053498151344,0,0,0.0369500117150015,0,0,0,0,0.0177090410602462,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.267457209441333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423969331885653,0,0,0.120697681913776,0.127161391563438,0.167186418325328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296186324864098,0,0,0,0,0,0,0,0,0,0,0.018269659102516,-0.0056616210524404,0,0,0,0,0,0
X600104.SH,0,0.279130669521222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335042606090891,0,0,0,0.0466882185571484,0.109251912314829,0,0,0,0,0.0763171574490693,0,0,0,0,0,0.165997539939948,0.0446858836467843,0.0695656229477481,0,0,0,0,0,0,0,0,0,0,-0.00911258324606536,0,0,0,0.0115784202398174,0.0331851487654187,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0317291754003602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186790256775467,0,0,0,0,0.0578350215500277,0,0,0,0,0,0,0,0,0,0,0,0.260000930434818,0.0418670697911227,0,0.247547062651455,0.15761218050282,0,0.0538968878838185,0,0,0,0,0.0156226615718734,-0.0781509864745051,0,0,0.0268028528674931,0.0130132101204063,0,0,0,0,0,0
X600031.SH,0,0.115708938688865,0,0,0,0,0.0217868230407133,0,0,0,0.0539077138844568,0,0,0,0,0,0,0,0,0.0367677251814168,0,0,0,0,0.0610667846743507,0,0,0,0,0,0,0.516894163313759,0,0,0,0,0,0,0,0,0,0,0,0.0292483802729039,0,0,0,0,0,0,0,0.00898128584290994,0.00412055847181945,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.155165771115486,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0752025073071031,0,0,0,0.0563925889945395,0,0,0,0.00769685108366144,0,0,0,0,0,0,0.140138655203873,0.185532668967806,0,0.0224817244418824,0,0,0.00922931938717846,-0.017156677227108,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269496235853379,0.00623963388100062,0,0,0,0,0,0,0,0,0,0.0328277775179525,0,0,0,0,0,0,0,0,0,0,0.0864922091736854,0,0,0,0.028756028441246,0,0,-0.036375363278182,0,0,0,0,0,0,0,0,0.0265638006614065,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0488609816888922,0.00573561681038923,0,0,0,0,0.018555552893627,0,0,0,0,0,-1.73472347597681e-18,0.059270425750568,0.477815108201725,0.11355902237719,0,0,0,0,0,0.0161311743397112,0,0,0,0,0.059664077182035,0,0.0718135148790089,0,0,0,0,0,0,0,0,0,0,0.00198192039443304,0,0,0,0,0,0,0
