,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600741.SH,X600703.SH,X000338.SZ,X300003.SZ,X000568.SZ,X600271.SH,X601877.SH,X002236.SZ,X002008.SZ,X600487.SH,X300124.SZ,X002456.SZ,X000661.SZ,X600809.SH,X000596.SZ,X000100.SZ,X600867.SH,X000977.SZ,X002179.SZ,X000625.SZ,X600066.SH,X002007.SZ,X300142.SZ,X300136.SZ,X600566.SH,X600498.SH,X002294.SZ,X000157.SZ,X002241.SZ,X300146.SZ,X002180.SZ,X600522.SH,X000869.SZ,X600177.SH,X600089.SH,X600372.SH,X000050.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.36649719174728,0.0616655353233103,0,0,0,0,0,0,0,0,0,0.11569315517993,0.0226988204283074,0,0,0,0.00349208742082592,0,0.0222941146828805,0,0,0,0,0,0.0109199907648489,0,0,0,0.0138466496953875,0,0,0,0,0,0,0,0.0739862703151711,0,0,0,0,0,0,0,0,0.0244711846081969,0,0.0029049581148429,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.00631829522031356,0,0.403243871390809,0,0,0,0.138782975508134,0,0,0,0,0,0,0,0,0,0,0,0.0460347098997611,0,0,0,0.0998742720786172,0,-0.0164828834140001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0647455531281339,0,0,-0.00330481308896819,0,0.0786543770780107,0,0,0,0,0,0.0986786409197373,0,0.193877378222294,0.185788350705757,0,0,0,0,0,0,0,0,0.0197929220548126,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0954354710997877,0.0190265966370338,0.0479571279360591,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.05353281929308,0,0,0,0,0,0.144345714802099,0,0,0,0,0,0,0,0,0.107473799932028,0,0,0,0,0,0,0,0,0.0761721107974216,0,0,0.0985076464204552,0,0.454611716536121,0,0,0.153256846448067,0,0,0,0,0,0,0,0,0.0626614773613174,0.0294636784696064,0.0316478809280086,0,0,0,0,0,0
X000858.SZ,0.298665517091364,0,0,0,0,0,0.129725164469858,0,0.138692838701155,0,0,0,0,0,0,0,0.187524808141375,0,0,0,0,0,0,0,0,0,0.153836773021477,0,0,0,0,0,0,0,0.0868594134560546,0,0,0,0.0257347961759487,0,0,0,0,0,0,0,0,0,0,0,0,0.00509692347891711,0,0,0,0,0,0,0
X000651.SZ,0.333741551882348,0,0,0,0,0,0,0,0,0,0,0,0.00992946830942736,0.0161522782607965,0,0,0.254312534676209,0,0,0,0.172652702691751,0,0.0637637965865813,0,0,0,3.90358496292656e-05,0,0.0393337108397498,0,0,0,0.0469360302779238,-0.0444630988528801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171679948335429,0.00230677717263576,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.356841423672107,0,0,0,0,0.0383361473029689,0,0,0,0,0,0.0870984288707248,0.488392720929404,0,0,0,0,0,0.0459664415789905,0.0530098964756864,0,0.203697401010383,0,0,0,0.0291988213153556,0,0,0,0,0,0,0,0,0,0,0,0,-0.190268950152981,0,0,0,0,-0.125192890620828,0,0,0,0,0.0145318255245352,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146138471543725,0,0,0.0479049284494718,0,0,0.114462472028955,0,0,0,0,0,0.344482837187882,0,0.124520286625914,0,0,0,0,0,0,0,0.0499030823394673,0,0,0,0,0,0.255702869978457,0,0,0,0.0719821358091858,0,0.0235035872769527,0,0.0082805864428289,0.0337235267696441,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.430470518084294,0,0,0,0,-0.104580301361971,0.239949563656474,0,0,0,0,0,0,0,0,0.105935970126905,0,0,0,0.023441511498733,0,0,0,0,0.120517165589158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116661981896293,2.97169878374013e-05,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.256935686852556,0,0,0,0,0,0,-0.0141849006440067,0,0,-2.16840434497101e-19,0,0,0.0364425678307311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458790637089478,-0.0529557730048315,0,0,0,0,0,0
