,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X000651.SZ,X300014.SZ,X600104.SH,X000596.SZ,X003816.SZ,X600031.SH,X000725.SZ,X000063.SZ,X000625.SZ,X002129.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X000100.SZ,X601877.SH,X000733.SZ,X002241.SZ,X600522.SH,X600741.SH,X600702.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X002007.SZ,X600779.SH,X600884.SH,X600584.SH,X300146.SZ,X600487.SH,X002294.SZ,X601799.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.317413676899788,0.0249427449107727,0,0,0,0,0,0,0,0.0664062383924601,0,0,0,0,0,0,0,0,0,-0.034575572108466,0,0,0,0,0,0,0,0,0,-0.0639779983781526,0,0,0,0.0683053686635272,0,0,0,0.129080167158061,0,0,0.0614583281352665,0,0,0,0,0,0,0,0,-0.031017466934149,0,0,0,0,0,0,0
X000858.SZ,0,0,0.177492731042053,0.421092647946802,0,0,0,0,0,0,0,-0.0103441300763191,0,0,0,0.149372874024242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129864526997102,-0.0401035841284553,0,0,0,0,0,0
X600809.SH,0.24572114374677,0,0,0.380426656339306,0,0,0,0,0,0,0,0.0544958064946079,0,0,0,0.07268168630046,0,0,0,0,0,-0.0683255737339325,0,0,0,0,0,0,0.0520119763026241,0,0,-0.101385073484445,0,0,0,0.0671633709674047,0,0,-0.00598016424380044,0,0,0,0.169641142268808,0,0,0,0,0,0,0,0,0.000883648486898747,0,0,0,0,0,0,0
X000568.SZ,0.231168155501859,0.416293294331248,0.321228989059369,0,0,0,0,0,0,0,0,0,0,0.18522558598391,0,0,0,0,0,0,-0.0492363227784865,0,0,0,0,0,0,0,0,0,0.0208897264623592,0,0,0.0947768527144371,0,0,0,0,0,0.0881754105756748,0,-0.0759548293353798,0.0780061938221168,0,-0.0142217949734506,0,0,0,0,0,0,-0.0144675759120179,0.0131157305595037,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0688529680063997,0,0.157801739456303,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0779547344917374,0,0,0,0,0,0.0454085527101532,0,0,0,0,0,0,0,0.0449481160520913,0,0,0,0,0,0,-5.42101086242752e-20,0,0.0360301214390235,0,0,0,0,0,0.0334187890765007,0.0434216123868954,0.230757953172413,0,0,-0.00145407007745303,0,0,0,0,0,0
X600276.SH,0,0,0,0.0849087515942988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978937752416874,0,0,-0.0179372707018091,0,0.0351485776181393,-0.0955514970540487,0,0,0,0,0,0,0.111987272609266,0,0,0,0,0,-0.051926600011582,0.115628185321846,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.489044689470934,0,0,0,0,0.180706271537882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150568923045723,0,0,0,-0.0286043618491689,-0.0849920303449209,0,0,0,0,0,0,0,0,0,0,0,0.110466389504938,-0.00401771472361455,0,0.0037023779469401,0,0,-0.00870775677390888,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.281025026273503,0,0,0,0,0,0,0,-0.0816460789534652,0,0,0,0.264311289724016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500443842668844,0.0185654120099546,0,0,-0.0362069166468167,-0.050761121191854,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0404794457599494,0,0,0,0.00926139605193653,0,0,0.00144258694066382,0.0656237357089872,0.188879853121451,0,0,0,0,0,0,0,0,0,0,0,0.182025640323933,0,0,0,0.0572988422232971,0,0,0,0,0,0.0163138304064513,0,0,0,0,0,0.0203577230464133,0,0,-0.00672959718793845,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.113428326652152,0,0,0,0,0,0,0,0,-0.0836862291798666,0,0.118287307776777,0,0,0.0246011630896645,0,0,0,0,0.161006296715942,0,0,0,0,0.0733424016199431,0,0,0,0,0,0,0,0.0299541056065632,0,0.165673879401273,0,0,0.0380161593533389,0,0,0,0.010016048341512,0,0,0,0,0,0
