,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000100.SZ,X600703.SH,X300142.SZ,X000157.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X600702.SH,X300146.SZ,X600779.SH,X002414.SZ,X600584.SH,X300003.SZ,X600183.SH,X601799.SH,X000800.SZ,X600460.SH,X000066.SZ,X600089.SH,X002074.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.47003084872595,0,0,0,0,0,0,0,0,0,0,0,0,0.21563626786489,0,0,0,0,0,0,0.0349396646150003,0,0,0,0,-0.00205485646264254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122695452363141,0,0,-0.167126328706206,0,0,-0.0735335934569082,0,0,0,0.0158315004534979,0,0
X000858.SZ,0,0,0,0.117526749574035,0.0272687466369548,0.406777942644177,0,0.101039540635645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102345686105886,0.122098311709953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0565371088065772,0,0,0,0,0,0,5.72883676842897e-05,0,0,0,0,0,0.183238190048473,0.068465663629768,0,0,0,0,0,0.00311496618384368,0,0.0810598380849093,0,0,0.00913025000069607,0.0261307822528395,0,0,0,0,0,0,0,0.0401320085496064,0,0.0887656924936913,0,0,0,0,0,0,-0.0122944912719512,-0.0406683328687031,0,0,0,0,0,0
X600276.SH,0,0.162813945229162,0,0,0,0.0645745561665106,0,0,0,0,0,0,-0.124229347653567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644953294748473,0,0.019945045627715,0,0,0,0,0,-0.127402827177513,0,0,0,0.0951968687640493,0,0.110316127501523,0,0.0125436656700254,0,0,0,-0.058037880018015,0,0,0.112610121610628,0,0,0,0,0.00569269119678818,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102271218552813,0,0,0,0,0,0,0,0,0,0,0,0,0.198878973505989,0,0.0838465246805752,0,0.453527634295137,0,0,0,0,0,0,0.0406863499637359,0.0618506013443219,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084096567379371,0,0,0,-0.0378478593340241,0,0
X000568.SZ,0,0.730039783597993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162492100622549,0,0,0,0,0.0431102453433152,-0.0253243152785199,0,0,0.112184073859978,0,0,0,0,0,0,0,0,0,0,0,0,0.0515997279006082,0,0,0,0,0.0111852422345767,0,0,0,0,0.0377931344138017,0,0,0,0,-0.0481638686105345,0,0,0,0,0,0
X000651.SZ,0,2.16840434497101e-19,0,0,0,0,0,0.0515885854679093,0.0318520240374317,0.0203840770400131,0,0,0,0,0.0427218053366434,0.0294032019177723,0,0,0,0,0,0,0.156813247939423,0,-0.00342618290448786,0.0249215178060247,0,0,0,0,0,0.0920805386717063,0,0,0,0.0411883531165867,0,0,0,0,0,0,0,0,-0.0398146171388519,0,0,0,0,0,0,0,0,0,0,0,-0.00824038667416667,0,0
X002304.SZ,0,0.261914994591518,0,0.0458057092394245,0.132122869898289,0.08823034143889,0.00331931961969521,0,0.0381411558314059,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0473718372080629,0,0,0.156047155483555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969041545933884,-3.46944695195361e-18,0,0,0,0,0,0
X600690.SH,0,0,0.0669601662028959,0.0467854501552983,0,0,0,0,0,0,0,0,0,0.119640285218538,0.0204029910387763,0,0,0,0,0,0,0,0,0,-0.0254206470929592,0,0,0,0,0.0565620360919163,0.132510732233067,0.36831446135533,0,3.46944695195361e-18,0.10417014323168,0,0,0.0577676891915561,0,0,0,0,0,0,0.0475462697974166,0,0,0,0,0,0,0,-0.118126051592558,0,0,0,0.0276003959421887,0,0
X002475.SZ,0,0,0,0,0,0,0.100277412250336,0,0,0,0,0,0,0,0.0533360306763073,0.077874361672992,0,0,0.348168731201467,0.0620257921435224,0,0,0.119009229743105,0,-0.0275126058778144,0,0,0,0,0,0,0,0,0,0,0.026791575639403,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0518694337541648,0,0,0,0,0.13427682949153,0,0,0,-0.0167638590167235,0,0
